wafer_id,step,param,value
W0036,implant,dose_cm2,9.83e+14
W0037,litho,cd_nm,83.2
W0037,etch,etch_depth_um,1.45
W0037,deposit,film_thickness_um,0.77
W0037,implant,dose_cm2,9.98e+14
W0038,litho,cd_nm,90.6
W0038,etch,etch_depth_um,1.5
W0038,deposit,film_thickness_um,0.786
W0038,implant,dose_cm2,1.00e+15
W0039,litho,cd_nm,81.2
W0039,etch,etch_depth_um,1.58
W0039,deposit,film_thickness_um,0.749
W0039,implant,dose_cm2,1.01e+15
W0040,litho,cd_nm,89.7
W0040,etch,etch_depth_um,1.54
W0040,deposit,film_thickness_um,0.775
W0040,implant,dose_cm2,9.96e+14
W0041,litho,cd_nm,90.6
W0041,etch,etch_depth_um,1.43
W0041,deposit,film_thickness_um,0.868
W0041,implant,dose_cm2,9.96e+14
W0042,litho,cd_nm,91.6
W0042,etch,etch_depth_um,1.49
W0042,deposit,film_thickness_um,0.834
W0042,implant,dose_cm2,1.01e+15
W0043,litho,cd_nm,92.4
W0043,etch,etch_depth_um,1.5
W0043,deposit,film_thickness_um,0.82
W0043,implant,dose_cm2,1.01e+15
W0044,litho,cd_nm,79.7
W0044,etch,etch_depth_um,1.41
W0044,deposit,film_thickness_um,0.762
W0044,implant,dose_cm2,9.93e+14
W0045,litho,cd_nm,88.5
W0045,etch,etch_depth_um,1.48
W0045,deposit,film_thickness_um,0.702
W0045,implant,dose_cm2,9.79e+14
W0046,litho,cd_nm,89.9
W0046,etch,etch_depth_um,1.5
W0046,deposit,film_thickness_um,0.838
W0046,implant,dose_cm2,1.00e+15
W0047,litho,cd_nm,83.6
W0047,etch,etch_depth_um,1.5
W0047,deposit,film_thickness_um,0.83
W0047,implant,dose_cm2,1.00e+15
W0048,litho,cd_nm,80.5
W0048,etch,etch_depth_um,1.38
W0048,deposit,film_thickness_um,0.699
W0048,implant,dose_cm2,9.83e+14
W0049,litho,cd_nm,82.0
W0049,etch,etch_depth_um,1.46
W0049,deposit,film_thickness_um,0.815
W0049,implant,dose_cm2,9.99e+14
W0050,litho,cd_nm,91.9
W0050,etch,etch_depth_um,1.52
W0050,deposit,film_thickness_um,0.831
W0050,implant,dose_cm2,1.01e+15
W0051,litho,cd_nm,80.9
W0051,etch,etch_depth_um,1.57
W0051,deposit,film_thickness_um,0.864
W0051,implant,dose_cm2,1.02e+15
W0052,litho,cd_nm,91.8
W0052,etch,etch_depth_um,1.51
W0052,deposit,film_thickness_um,0.792
W0052,implant,dose_cm2,1.00e+15
W0053,litho,cd_nm,81.6
W0053,etch,etch_depth_um,1.6
W0053,deposit,film_thickness_um,0.743
W0053,implant,dose_cm2,9.90e+14
W0054,litho,cd_nm,90.6
W0054,etch,etch_depth_um,1.5
W0054,deposit,film_thickness_um,0.776
W0054,implant,dose_cm2,1.00e+15
W0055,litho,cd_nm,92.0
W0055,etch,etch_depth_um,1.62
W0055,deposit,film_thickness_um,0.787
W0055,implant,dose_cm2,1.01e+15
W0056,litho,cd_nm,83.2
W0056,etch,etch_depth_um,1.63
W0056,deposit,film_thickness_um,0.779
W0056,implant,dose_cm2,9.94e+14
W0057,litho,cd_nm,86.8
W0057,etch,etch_depth_um,1.61
W0057,deposit,film_thickness_um,0.72
W0057,implant,dose_cm2,1.02e+15
W0058,litho,cd_nm,89.9
W0058,etch,etch_depth_um,1.51
W0058,deposit,film_thickness_um,0.757
W0058,implant,dose_cm2,1.01e+15
W0059,litho,cd_nm,82.0
W0059,etch,etch_depth_um,1.48
W0059,deposit,film_thickness_um,0.775
W0059,implant,dose_cm2,1.01e+15
W0060,litho,cd_nm,89.6
W0060,etch,etch_depth_um,1.44
W0060,deposit,film_thickness_um,0.848
W0060,implant,dose_cm2,1.01e+15
W0061,litho,cd_nm,87.2
W0061,etch,etch_depth_um,1.55
W0061,deposit,film_thickness_um,0.79
W0061,implant,dose_cm2,9.98e+14
W0062,litho,cd_nm,92.5
W0062,etch,etch_depth_um,1.45
W0062,deposit,film_thickness_um,0.793
W0062,implant,dose_cm2,9.91e+14
W0063,litho,cd_nm,87.9
W0063,etch,etch_depth_um,1.54
W0063,deposit,film_thickness_um,0.857
W0063,implant,dose_cm2,9.94e+14
W0064,litho,cd_nm,87.0
W0064,etch,etch_depth_um,1.3
W0064,deposit,film_thickness_um,0.763
W0064,implant,dose_cm2,1.01e+15
W0065,litho,cd_nm,93.0
W0065,etch,etch_depth_um,1.38
W0065,deposit,film_thickness_um,0.834
W0065,implant,dose_cm2,9.99e+14
W0066,litho,cd_nm,80.1
W0066,etch,etch_depth_um,1.38
W0066,deposit,film_thickness_um,0.813
W0066,implant,dose_cm2,1.00e+15
W0067,litho,cd_nm,89.3
W0067,etch,etch_depth_um,1.49
W0067,deposit,film_thickness_um,0.816
W0067,implant,dose_cm2,1.01e+15
W0068,litho,cd_nm,87.8
W0068,etch,etch_depth_um,1.49
W0068,deposit,film_thickness_um,0.761
W0068,implant,dose_cm2,9.85e+14
W0069,litho,cd_nm,88.9
W0069,etch,etch_depth_um,1.45
W0069,deposit,film_thickness_um,0.78
W0069,implant,dose_cm2,9.85e+14
W0070,litho,cd_nm,91.1
W0070,etch,etch_depth_um,1.51
W0070,deposit,film_thickness_um,0.807
W0070,implant,dose_cm2,1.01e+15
W0071,litho,cd_nm,81.5
W0071,etch,etch_depth_um,1.63
W0071,deposit,film_thickness_um,0.796
W0071,implant,dose_cm2,9.90e+14
W0072,litho,cd_nm,82.8
W0072,etch,etch_depth_um,1.53
W0072,deposit,film_thickness_um,0.792
W0072,implant,dose_cm2,1.00e+15
W0073,litho,cd_nm,90.8
W0073,etch,etch_depth_um,1.56
W0073,deposit,film_thickness_um,0.707
W0073,implant,dose_cm2,9.82e+14
W0074,litho,cd_nm,83.2
W0074,etch,etch_depth_um,1.51
W0074,deposit,film_thickness_um,0.768
W0074,implant,dose_cm2,9.89e+14
W0075,litho,cd_nm,88.5
W0075,etch,etch_depth_um,1.34
W0075,deposit,film_thickness_um,0.786
W0075,implant,dose_cm2,9.95e+14
W0076,litho,cd_nm,81.7
W0076,etch,etch_depth_um,1.52
W0076,deposit,film_thickness_um,0.755
W0076,implant,dose_cm2,1.01e+15
W0077,litho,cd_nm,82.8
W0077,etch,etch_depth_um,1.42
W0077,deposit,film_thickness_um,0.73
W0077,implant,dose_cm2,9.87e+14
W0078,litho,cd_nm,91.4
W0078,etch,etch_depth_um,1.54
W0078,deposit,film_thickness_um,0.83
W0078,implant,dose_cm2,9.96e+14
W0079,litho,cd_nm,90.4
W0079,etch,etch_depth_um,1.49
W0079,deposit,film_thickness_um,0.884
W0079,implant,dose_cm2,9.96e+14
W0080,litho,cd_nm,82.6
W0080,etch,etch_depth_um,1.49
W0080,deposit,film_thickness_um,0.884
W0080,implant,dose_cm2,9.94e+14
W0081,litho,cd_nm,86.6
W0081,etch,etch_depth_um,1.57
W0081,deposit,film_thickness_um,0.837
W0081,implant,dose_cm2,1.01e+15
W0082,litho,cd_nm,80.1
W0082,etch,etch_depth_um,1.53
W0082,deposit,film_thickness_um,0.827
W0082,implant,dose_cm2,1.01e+15
W0083,litho,cd_nm,83.8
W0083,etch,etch_depth_um,1.42
W0083,deposit,film_thickness_um,0.808
W0083,implant,dose_cm2,9.90e+14
W0084,litho,cd_nm,89.4
W0084,etch,etch_depth_um,1.65
W0084,deposit,film_thickness_um,0.816
W0084,implant,dose_cm2,9.91e+14
W0085,litho,cd_nm,90.6
W0085,etch,etch_depth_um,1.69
W0085,deposit,film_thickness_um,0.8
W0085,implant,dose_cm2,9.92e+14
W0086,litho,cd_nm,79.6
W0086,etch,etch_depth_um,1.46
W0086,deposit,film_thickness_um,0.794
W0086,implant,dose_cm2,1.00e+15
W0087,litho,cd_nm,95.4
W0087,etch,etch_depth_um,1.56
W0087,deposit,film_thickness_um,0.759
W0087,implant,dose_cm2,9.89e+14
W0088,litho,cd_nm,91.2
W0088,etch,etch_depth_um,1.51
W0088,deposit,film_thickness_um,0.877
W0088,implant,dose_cm2,1.02e+15
W0089,litho,cd_nm,92.5
W0089,etch,etch_depth_um,1.39
W0089,deposit,film_thickness_um,0.842
W0089,implant,dose_cm2,1.01e+15
W0090,litho,cd_nm,80.8
W0090,etch,etch_depth_um,1.63
W0090,deposit,film_thickness_um,0.818
W0090,implant,dose_cm2,9.79e+14
W0091,litho,cd_nm,90.1
W0091,etch,etch_depth_um,1.29
W0091,deposit,film_thickness_um,0.732
W0091,implant,dose_cm2,9.91e+14
W0092,litho,cd_nm,89.1
W0092,etch,etch_depth_um,1.48
W0092,deposit,film_thickness_um,0.737
W0092,implant,dose_cm2,9.91e+14
W0093,litho,cd_nm,89.9
W0093,etch,etch_depth_um,1.71
W0093,deposit,film_thickness_um,0.756
W0093,implant,dose_cm2,1.00e+15
W0094,litho,cd_nm,92.7
W0094,etch,etch_depth_um,1.66
W0094,deposit,film_thickness_um,0.808
W0094,implant,dose_cm2,9.97e+14
W0095,litho,cd_nm,80.2
W0095,etch,etch_depth_um,1.56
W0095,deposit,film_thickness_um,0.72
W0095,implant,dose_cm2,9.88e+14
W0096,litho,cd_nm,79.3
W0096,etch,etch_depth_um,1.51
W0096,deposit,film_thickness_um,0.844
W0096,implant,dose_cm2,9.97e+14
W0097,litho,cd_nm,82.4
W0097,etch,etch_depth_um,1.45
W0097,deposit,film_thickness_um,0.851
W0097,implant,dose_cm2,1.00e+15
W0098,litho,cd_nm,89.6
W0098,etch,etch_depth_um,1.34
W0098,deposit,film_thickness_um,0.766
W0098,implant,dose_cm2,1.01e+15
W0099,litho,cd_nm,77.8
W0099,etch,etch_depth_um,1.74
W0099,deposit,film_thickness_um,0.829
W0099,implant,dose_cm2,9.91e+14
W0100,litho,cd_nm,85.5
W0100,etch,etch_depth_um,1.41
W0100,deposit,film_thickness_um,0.889
W0100,implant,dose_cm2,9.87e+14
W0101,litho,cd_nm,90.6
W0101,etch,etch_depth_um,1.59
W0101,deposit,film_thickness_um,0.821
W0101,implant,dose_cm2,9.98e+14
W0102,litho,cd_nm,82.5
W0102,etch,etch_depth_um,1.52
W0102,deposit,film_thickness_um,0.814
W0102,implant,dose_cm2,9.97e+14
W0103,litho,cd_nm,88.5
W0103,etch,etch_depth_um,1.38
W0103,deposit,film_thickness_um,0.803
W0103,implant,dose_cm2,1.00e+15
W0104,litho,cd_nm,91.0
W0104,etch,etch_depth_um,1.61
W0104,deposit,film_thickness_um,0.834
W0104,implant,dose_cm2,1.02e+15
W0105,litho,cd_nm,82.5
W0105,etch,etch_depth_um,1.45
W0105,deposit,film_thickness_um,0.79
W0105,implant,dose_cm2,9.98e+14
W0106,litho,cd_nm,91.1
W0106,etch,etch_depth_um,1.46
W0106,deposit,film_thickness_um,0.796
W0106,implant,dose_cm2,1.01e+15
W0107,litho,cd_nm,82.2
W0107,etch,etch_depth_um,1.55
W0107,deposit,film_thickness_um,0.68
W0107,implant,dose_cm2,1.00e+15
W0108,litho,cd_nm,89.5
W0108,etch,etch_depth_um,1.54
W0108,deposit,film_thickness_um,0.761
W0108,implant,dose_cm2,9.86e+14
W0109,litho,cd_nm,82.3
W0109,etch,etch_depth_um,1.46
W0109,deposit,film_thickness_um,0.85
W0109,implant,dose_cm2,1.02e+15
W0110,litho,cd_nm,88.7
W0110,etch,etch_depth_um,1.85
W0110,deposit,film_thickness_um,0.78
W0110,implant,dose_cm2,9.85e+14
W0111,litho,cd_nm,81.7
W0111,etch,etch_depth_um,1.62
W0111,deposit,film_thickness_um,0.776
W0111,implant,dose_cm2,9.96e+14
W0112,litho,cd_nm,89.0
W0112,etch,etch_depth_um,1.58
W0112,deposit,film_thickness_um,0.827
W0112,implant,dose_cm2,9.89e+14
W0113,litho,cd_nm,81.1
W0113,etch,etch_depth_um,1.57
W0113,deposit,film_thickness_um,0.731
W0113,implant,dose_cm2,9.89e+14
W0114,litho,cd_nm,82.8
W0114,etch,etch_depth_um,1.63
W0114,deposit,film_thickness_um,0.776
W0114,implant,dose_cm2,9.84e+14
W0115,litho,cd_nm,81.6
W0115,etch,etch_depth_um,1.51
W0115,deposit,film_thickness_um,0.821
W0115,implant,dose_cm2,1.01e+15
W0116,litho,cd_nm,81.9
W0116,etch,etch_depth_um,1.5
W0116,deposit,film_thickness_um,0.861
W0116,implant,dose_cm2,9.99e+14
W0117,litho,cd_nm,92.1
W0117,etch,etch_depth_um,1.35
W0117,deposit,film_thickness_um,0.795
W0117,implant,dose_cm2,9.91e+14
W0118,litho,cd_nm,89.3
W0118,etch,etch_depth_um,1.71
W0118,deposit,film_thickness_um,0.793
W0118,implant,dose_cm2,9.96e+14
W0119,litho,cd_nm,88.5
W0119,etch,etch_depth_um,1.44
W0119,deposit,film_thickness_um,0.735
W0119,implant,dose_cm2,1.01e+15
W0120,litho,cd_nm,87.2
W0120,etch,etch_depth_um,1.63
W0120,deposit,film_thickness_um,0.763
W0120,implant,dose_cm2,9.95e+14
W0121,litho,cd_nm,79.8
W0121,etch,etch_depth_um,1.4
W0121,deposit,film_thickness_um,0.9
W0121,implant,dose_cm2,9.88e+14
W0122,litho,cd_nm,91.3
W0122,etch,etch_depth_um,1.46
W0122,deposit,film_thickness_um,0.845
W0122,implant,dose_cm2,1.01e+15
W0123,litho,cd_nm,79.8
W0123,etch,etch_depth_um,1.52
W0123,deposit,film_thickness_um,0.882
W0123,implant,dose_cm2,1.01e+15
W0124,litho,cd_nm,87.6
W0124,etch,etch_depth_um,1.59
W0124,deposit,film_thickness_um,0.898
W0124,implant,dose_cm2,1.00e+15
W0125,litho,cd_nm,89.8
W0125,etch,etch_depth_um,1.53
W0125,deposit,film_thickness_um,0.777
W0125,implant,dose_cm2,1.01e+15
W0126,litho,cd_nm,92.1
W0126,etch,etch_depth_um,1.25
W0126,deposit,film_thickness_um,0.707
W0126,implant,dose_cm2,1.01e+15
W0127,litho,cd_nm,89.2
W0127,etch,etch_depth_um,1.52
W0127,deposit,film_thickness_um,0.768
W0127,implant,dose_cm2,1.01e+15
W0128,litho,cd_nm,79.4
W0128,etch,etch_depth_um,1.52
W0128,deposit,film_thickness_um,0.807
W0128,implant,dose_cm2,1.01e+15
W0129,litho,cd_nm,90.7
W0129,etch,etch_depth_um,1.57
W0129,deposit,film_thickness_um,0.773
W0129,implant,dose_cm2,1.00e+15
W0130,litho,cd_nm,91.2
W0130,etch,etch_depth_um,1.57
W0130,deposit,film_thickness_um,0.76
W0130,implant,dose_cm2,9.95e+14
W0131,litho,cd_nm,84.4
W0131,etch,etch_depth_um,1.6
W0131,deposit,film_thickness_um,0.782
W0131,implant,dose_cm2,9.94e+14
W0132,litho,cd_nm,83.3
W0132,etch,etch_depth_um,1.3
W0132,deposit,film_thickness_um,0.892
W0132,implant,dose_cm2,1.01e+15
W0133,litho,cd_nm,82.2
W0133,etch,etch_depth_um,1.53
W0133,deposit,film_thickness_um,0.827
W0133,implant,dose_cm2,1.00e+15
W0134,litho,cd_nm,91.1
W0134,etch,etch_depth_um,1.54
W0134,deposit,film_thickness_um,0.832
W0134,implant,dose_cm2,1.01e+15
W0135,litho,cd_nm,80.9
W0135,etch,etch_depth_um,1.42
W0135,deposit,film_thickness_um,0.781
W0135,implant,dose_cm2,9.96e+14
W0136,litho,cd_nm,82.4
W0136,etch,etch_depth_um,1.63
W0136,deposit,film_thickness_um,0.793
W0136,implant,dose_cm2,9.78e+14
W0137,litho,cd_nm,86.3
W0137,etch,etch_depth_um,1.47
W0137,deposit,film_thickness_um,0.72
W0137,implant,dose_cm2,1.01e+15
W0138,litho,cd_nm,90.3
W0138,etch,etch_depth_um,1.56
W0138,deposit,film_thickness_um,0.779
W0138,implant,dose_cm2,1.02e+15
W0139,litho,cd_nm,81.6
W0139,etch,etch_depth_um,1.63
W0139,deposit,film_thickness_um,0.857
W0139,implant,dose_cm2,1.01e+15
W0140,litho,cd_nm,91.5
W0140,etch,etch_depth_um,1.4
W0140,deposit,film_thickness_um,0.772
W0140,implant,dose_cm2,9.95e+14
W0141,litho,cd_nm,92.8
W0141,etch,etch_depth_um,1.49
W0141,deposit,film_thickness_um,0.904
W0141,implant,dose_cm2,1.01e+15
W0142,litho,cd_nm,83.0
W0142,etch,etch_depth_um,1.51
W0142,deposit,film_thickness_um,0.835
W0142,implant,dose_cm2,1.01e+15
W0143,litho,cd_nm,88.7
W0143,etch,etch_depth_um,1.59
W0143,deposit,film_thickness_um,0.819
W0143,implant,dose_cm2,1.00e+15
W0144,litho,cd_nm,89.0
W0144,etch,etch_depth_um,1.72
W0144,deposit,film_thickness_um,0.795
W0144,implant,dose_cm2,9.99e+14
W0145,litho,cd_nm,81.3
W0145,etch,etch_depth_um,1.63
W0145,deposit,film_thickness_um,0.838
W0145,implant,dose_cm2,1.01e+15
W0146,litho,cd_nm,91.0
W0146,etch,etch_depth_um,1.58
W0146,deposit,film_thickness_um,0.803
W0146,implant,dose_cm2,9.95e+14
W0147,litho,cd_nm,90.9
W0147,etch,etch_depth_um,1.39
W0147,deposit,film_thickness_um,0.722
W0147,implant,dose_cm2,1.01e+15
W0148,litho,cd_nm,83.7
W0148,etch,etch_depth_um,1.62
W0148,deposit,film_thickness_um,0.777
W0148,implant,dose_cm2,1.02e+15
W0149,litho,cd_nm,84.5
W0149,etch,etch_depth_um,1.47
W0149,deposit,film_thickness_um,0.777
W0149,implant,dose_cm2,1.01e+15
W0150,litho,cd_nm,82.5
W0150,etch,etch_depth_um,1.59
W0150,deposit,film_thickness_um,0.731
W0150,implant,dose_cm2,1.01e+15
W0151,litho,cd_nm,90.3
W0151,etch,etch_depth_um,1.55
W0151,deposit,film_thickness_um,0.81
W0151,implant,dose_cm2,9.96e+14
W0152,litho,cd_nm,88.3
W0152,etch,etch_depth_um,1.41
W0152,deposit,film_thickness_um,0.814
W0152,implant,dose_cm2,1.00e+15
W0153,litho,cd_nm,90.4
W0153,etch,etch_depth_um,1.48
W0153,deposit,film_thickness_um,0.804
W0153,implant,dose_cm2,9.85e+14
W0154,litho,cd_nm,82.5
W0154,etch,etch_depth_um,1.51
W0154,deposit,film_thickness_um,0.769
W0154,implant,dose_cm2,1.01e+15
W0155,litho,cd_nm,84.4
W0155,etch,etch_depth_um,1.38
W0155,deposit,film_thickness_um,0.704
W0155,implant,dose_cm2,1.00e+15
W0156,litho,cd_nm,81.8
W0156,etch,etch_depth_um,1.55
W0156,deposit,film_thickness_um,0.772
W0156,implant,dose_cm2,9.82e+14
W0157,litho,cd_nm,94.6
W0157,etch,etch_depth_um,1.46
W0157,deposit,film_thickness_um,0.865
W0157,implant,dose_cm2,9.93e+14
W0158,litho,cd_nm,92.6
W0158,etch,etch_depth_um,1.47
W0158,deposit,film_thickness_um,0.781
W0158,implant,dose_cm2,1.02e+15
W0159,litho,cd_nm,90.4
W0159,etch,etch_depth_um,1.36
W0159,deposit,film_thickness_um,0.786
W0159,implant,dose_cm2,1.02e+15
W0160,litho,cd_nm,80.8
W0160,etch,etch_depth_um,1.51
W0160,deposit,film_thickness_um,0.844
W0160,implant,dose_cm2,9.98e+14
W0161,litho,cd_nm,81.3
W0161,etch,etch_depth_um,1.57
W0161,deposit,film_thickness_um,0.755
W0161,implant,dose_cm2,9.94e+14
W0162,litho,cd_nm,90.2
W0162,etch,etch_depth_um,1.54
W0162,deposit,film_thickness_um,0.84
W0162,implant,dose_cm2,1.01e+15
W0163,litho,cd_nm,89.8
W0163,etch,etch_depth_um,1.45
W0163,deposit,film_thickness_um,0.833
W0163,implant,dose_cm2,1.00e+15
W0164,litho,cd_nm,91.4
W0164,etch,etch_depth_um,1.57
W0164,deposit,film_thickness_um,0.817
W0164,implant,dose_cm2,9.98e+14
W0165,litho,cd_nm,89.4
W0165,etch,etch_depth_um,1.6
W0165,deposit,film_thickness_um,0.818
W0165,implant,dose_cm2,1.01e+15
W0166,litho,cd_nm,79.9
W0166,etch,etch_depth_um,1.52
W0166,deposit,film_thickness_um,0.764
W0166,implant,dose_cm2,9.85e+14
W0167,litho,cd_nm,81.5
W0167,etch,etch_depth_um,1.34
W0167,deposit,film_thickness_um,0.709
W0167,implant,dose_cm2,9.80e+14
W0168,litho,cd_nm,81.5
W0168,etch,etch_depth_um,1.53
W0168,deposit,film_thickness_um,0.77
W0168,implant,dose_cm2,1.02e+15
W0169,litho,cd_nm,79.9
W0169,etch,etch_depth_um,1.52
W0169,deposit,film_thickness_um,0.747
W0169,implant,dose_cm2,9.95e+14
W0170,litho,cd_nm,81.9
W0170,etch,etch_depth_um,1.46
W0170,deposit,film_thickness_um,0.763
W0170,implant,dose_cm2,9.92e+14
W0171,litho,cd_nm,90.3
W0171,etch,etch_depth_um,1.42
W0171,deposit,film_thickness_um,0.804
W0171,implant,dose_cm2,1.01e+15
W0172,litho,cd_nm,85.7
W0172,etch,etch_depth_um,1.54
W0172,deposit,film_thickness_um,0.833
W0172,implant,dose_cm2,9.90e+14
W0173,litho,cd_nm,81.4
W0173,etch,etch_depth_um,1.5
W0173,deposit,film_thickness_um,0.844
W0173,implant,dose_cm2,9.88e+14
W0174,litho,cd_nm,82.8
W0174,etch,etch_depth_um,1.37
W0174,deposit,film_thickness_um,0.812
W0174,implant,dose_cm2,9.98e+14
W0175,litho,cd_nm,88.7
W0175,etch,etch_depth_um,1.44
W0175,deposit,film_thickness_um,0.863
W0175,implant,dose_cm2,9.99e+14
W0176,litho,cd_nm,92.8
W0176,etch,etch_depth_um,1.38
W0176,deposit,film_thickness_um,0.805
W0176,implant,dose_cm2,1.01e+15
W0177,litho,cd_nm,93.5
W0177,etch,etch_depth_um,1.48
W0177,deposit,film_thickness_um,0.84
W0177,implant,dose_cm2,1.01e+15
W0178,litho,cd_nm,82.9
W0178,etch,etch_depth_um,1.4
W0178,deposit,film_thickness_um,0.784
W0178,implant,dose_cm2,9.99e+14
W0179,litho,cd_nm,82.5
W0179,etch,etch_depth_um,1.36
W0179,deposit,film_thickness_um,0.847
W0179,implant,dose_cm2,9.95e+14
W0180,litho,cd_nm,92.6
W0180,etch,etch_depth_um,1.44
W0180,deposit,film_thickness_um,0.765
W0180,implant,dose_cm2,9.87e+14
W0181,litho,cd_nm,82.2
W0181,etch,etch_depth_um,1.35
W0181,deposit,film_thickness_um,0.723
W0181,implant,dose_cm2,9.88e+14
W0182,litho,cd_nm,82.7
W0182,etch,etch_depth_um,1.39
