timestamp,line,measurement_mm,day
2026-05-02 23:00:00,L3,9.602,1
2026-05-03 00:00:00,L1,10.123,2
2026-05-03 01:00:00,L1,9.982,2
2026-05-03 02:00:00,L1,10.067,2
2026-05-03 03:00:00,L1,10.008,2
2026-05-03 04:00:00,L1,10.052,2
2026-05-03 05:00:00,L1,10.042,2
2026-05-03 06:00:00,L1,9.941,2
2026-05-03 07:00:00,L1,9.988,2
2026-05-03 08:00:00,L1,9.914,2
2026-05-03 09:00:00,L1,9.981,2
2026-05-03 10:00:00,L1,10.01,2
2026-05-03 11:00:00,L1,9.994,2
2026-05-03 12:00:00,L1,9.963,2
2026-05-03 13:00:00,L1,9.942,2
2026-05-03 14:00:00,L1,10.01,2
2026-05-03 15:00:00,L1,10.082,2
2026-05-03 16:00:00,L1,10.088,2
2026-05-03 17:00:00,L1,9.927,2
2026-05-03 18:00:00,L1,10.037,2
2026-05-03 19:00:00,L1,10.005,2
2026-05-03 20:00:00,L1,9.887,2
2026-05-03 21:00:00,L1,10.021,2
2026-05-03 22:00:00,L1,9.91,2
2026-05-03 23:00:00,L1,10.099,2
2026-05-03 00:00:00,L2,10.062,2
2026-05-03 01:00:00,L2,10.002,2
2026-05-03 02:00:00,L2,9.84,2
2026-05-03 03:00:00,L2,9.866,2
2026-05-03 04:00:00,L2,10.093,2
2026-05-03 05:00:00,L2,10.108,2
2026-05-03 06:00:00,L2,10.025,2
2026-05-03 07:00:00,L2,9.804,2
2026-05-03 08:00:00,L2,10.043,2
2026-05-03 09:00:00,L2,10.171,2
2026-05-03 10:00:00,L2,9.855,2
2026-05-03 11:00:00,L2,9.943,2
2026-05-03 12:00:00,L2,10.198,2
2026-05-03 13:00:00,L2,9.839,2
2026-05-03 14:00:00,L2,10.086,2
2026-05-03 15:00:00,L2,9.863,2
2026-05-03 16:00:00,L2,9.98,2
2026-05-03 17:00:00,L2,10.248,2
2026-05-03 18:00:00,L2,9.914,2
2026-05-03 19:00:00,L2,9.897,2
2026-05-03 20:00:00,L2,10.054,2
2026-05-03 21:00:00,L2,9.918,2
2026-05-03 22:00:00,L2,9.931,2
2026-05-03 23:00:00,L2,9.684,2
2026-05-03 00:00:00,L3,10.316,2
2026-05-03 01:00:00,L3,10.165,2
2026-05-03 02:00:00,L3,10.185,2
2026-05-03 03:00:00,L3,9.886,2
2026-05-03 04:00:00,L3,10.472,2
2026-05-03 05:00:00,L3,10.35,2
2026-05-03 06:00:00,L3,10.274,2
2026-05-03 07:00:00,L3,10.335,2
2026-05-03 08:00:00,L3,10.44,2
2026-05-03 09:00:00,L3,9.915,2
2026-05-03 10:00:00,L3,9.831,2
2026-05-03 11:00:00,L3,10.322,2
2026-05-03 12:00:00,L3,9.877,2
2026-05-03 13:00:00,L3,9.942,2
2026-05-03 14:00:00,L3,10.153,2
2026-05-03 15:00:00,L3,10.169,2
2026-05-03 16:00:00,L3,9.766,2
2026-05-03 17:00:00,L3,9.865,2
2026-05-03 18:00:00,L3,10.068,2
2026-05-03 19:00:00,L3,10.102,2
2026-05-03 20:00:00,L3,10.173,2
2026-05-03 21:00:00,L3,9.937,2
2026-05-03 22:00:00,L3,9.667,2
2026-05-03 23:00:00,L3,10.023,2
2026-05-04 00:00:00,L1,10.018,3
2026-05-04 01:00:00,L1,9.959,3
2026-05-04 02:00:00,L1,10.064,3
2026-05-04 03:00:00,L1,9.831,3
2026-05-04 04:00:00,L1,10.144,3
2026-05-04 05:00:00,L1,10.129,3
2026-05-04 06:00:00,L1,10.098,3
2026-05-04 07:00:00,L1,10.011,3
2026-05-04 08:00:00,L1,9.85,3
2026-05-04 09:00:00,L1,10.096,3
2026-05-04 10:00:00,L1,10.044,3
2026-05-04 11:00:00,L1,9.997,3
2026-05-04 12:00:00,L1,9.846,3
2026-05-04 13:00:00,L1,9.965,3
2026-05-04 14:00:00,L1,9.907,3
2026-05-04 15:00:00,L1,9.932,3
2026-05-04 16:00:00,L1,9.922,3
2026-05-04 17:00:00,L1,9.895,3
2026-05-04 18:00:00,L1,10.024,3
2026-05-04 19:00:00,L1,10.031,3
2026-05-04 20:00:00,L1,9.947,3
2026-05-04 21:00:00,L1,10.064,3
2026-05-04 22:00:00,L1,9.9,3
2026-05-04 23:00:00,L1,10.036,3
2026-05-04 00:00:00,L2,9.954,3
2026-05-04 01:00:00,L2,10.096,3
2026-05-04 02:00:00,L2,9.825,3
2026-05-04 03:00:00,L2,10.113,3
2026-05-04 04:00:00,L2,9.794,3
2026-05-04 05:00:00,L2,10.028,3
2026-05-04 06:00:00,L2,9.884,3
2026-05-04 07:00:00,L2,10.231,3
2026-05-04 08:00:00,L2,9.79,3
2026-05-04 09:00:00,L2,10.02,3
2026-05-04 10:00:00,L2,9.966,3
2026-05-04 11:00:00,L2,10.124,3
2026-05-04 12:00:00,L2,9.662,3
2026-05-04 13:00:00,L2,10.011,3
2026-05-04 14:00:00,L2,9.996,3
2026-05-04 15:00:00,L2,10.103,3
2026-05-04 16:00:00,L2,9.89,3
2026-05-04 17:00:00,L2,9.656,3
2026-05-04 18:00:00,L2,9.756,3
2026-05-04 19:00:00,L2,10.068,3
2026-05-04 20:00:00,L2,9.993,3
2026-05-04 21:00:00,L2,9.987,3
2026-05-04 22:00:00,L2,9.967,3
2026-05-04 23:00:00,L2,10.154,3
2026-05-04 00:00:00,L3,10.525,3
2026-05-04 01:00:00,L3,9.716,3
2026-05-04 02:00:00,L3,9.989,3
2026-05-04 03:00:00,L3,9.974,3
2026-05-04 04:00:00,L3,9.791,3
2026-05-04 05:00:00,L3,9.879,3
2026-05-04 06:00:00,L3,10.047,3
2026-05-04 07:00:00,L3,9.782,3
2026-05-04 08:00:00,L3,10.015,3
2026-05-04 09:00:00,L3,10.253,3
2026-05-04 10:00:00,L3,9.826,3
2026-05-04 11:00:00,L3,10.329,3
2026-05-04 12:00:00,L3,9.973,3
2026-05-04 13:00:00,L3,10.225,3
2026-05-04 14:00:00,L3,10.173,3
2026-05-04 15:00:00,L3,10.063,3
2026-05-04 16:00:00,L3,10.3,3
2026-05-04 17:00:00,L3,9.894,3
2026-05-04 18:00:00,L3,10.1,3
2026-05-04 19:00:00,L3,9.99,3
2026-05-04 20:00:00,L3,10.146,3
2026-05-04 21:00:00,L3,10.139,3
2026-05-04 22:00:00,L3,9.844,3
2026-05-04 23:00:00,L3,9.772,3
2026-05-05 00:00:00,L1,9.902,4
2026-05-05 01:00:00,L1,10.15,4
2026-05-05 02:00:00,L1,10.038,4
2026-05-05 03:00:00,L1,10.066,4
2026-05-05 04:00:00,L1,9.968,4
2026-05-05 05:00:00,L1,10.09,4
2026-05-05 06:00:00,L1,10.085,4
2026-05-05 07:00:00,L1,9.884,4
2026-05-05 08:00:00,L1,10.085,4
2026-05-05 09:00:00,L1,10.02,4
2026-05-05 10:00:00,L1,9.931,4
2026-05-05 11:00:00,L1,9.954,4
2026-05-05 12:00:00,L1,10.1,4
2026-05-05 13:00:00,L1,9.997,4
2026-05-05 14:00:00,L1,9.943,4
2026-05-05 15:00:00,L1,9.979,4
2026-05-05 16:00:00,L1,10.137,4
2026-05-05 17:00:00,L1,10.098,4
2026-05-05 18:00:00,L1,10.062,4
2026-05-05 19:00:00,L1,9.949,4
2026-05-05 20:00:00,L1,9.982,4
2026-05-05 21:00:00,L1,9.742,4
2026-05-05 22:00:00,L1,10.044,4
2026-05-05 23:00:00,L1,10.043,4
2026-05-05 00:00:00,L2,9.992,4
2026-05-05 01:00:00,L2,9.99,4
2026-05-05 02:00:00,L2,9.71,4
2026-05-05 03:00:00,L2,9.933,4
2026-05-05 04:00:00,L2,9.776,4
2026-05-05 05:00:00,L2,9.971,4
2026-05-05 06:00:00,L2,9.943,4
2026-05-05 07:00:00,L2,9.899,4
2026-05-05 08:00:00,L2,10.179,4
2026-05-05 09:00:00,L2,10.065,4
2026-05-05 10:00:00,L2,9.848,4
2026-05-05 11:00:00,L2,10.256,4
2026-05-05 12:00:00,L2,10.124,4
2026-05-05 13:00:00,L2,10.054,4
2026-05-05 14:00:00,L2,9.958,4
2026-05-05 15:00:00,L2,9.948,4
2026-05-05 16:00:00,L2,10.013,4
2026-05-05 17:00:00,L2,10.343,4
2026-05-05 18:00:00,L2,9.839,4
2026-05-05 19:00:00,L2,10.044,4
2026-05-05 20:00:00,L2,9.925,4
2026-05-05 21:00:00,L2,9.987,4
2026-05-05 22:00:00,L2,9.889,4
2026-05-05 23:00:00,L2,9.77,4
2026-05-05 00:00:00,L3,10.266,4
2026-05-05 01:00:00,L3,9.725,4
2026-05-05 02:00:00,L3,10.081,4
2026-05-05 03:00:00,L3,10.055,4
2026-05-05 04:00:00,L3,10.185,4
2026-05-05 05:00:00,L3,9.964,4
2026-05-05 06:00:00,L3,10.122,4
2026-05-05 07:00:00,L3,10.088,4
2026-05-05 08:00:00,L3,10.022,4
2026-05-05 09:00:00,L3,9.93,4
2026-05-05 10:00:00,L3,9.891,4
2026-05-05 11:00:00,L3,9.872,4
2026-05-05 12:00:00,L3,9.897,4
2026-05-05 13:00:00,L3,10.218,4
2026-05-05 14:00:00,L3,10.083,4
2026-05-05 15:00:00,L3,9.652,4
2026-05-05 16:00:00,L3,10.174,4
2026-05-05 17:00:00,L3,9.992,4
2026-05-05 18:00:00,L3,10.098,4
2026-05-05 19:00:00,L3,10.049,4
2026-05-05 20:00:00,L3,9.895,4
2026-05-05 21:00:00,L3,9.888,4
2026-05-05 22:00:00,L3,10.053,4
2026-05-05 23:00:00,L3,9.902,4
2026-05-06 00:00:00,L1,10.167,5
2026-05-06 01:00:00,L1,9.895,5
2026-05-06 02:00:00,L1,10.069,5
2026-05-06 03:00:00,L1,9.88,5
2026-05-06 04:00:00,L1,9.987,5
2026-05-06 05:00:00,L1,10.013,5
2026-05-06 06:00:00,L1,9.977,5
2026-05-06 07:00:00,L1,9.916,5
2026-05-06 08:00:00,L1,10.06,5
2026-05-06 09:00:00,L1,9.999,5
2026-05-06 10:00:00,L1,10.024,5
2026-05-06 11:00:00,L1,10.002,5
2026-05-06 12:00:00,L1,9.928,5
2026-05-06 13:00:00,L1,10.198,5
2026-05-06 14:00:00,L1,9.975,5
2026-05-06 15:00:00,L1,10.067,5
2026-05-06 16:00:00,L1,9.959,5
2026-05-06 17:00:00,L1,10.06,5
2026-05-06 18:00:00,L1,9.896,5
2026-05-06 19:00:00,L1,10.039,5
2026-05-06 20:00:00,L1,10.006,5
2026-05-06 21:00:00,L1,9.915,5
2026-05-06 22:00:00,L1,9.984,5
2026-05-06 23:00:00,L1,9.888,5
2026-05-06 00:00:00,L2,10.073,5
2026-05-06 01:00:00,L2,10.134,5
2026-05-06 02:00:00,L2,9.802,5
2026-05-06 03:00:00,L2,9.968,5
2026-05-06 04:00:00,L2,9.964,5
2026-05-06 05:00:00,L2,9.908,5
2026-05-06 06:00:00,L2,9.889,5
2026-05-06 07:00:00,L2,10.019,5
2026-05-06 08:00:00,L2,10.242,5
2026-05-06 09:00:00,L2,10.021,5
2026-05-06 10:00:00,L2,10.115,5
2026-05-06 11:00:00,L2,9.889,5
2026-05-06 12:00:00,L2,10.073,5
2026-05-06 13:00:00,L2,9.889,5
2026-05-06 14:00:00,L2,9.995,5
2026-05-06 15:00:00,L2,10.185,5
2026-05-06 16:00:00,L2,10.105,5
2026-05-06 17:00:00,L2,10.068,5
2026-05-06 18:00:00,L2,10.028,5
2026-05-06 19:00:00,L2,10.059,5
2026-05-06 20:00:00,L2,10.066,5
2026-05-06 21:00:00,L2,10.16,5
2026-05-06 22:00:00,L2,9.895,5
2026-05-06 23:00:00,L2,9.956,5
2026-05-06 00:00:00,L3,10.314,5
2026-05-06 01:00:00,L3,9.764,5
2026-05-06 02:00:00,L3,9.938,5
2026-05-06 03:00:00,L3,9.853,5
2026-05-06 04:00:00,L3,10.298,5
2026-05-06 05:00:00,L3,9.993,5
2026-05-06 06:00:00,L3,10.136,5
2026-05-06 07:00:00,L3,9.941,5
2026-05-06 08:00:00,L3,10.121,5
2026-05-06 09:00:00,L3,9.629,5
2026-05-06 10:00:00,L3,9.977,5
2026-05-06 11:00:00,L3,10.119,5
2026-05-06 12:00:00,L3,9.804,5
2026-05-06 13:00:00,L3,9.858,5
2026-05-06 14:00:00,L3,10.168,5
2026-05-06 15:00:00,L3,10.204,5
2026-05-06 16:00:00,L3,9.966,5
2026-05-06 17:00:00,L3,10.074,5
2026-05-06 18:00:00,L3,9.924,5
2026-05-06 19:00:00,L3,10.117,5
2026-05-06 20:00:00,L3,9.949,5
2026-05-06 21:00:00,L3,9.844,5
2026-05-06 22:00:00,L3,9.973,5
2026-05-06 23:00:00,L3,9.997,5
2026-05-07 00:00:00,L1,9.859,6
2026-05-07 01:00:00,L1,9.973,6
2026-05-07 02:00:00,L1,10.013,6
2026-05-07 03:00:00,L1,10.034,6
2026-05-07 04:00:00,L1,10.055,6
2026-05-07 05:00:00,L1,10.089,6
2026-05-07 06:00:00,L1,10.035,6
2026-05-07 07:00:00,L1,10.144,6
2026-05-07 08:00:00,L1,9.924,6
2026-05-07 09:00:00,L1,10.007,6
2026-05-07 10:00:00,L1,10.035,6
2026-05-07 11:00:00,L1,10.03,6
2026-05-07 12:00:00,L1,10.145,6
2026-05-07 13:00:00,L1,10.009,6
2026-05-07 14:00:00,L1,10.029,6
2026-05-07 15:00:00,L1,9.966,6
2026-05-07 16:00:00,L1,10.092,6
2026-05-07 17:00:00,L1,10.12,6
2026-05-07 18:00:00,L1,10.004,6
2026-05-07 19:00:00,L1,10.072,6
2026-05-07 20:00:00,L1,10.006,6
2026-05-07 21:00:00,L1,9.875,6
2026-05-07 22:00:00,L1,9.922,6
2026-05-07 23:00:00,L1,10.046,6
2026-05-07 00:00:00,L2,9.982,6
2026-05-07 01:00:00,L2,10.179,6
2026-05-07 02:00:00,L2,9.8,6
2026-05-07 03:00:00,L2,9.977,6
2026-05-07 04:00:00,L2,10.074,6
2026-05-07 05:00:00,L2,9.888,6
2026-05-07 06:00:00,L2,10.06,6
2026-05-07 07:00:00,L2,10.19,6
2026-05-07 08:00:00,L2,10.009,6
2026-05-07 09:00:00,L2,9.945,6
2026-05-07 10:00:00,L2,10.01,6
2026-05-07 11:00:00,L2,9.883,6
2026-05-07 12:00:00,L2,10.038,6
2026-05-07 13:00:00,L2,9.952,6
2026-05-07 14:00:00,L2,10.213,6
2026-05-07 15:00:00,L2,9.964,6
2026-05-07 16:00:00,L2,9.946,6
2026-05-07 17:00:00,L2,10.065,6
2026-05-07 18:00:00,L2,10.033,6
2026-05-07 19:00:00,L2,10.102,6
2026-05-07 20:00:00,L2,9.969,6
2026-05-07 21:00:00,L2,9.803,6
2026-05-07 22:00:00,L2,9.89,6
2026-05-07 23:00:00,L2,10.024,6
2026-05-07 00:00:00,L3,10.162,6
2026-05-07 01:00:00,L3,10.083,6
2026-05-07 02:00:00,L3,10.126,6
2026-05-07 03:00:00,L3,10.192,6
2026-05-07 04:00:00,L3,10.074,6
2026-05-07 05:00:00,L3,9.667,6
2026-05-07 06:00:00,L3,10.094,6
2026-05-07 07:00:00,L3,10.039,6
2026-05-07 08:00:00,L3,9.825,6
2026-05-07 09:00:00,L3,10.002,6
2026-05-07 10:00:00,L3,9.839,6
2026-05-07 11:00:00,L3,9.8,6
2026-05-07 12:00:00,L3,9.801,6
2026-05-07 13:00:00,L3,10.256,6
2026-05-07 14:00:00,L3,10.187,6
2026-05-07 15:00:00,L3,10.206,6
2026-05-07 16:00:00,L3,9.94,6
2026-05-07 17:00:00,L3,9.646,6
2026-05-07 18:00:00,L3,10.02,6
2026-05-07 19:00:00,L3,9.997,6
2026-05-07 20:00:00,L3,9.727,6
2026-05-07 21:00:00,L3,10.052,6
2026-05-07 22:00:00,L3,9.86,6
2026-05-07 23:00:00,L3,10.108,6
2026-05-08 00:00:00,L1,10.07,7
2026-05-08 01:00:00,L1,10.011,7
2026-05-08 02:00:00,L1,9.817,7
2026-05-08 03:00:00,L1,10.108,7
2026-05-08 04:00:00,L1,10.001,7
2026-05-08 05:00:00,L1,9.88,7
2026-05-08 06:00:00,L1,10.186,7
2026-05-08 07:00:00,L1,9.916,7
2026-05-08 08:00:00,L1,10.048,7
2026-05-08 09:00:00,L1,9.985,7
2026-05-08 10:00:00,L1,10.071,7
2026-05-08 11:00:00,L1,10.058,7
2026-05-08 12:00:00,L1,10.06,7
2026-05-08 13:00:00,L1,9.954,7
2026-05-08 14:00:00,L1,10.131,7
2026-05-08 15:00:00,L1,9.836,7
2026-05-08 16:00:00,L1,9.991,7
2026-05-08 17:00:00,L1,9.869,7
2026-05-08 18:00:00,L1,9.921,7
2026-05-08 19:00:00,L1,10.021,7
2026-05-08 20:00:00,L1,10.123,7
2026-05-08 21:00:00,L1,9.896,7
2026-05-08 22:00:00,L1,10.022,7
2026-05-08 23:00:00,L1,10.075,7
2026-05-08 00:00:00,L2,10.219,7
2026-05-08 01:00:00,L2,9.98,7
2026-05-08 02:00:00,L2,10.043,7
2026-05-08 03:00:00,L2,10.106,7
2026-05-08 04:00:00,L2,9.971,7
2026-05-08 05:00:00,L2,10.096,7
2026-05-08 06:00:00,L2,9.951,7
2026-05-08 07:00:00,L2,10.071,7
2026-05-08 08:00:00,L2,10.264,7
2026-05-08 09:00:00,L2,9.814,7
2026-05-08 10:00:00,L2,10.064,7
2026-05-08 11:00:00,L2,9.964,7
2026-05-08 12:00:00,L2,10.058,7
2026-05-08 13:00:00,L2,10.054,7
2026-05-08 14:00:00,L2,9.988,7
2026-05-08 15:00:00,L2,10.205,7
2026-05-08 16:00:00,L2,10.037,7
2026-05-08 17:00:00,L2,9.803,7
2026-05-08 18:00:00,L2,10.073,7
2026-05-08 19:00:00,L2,9.847,7
2026-05-08 20:00:00,L2,9.958,7
2026-05-08 21:00:00,L2,9.961,7
2026-05-08 22:00:00,L2,10.133,7
2026-05-08 23:00:00,L2,10.065,7
2026-05-08 00:00:00,L3,10.22,7
2026-05-08 01:00:00,L3,9.931,7
2026-05-08 02:00:00,L3,9.701,7
2026-05-08 03:00:00,L3,10.174,7
2026-05-08 04:00:00,L3,10.068,7
2026-05-08 05:00:00,L3,10.202,7
2026-05-08 06:00:00,L3,9.745,7
2026-05-08 07:00:00,L3,10.238,7
2026-05-08 08:00:00,L3,9.393,7
2026-05-08 09:00:00,L3,10.084,7
2026-05-08 10:00:00,L3,9.86,7
2026-05-08 11:00:00,L3,10.204,7
2026-05-08 12:00:00,L3,9.988,7
2026-05-08 13:00:00,L3,9.792,7
2026-05-08 14:00:00,L3,9.91,7
2026-05-08 15:00:00,L3,9.748,7
2026-05-08 16:00:00,L3,9.612,7
2026-05-08 17:00:00,L3,10.252,7
2026-05-08 18:00:00,L3,10.106,7
2026-05-08 19:00:00,L3,9.78,7
2026-05-08 20:00:00,L3,9.974,7
2026-05-08 21:00:00,L3,10.038,7
2026-05-08 22:00:00,L3,10.542,7
2026-05-08 23:00:00,L3,9.831,7
2026-05-09 00:00:00,L1,9.921,8
2026-05-09 01:00:00,L1,10.014,8
2026-05-09 02:00:00,L1,9.991,8
2026-05-09 03:00:00,L1,9.887,8
2026-05-09 04:00:00,L1,10.02,8
2026-05-09 05:00:00,L1,10.072,8
2026-05-09 06:00:00,L1,10.029,8
2026-05-09 07:00:00,L1,10.015,8
2026-05-09 08:00:00,L1,9.946,8
2026-05-09 09:00:00,L1,10.048,8
2026-05-09 10:00:00,L1,9.915,8
2026-05-09 11:00:00,L1,10.034,8
2026-05-09 12:00:00,L1,10.093,8
2026-05-09 13:00:00,L1,9.95,8
2026-05-09 14:00:00,L1,10.053,8
2026-05-09 15:00:00,L1,9.98,8
2026-05-09 16:00:00,L1,10.041,8
2026-05-09 17:00:00,L1,9.956,8
2026-05-09 18:00:00,L1,9.952,8
2026-05-09 19:00:00,L1,9.895,8
2026-05-09 20:00:00,L1,10.123,8
2026-05-09 21:00:00,L1,10.041,8
2026-05-09 22:00:00,L1,10.124,8
2026-05-09 23:00:00,L1,9.905,8
2026-05-09 00:00:00,L2,9.966,8
2026-05-09 01:00:00,L2,10.134,8
2026-05-09 02:00:00,L2,10.127,8
2026-05-09 03:00:00,L2,9.958,8
2026-05-09 04:00:00,L2,10.142,8
2026-05-09 05:00:00,L2,10.121,8
2026-05-09 06:00:00,L2,10.158,8
2026-05-09 07:00:00,L2,9.97,8
2026-05-09 08:00:00,L2,10.001,8
2026-05-09 09:00:00,L2,9.822,8
2026-05-09 10:00:00,L2,10.099,8
2026-05-09 11:00:00,L2,9.731,8
2026-05-09 12:00:00,L2,9.926,8
2026-05-09 13:00:00,L2,10.127,8
2026-05-09 14:00:00,L2,10.216,8
2026-05-09 15:00:00,L2,9.889,8
2026-05-09 16:00:00,L2,9.981,8
2026-05-09 17:00:00,L2,9.859,8
2026-05-09 18:00:00,L2,10.227,8
2026-05-09 19:00:00,L2,9.942,8
2026-05-09 20:00:00,L2,9.92,8
2026-05-09 21:00:00,L2,9.947,8
2026-05-09 22:00:00,L2,9.858,8
2026-05-09 23:00:00,L2,10.367,8
2026-05-09 00:00:00,L3,10.033,8
2026-05-09 01:00:00,L3,10.11,8
2026-05-09 02:00:00,L3,9.958,8
2026-05-09 03:00:00,L3,9.988,8
2026-05-09 04:00:00,L3,9.902,8
2026-05-09 05:00:00,L3,10.044,8
2026-05-09 06:00:00,L3,9.888,8
2026-05-09 07:00:00,L3,9.802,8
2026-05-09 08:00:00,L3,9.889,8
2026-05-09 09:00:00,L3,10.342,8
