order_id,order_date,region,product_line,sales_amount
215,2024-09-29,West,Premium,3502.200072239996
216,2024-09-29,North,Budget,2700.2742308682764
217,2024-09-29,South,Budget,2885.501107539657
218,2024-09-29,South,Premium,4882.934136322098
219,2024-09-29,North,Premium,2477.8457776370246
220,2024-09-29,West,Budget,3113.079001990688
221,2024-09-29,South,Premium,4760.509068129003
222,2024-09-29,North,Budget,2705.175533578721
223,2024-09-29,North,Premium,2323.4209024402553
224,2024-09-29,West,Budget,2965.5437555702288
225,2024-09-29,North,Premium,2379.474528155313
226,2024-09-29,South,Premium,4927.929191105706
227,2024-09-29,North,Budget,2625.1981612178697
228,2024-09-29,West,Budget,2805.824039924162
229,2024-09-29,West,Budget,2778.6230341410005
230,2024-09-29,North,Budget,2708.4368519453715
231,2024-09-29,West,Budget,2709.701872762257
232,2024-09-29,West,Premium,3521.0510565848026
233,2024-09-29,North,Premium,2851.2922876893576
234,2024-09-29,North,Budget,2954.620765816904
235,2024-09-29,West,Budget,2915.440326507084
236,2024-09-29,North,Premium,2948.059549712805
237,2024-09-29,North,Premium,2551.826534648786
238,2024-09-29,West,Budget,2724.2618810577196
239,2024-09-29,South,Budget,3111.3139025234495
240,2024-09-29,South,Budget,3143.701226033273
241,2024-09-29,West,Premium,3338.580497583863
242,2024-09-29,North,Budget,2521.4693363980005
243,2024-09-29,South,Budget,3323.4156387498047
244,2024-09-29,North,Budget,2563.1664277731415
245,2024-09-29,North,Premium,2555.72909699263
246,2024-09-29,North,Budget,2729.8698940089603
247,2024-09-29,North,Budget,2598.1876246901197
248,2024-09-29,North,Budget,2326.065852745068
249,2024-09-29,South,Premium,4618.569411979299
250,2024-09-29,West,Budget,2982.518424580614
251,2024-10-29,North,Premium,2645.7900359876357
252,2024-10-29,South,Premium,4976.342239591826
253,2024-10-29,West,Premium,3352.0734784408774
254,2024-10-29,North,Budget,2467.5513628328144
255,2024-10-29,South,Premium,4462.355254501206
256,2024-10-29,South,Premium,4546.376271645058
257,2024-10-29,South,Premium,4447.00482240216
258,2024-10-29,South,Premium,4767.276862369665
259,2024-10-29,South,Budget,3419.3124413154997
260,2024-10-29,South,Budget,3120.514858426218
261,2024-10-29,South,Premium,4440.938154409782
262,2024-10-29,South,Budget,3334.1402332084904
263,2024-10-29,North,Budget,2445.914517751771
264,2024-10-29,West,Premium,3841.8250822105774
265,2024-10-29,North,Budget,3125.0750368193003
266,2024-10-29,South,Premium,4610.124836864614
267,2024-10-29,South,Budget,3159.154025486839
268,2024-10-29,South,Premium,4619.732227247425
269,2024-10-29,West,Premium,3667.824577754621
270,2024-10-29,South,Budget,3379.599077086753
271,2024-10-29,North,Budget,2847.1305035948803
272,2024-10-29,South,Premium,4546.202040172555
273,2024-10-29,South,Premium,4838.6480447735385
274,2024-10-29,South,Budget,3381.061237695824
275,2024-10-29,South,Premium,4618.263383923809
276,2024-10-29,South,Budget,3347.93572702608
277,2024-10-29,South,Premium,4528.622870890989
278,2024-10-29,North,Budget,2566.125662458821
279,2024-10-29,South,Premium,4648.8011763546965
280,2024-10-29,North,Premium,2474.6222229976024
281,2024-10-29,South,Budget,3321.4876567399315
282,2024-10-29,North,Premium,2612.721319367733
283,2024-10-29,North,Budget,2472.315402085613
284,2024-10-29,North,Budget,2787.7724737938015
285,2024-10-29,North,Premium,3087.045817206285
286,2024-10-29,North,Premium,2905.320030471367
287,2024-10-29,South,Premium,4405.94140160255
288,2024-10-29,South,Budget,3309.3057949403337
289,2024-10-29,North,Budget,2980.88176781017
290,2024-10-29,West,Budget,2512.677285884502
291,2024-10-29,South,Premium,4709.286105388614
292,2024-10-29,West,Premium,3316.7545145403788
293,2024-10-29,South,Budget,3162.117994656568
294,2024-10-29,South,Budget,3113.4745462900523
295,2024-10-29,South,Premium,4437.686110273442
296,2024-10-29,West,Budget,2819.9842182722837
297,2024-10-29,South,Premium,4656.015139334672
298,2024-10-29,West,Budget,2853.0387984721006
299,2024-10-29,South,Premium,4639.90875371821
300,2024-10-29,South,Premium,4510.8073472318565
301,2024-11-28,South,Premium,4626.369385293123
302,2024-11-28,West,Premium,3544.9839096784617
303,2024-11-28,West,Budget,2909.4104349428917
304,2024-11-28,North,Budget,2828.234804991304
305,2024-11-28,South,Premium,4439.936768642012
306,2024-11-28,South,Budget,3532.6594628577927
307,2024-11-28,South,Budget,3381.106445939324
308,2024-11-28,North,Budget,2710.05082228565
309,2024-11-28,South,Budget,3167.4358896766976
310,2024-11-28,South,Budget,3183.44404806136
311,2024-11-28,North,Budget,2555.942814954799
312,2024-11-28,South,Premium,4372.728981817183
313,2024-11-28,South,Budget,2784.3976565796556
314,2024-11-28,South,Budget,2651.747160404577
315,2024-11-28,West,Premium,3387.8192356334353
316,2024-11-28,North,Budget,2826.1584051840946
317,2024-11-28,West,Premium,2996.663975746255
318,2024-11-28,North,Budget,2564.8475711501937
319,2024-11-28,North,Premium,3142.2071835348734
320,2024-11-28,West,Budget,2643.1225016191493
321,2024-11-28,North,Budget,2695.9588328304794
322,2024-11-28,South,Budget,2965.154739278225
323,2024-11-28,South,Budget,2857.2457376096927
324,2024-11-28,North,Budget,2654.018493854604
325,2024-11-28,West,Budget,2727.9140574502835
326,2024-11-28,North,Premium,3203.4935574615356
327,2024-11-28,South,Premium,4986.621042306847
328,2024-11-28,South,Premium,4703.492556955101
329,2024-11-28,South,Premium,4615.068920154161
330,2024-11-28,South,Premium,4576.824488539438
331,2024-11-28,South,Budget,2885.64024705342
332,2024-11-28,West,Budget,3034.205620705077
333,2024-11-28,South,Premium,4630.834120117494
334,2024-11-28,South,Premium,5064.929242642984
335,2024-11-28,North,Budget,2672.6145712248376
336,2024-11-28,West,Premium,3031.3782872039096
337,2024-11-28,North,Premium,2743.678972879047
338,2024-11-28,South,Premium,4401.609637994972
339,2024-11-28,North,Budget,2679.645876226729
340,2024-11-28,West,Premium,3485.254815607733
341,2024-11-28,West,Budget,2752.782645175655
342,2024-11-28,North,Budget,2638.137526599379
343,2024-11-28,North,Budget,2418.24936933953
344,2024-11-28,South,Premium,4600.352902893376
345,2024-11-28,West,Premium,3361.81593928468
346,2024-11-28,North,Premium,2936.758049088131
347,2024-11-28,South,Budget,3124.9100646714746
348,2024-11-28,South,Premium,4382.238504933913
349,2024-11-28,North,Budget,2758.8512988395687
350,2024-11-28,South,Budget,3132.9811974425584
351,2024-12-28,South,Budget,3201.2821647453356
352,2024-12-28,North,Budget,2575.4536098004705
353,2024-12-28,South,Budget,2937.677664831174
354,2024-12-28,West,Premium,3395.3882848448507
355,2024-12-28,South,Premium,4491.64835222321
356,2024-12-28,West,Budget,2681.5865536284177
357,2024-12-28,South,Budget,3106.501395607801
358,2024-12-28,West,Premium,3079.8843440233204
359,2024-12-28,West,Budget,2945.352634175828
360,2024-12-28,South,Premium,4771.5451279422205
361,2024-12-28,South,Premium,4507.847318001664
362,2024-12-28,West,Premium,3136.4615150096633
363,2024-12-28,North,Budget,2748.6676219686547
364,2024-12-28,West,Premium,3168.7119879612524
365,2024-12-28,South,Budget,3327.979189219341
366,2024-12-28,North,Premium,3232.0427233737396
367,2024-12-28,South,Budget,3107.44679957219
368,2024-12-28,South,Budget,3309.0230030361004
369,2024-12-28,West,Premium,3530.4862979505456
370,2024-12-28,South,Budget,3232.3210398444826
371,2024-12-28,South,Premium,4496.533316672036
372,2024-12-28,North,Premium,3002.648026840372
373,2024-12-28,South,Premium,4477.461886384074
374,2024-12-28,South,Premium,4351.4462474104985
375,2024-12-28,West,Budget,3018.5259309874373
376,2024-12-28,West,Premium,3398.31826299132
377,2024-12-28,North,Budget,2572.1908299865327
378,2024-12-28,North,Premium,3199.920934274128
379,2024-12-28,South,Budget,2954.0853968813913
380,2024-12-28,South,Budget,3007.5746158556854
381,2024-12-28,North,Premium,3068.761169880118
382,2024-12-28,North,Premium,3001.673310990316
383,2024-12-28,South,Premium,4338.050048561034
384,2024-12-28,South,Premium,4252.973154455577
385,2024-12-28,South,Budget,3303.4334207235124
386,2024-12-28,West,Premium,3313.092255884339
387,2024-12-28,West,Budget,2690.620962159582
388,2024-12-28,South,Premium,4581.5749563377585
389,2024-12-28,South,Premium,4449.731664419314
390,2024-12-28,South,Premium,4339.880164807147
391,2024-12-28,South,Premium,4541.614679144493
392,2024-12-28,North,Premium,3075.172628511118
393,2024-12-28,South,Premium,4623.754865528487
394,2024-12-28,North,Budget,2825.570008532834
395,2024-12-28,South,Premium,4125.764574651514
396,2024-12-28,South,Premium,4355.737461039532
397,2024-12-28,South,Premium,4296.630962377208
398,2024-12-28,West,Budget,2845.9977878993527
399,2024-12-28,South,Premium,4421.81943365871
400,2024-12-28,West,Budget,2771.7146276540325
401,2025-01-27,West,Premium,3310.312764005733
402,2025-01-27,North,Premium,3231.54940374824
403,2025-01-27,North,Premium,3436.1678022857113
404,2025-01-27,North,Premium,3122.5761604775676
405,2025-01-27,North,Premium,3227.7027701464904
406,2025-01-27,South,Budget,2908.3834764626686
407,2025-01-27,South,Premium,4627.799940735037
408,2025-01-27,South,Budget,3153.9714575998064
409,2025-01-27,North,Budget,2665.5505431505917
410,2025-01-27,North,Budget,2799.605706496688
411,2025-01-27,North,Premium,3215.290564580606
412,2025-01-27,West,Premium,3411.1758840708903
413,2025-01-27,North,Budget,2753.9773180784705
414,2025-01-27,South,Budget,3166.252998932198
415,2025-01-27,South,Budget,3066.4454683198996
416,2025-01-27,South,Budget,3069.6160350299274
417,2025-01-27,South,Budget,3075.7008212662204
418,2025-01-27,West,Premium,3313.8005744285324
419,2025-01-27,South,Premium,4541.154171185613
420,2025-01-27,South,Budget,3316.6010601395747
421,2025-01-27,West,Budget,2969.1003678166726
422,2025-01-27,South,Budget,3338.9411557373382
423,2025-01-27,South,Budget,3057.4620339189573
424,2025-01-27,North,Premium,3286.1273064433913
425,2025-01-27,South,Premium,4282.850882695045
426,2025-01-27,South,Premium,4719.63595537795
427,2025-01-27,South,Premium,4779.071244924702
428,2025-01-27,North,Premium,3412.8598635385147
429,2025-01-27,South,Budget,2966.2761251550173
430,2025-01-27,West,Budget,2819.13545913054
431,2025-01-27,North,Budget,2949.034923340523
432,2025-01-27,South,Premium,4379.123172409831
433,2025-01-27,South,Budget,3202.5497862295065
434,2025-01-27,West,Premium,3237.8690692254495
435,2025-01-27,South,Budget,2999.2179633140895
436,2025-01-27,West,Budget,2794.929978366805
437,2025-01-27,North,Budget,2631.2790584433774
438,2025-01-27,South,Budget,2927.742660025789
439,2025-01-27,North,Budget,2976.2313817476165
440,2025-01-27,South,Premium,4050.073778002436
441,2025-01-27,North,Premium,3279.904957224844
442,2025-01-27,South,Premium,4047.5085910483717
443,2025-01-27,North,Budget,2833.7299427425123
444,2025-01-27,West,Budget,3336.8566545697868
445,2025-01-27,South,Premium,4454.577855849134
446,2025-01-27,North,Premium,2986.5360512977936
447,2025-01-27,South,Budget,3142.6125095893804
448,2025-01-27,West,Budget,2933.1142634849202
449,2025-01-27,South,Premium,4429.23501815001
450,2025-01-27,West,Premium,3142.200185291678
451,2025-02-26,South,Budget,3418.244642152384
452,2025-02-26,South,Budget,3188.5663021972805
453,2025-02-26,South,Budget,3079.9361961698473
454,2025-02-26,North,Budget,3076.078447899357
455,2025-02-26,North,Budget,2800.133735836151
456,2025-02-26,North,Premium,3138.3279649844544
457,2025-02-26,South,Premium,3807.925313599152
458,2025-02-26,West,Premium,3408.757517449577
459,2025-02-26,West,Premium,3011.841796840252
460,2025-02-26,South,Budget,3144.1568138371854
461,2025-02-26,West,Premium,3583.517103551753
462,2025-02-26,West,Premium,3340.211396344161
463,2025-02-26,West,Budget,2458.672901179419
464,2025-02-26,North,Budget,2694.5847255559434
465,2025-02-26,North,Budget,2727.940556449244
466,2025-02-26,South,Budget,3587.3098947936487
467,2025-02-26,South,Budget,3107.7714656129847
468,2025-02-26,North,Premium,3532.7766363396345
469,2025-02-26,North,Premium,3774.0355821393537
470,2025-02-26,South,Budget,2591.09327304108
471,2025-02-26,South,Budget,3151.510369525206
472,2025-02-26,South,Premium,4265.667783272979
473,2025-02-26,South,Budget,3331.5898022246
474,2025-02-26,West,Budget,2678.0127496975183
475,2025-02-26,West,Premium,3300.966229695992
476,2025-02-26,South,Premium,4144.719921913946
477,2025-02-26,North,Budget,2625.3823020483183
478,2025-02-26,West,Premium,2813.1830924029864
479,2025-02-26,South,Budget,3410.217156748788
480,2025-02-26,South,Budget,3103.517917919937
481,2025-02-26,North,Budget,2829.597403176368
482,2025-02-26,North,Budget,2786.6285764281724
483,2025-02-26,West,Budget,2692.642369203644
484,2025-02-26,South,Premium,4084.9172409768125
485,2025-02-26,South,Budget,3543.6665240347747
486,2025-02-26,North,Budget,3027.6416460430833
487,2025-02-26,North,Premium,3143.2678599684564
488,2025-02-26,North,Budget,2808.2937872926873
489,2025-02-26,North,Budget,2440.719219473117
490,2025-02-26,South,Premium,3989.0191577547384
491,2025-02-26,West,Premium,3285.334667854263
492,2025-02-26,West,Premium,3095.1651337185494
493,2025-02-26,South,Premium,4551.330103168142
494,2025-02-26,North,Premium,3082.847891084251
495,2025-02-26,North,Premium,3318.403905196334
496,2025-02-26,South,Budget,3171.7573247871965
497,2025-02-26,North,Budget,2823.9697407364292
498,2025-02-26,South,Premium,4096.46596362655
499,2025-02-26,West,Premium,3437.3101274100713
500,2025-02-26,North,Budget,2854.3584708551493
501,2025-03-28,South,Premium,3803.702528545073
502,2025-03-28,North,Premium,3494.8401620505356
503,2025-03-28,North,Premium,3883.251251260791
504,2025-03-28,South,Budget,3136.1395277473393
505,2025-03-28,South,Budget,3173.0138462418395
506,2025-03-28,South,Budget,2688.2010630012314
507,2025-03-28,South,Premium,4017.137640531543
508,2025-03-28,West,Budget,3289.422756500813
509,2025-03-28,South,Budget,3101.9757957450925
510,2025-03-28,South,Budget,2654.4977611082268
511,2025-03-28,South,Budget,3031.1275826561955
512,2025-03-28,North,Premium,3163.124781150368
513,2025-03-28,West,Budget,3123.656791358596
514,2025-03-28,South,Budget,3032.744958942215
515,2025-03-28,South,Premium,3871.76895303471
516,2025-03-28,North,Premium,3397.608298779976
517,2025-03-28,North,Budget,2779.545094202588
518,2025-03-28,South,Premium,4678.35034482838
519,2025-03-28,South,Premium,4174.938736479947
520,2025-03-28,North,Budget,2851.7801792842342
521,2025-03-28,South,Premium,3943.1751946137274
522,2025-03-28,West,Premium,3338.4163309746295
523,2025-03-28,North,Premium,3418.08190578642
524,2025-03-28,West,Budget,2689.758609751429
525,2025-03-28,North,Budget,2788.2784675515586
526,2025-03-28,North,Premium,3313.2527416881403
527,2025-03-28,North,Budget,2562.947474089783
528,2025-03-28,South,Budget,3300.165818448482
529,2025-03-28,North,Budget,2595.985718437772
530,2025-03-28,South,Budget,3378.594155667594
531,2025-03-28,West,Premium,3225.016184730155
532,2025-03-28,West,Premium,2924.1349188747395
533,2025-03-28,North,Budget,2171.129576166754
534,2025-03-28,South,Premium,4309.508627788791
535,2025-03-28,South,Budget,3165.001046854386
536,2025-03-28,South,Premium,4209.372730669863
537,2025-03-28,West,Premium,3157.8167553724306
538,2025-03-28,North,Premium,3576.451177165389
539,2025-03-28,West,Budget,2799.0977571302915
540,2025-03-28,North,Premium,3401.8124310699204
541,2025-03-28,South,Budget,3133.290238918008
542,2025-03-28,South,Premium,4393.782258756637
543,2025-03-28,North,Budget,2782.0533975574863
544,2025-03-28,South,Premium,4120.135160301201
545,2025-03-28,South,Premium,4127.644725655496
546,2025-03-28,South,Premium,4531.005055296121
547,2025-03-28,South,Budget,3322.332561867213
548,2025-03-28,South,Premium,4166.471864179413
549,2025-03-28,North,Premium,3230.997796110917
550,2025-03-28,North,Budget,2239.42875111913
551,2025-04-27,West,Budget,3082.918664373291
552,2025-04-27,South,Budget,2589.185398377015
553,2025-04-27,North,Premium,3700.3209417219828
554,2025-04-27,South,Budget,3171.6102654097726
555,2025-04-27,West,Budget,2878.9771195574467
556,2025-04-27,West,Premium,2969.8936202193427
557,2025-04-27,North,Budget,2689.8182225452642
558,2025-04-27,South,Budget,2931.744799995377
559,2025-04-27,North,Premium,3856.6368986730413
560,2025-04-27,North,Premium,3471.7004779911886
561,2025-04-27,North,Budget,2771.4704930952125
562,2025-04-27,South,Premium,4114.083021486549
563,2025-04-27,West,Budget,3220.5721813760547
564,2025-04-27,North,Budget,2720.3908294920398
565,2025-04-27,North,Premium,3833.463762335725
566,2025-04-27,North,Premium,3309.34164937154
567,2025-04-27,North,Premium,3431.906865539169
568,2025-04-27,North,Premium,3561.2724013499346
569,2025-04-27,West,Premium,3178.0033535384623
570,2025-04-27,North,Premium,4028.2827870412584
571,2025-04-27,West,Premium,3027.3700308018124
572,2025-04-27,North,Premium,3862.5773775124194
573,2025-04-27,South,Premium,4350.074500595195
574,2025-04-27,South,Premium,4132.553133177664
575,2025-04-27,South,Budget,3036.201682250579
576,2025-04-27,South,Budget,3220.547807497632
577,2025-04-27,South,Premium,3965.0194097043027
578,2025-04-27,South,Budget,2984.18795242802
579,2025-04-27,North,Budget,2793.9104260267663
580,2025-04-27,West,Premium,3475.88236315609
581,2025-04-27,North,Budget,2879.7106768782405
582,2025-04-27,South,Premium,3801.2421674061325
583,2025-04-27,West,Premium,3197.354533796091
584,2025-04-27,North,Premium,3495.439106409502
585,2025-04-27,South,Budget,3251.508698869584
586,2025-04-27,North,Budget,2952.058882975388
587,2025-04-27,South,Budget,3094.297810853624
588,2025-04-27,South,Premium,4204.51117662099
589,2025-04-27,South,Budget,3208.7946831303966
590,2025-04-27,West,Budget,3260.685964463581
591,2025-04-27,West,Premium,3068.392079970647
592,2025-04-27,North,Premium,3528.5439163056935
593,2025-04-27,West,Premium,3003.5977127761967
594,2025-04-27,West,Premium,3228.040079928716
595,2025-04-27,South,Premium,4261.434643595455
