wafer_id,station,param_name,value,timestamp
W233,deposition,uniformity_pct,97.6427,2026-06-01 08:28:31.686149603
W060,implant,tilt_deg,6.8337,2026-06-01 09:48:14.530792500
W269,litho,cd_nm,89.6311,2026-06-01 08:00:00.000000000
W212,etch,time_sec,60.8257,2026-06-01 08:10:23.004490669
W032,deposition,thickness_nm,99.4146,2026-06-01 08:32:35.369741349
W295,litho,cd_nm,87.606,2026-06-01 08:00:00.000000000
W285,implant,energy_kev,50.7469,2026-06-01 09:45:17.785500729
W243,etch,rate_nm_min,54.8461,2026-06-01 08:14:20.349856230
W107,final_test,pct,70.7032,2026-06-01 09:58:42.212435442
W125,litho,focus_um,0.091,2026-06-01 08:00:00.000000000
W276,litho,dose_mj,29.3318,2026-06-01 08:00:00.000000000
W244,implant,tilt_deg,7.1261,2026-06-01 09:13:41.059907305
W014,etch,time_sec,58.4745,2026-06-01 08:14:36.280563711
W030,deposition,temp_c,400.2513,2026-06-01 08:58:46.171758049
W174,implant,energy_kev,49.0708,2026-06-01 09:41:17.793172866
W229,final_test,speed_mhz,808.1301,2026-06-01 11:03:14.363086983
W063,final_test,speed_mhz,807.2829,2026-06-01 09:54:55.102627575
W136,deposition,thickness_nm,99.775,2026-06-01 08:47:59.277563672
W170,deposition,temp_c,400.234,2026-06-01 08:45:25.037866659
W237,etch,rate_nm_min,49.1293,2026-06-01 08:12:55.116184938
W049,litho,cd_nm,91.2095,2026-06-01 08:00:00.000000000
W080,implant,tilt_deg,7.0369,2026-06-01 09:53:32.178027247
W217,implant,energy_kev,51.2523,2026-06-01 09:44:53.305063898
W201,final_test,pct,97.5208,2026-06-01 10:33:49.018109525
W123,final_test,speed_mhz,808.42,2026-06-01 10:32:09.961103437
W212,final_test,leakage_na,1.0008,2026-06-01 11:11:02.231237441
W246,deposition,uniformity_pct,95.0624,2026-06-01 08:57:57.710208978
W017,final_test,pct,96.2161,2026-06-01 10:57:55.280723655
W011,deposition,uniformity_pct,96.1778,2026-06-01 08:36:53.328231390
W020,litho,dose_mj,29.1523,2026-06-01 08:00:00.000000000
W104,final_test,leakage_na,1.3846,2026-06-01 10:35:09.329748270
W098,litho,focus_um,-0.0309,2026-06-01 08:00:00.000000000
W287,litho,focus_um,-0.0908,2026-06-01 08:00:00.000000000
W275,etch,rate_nm_min,52.1337,2026-06-01 08:06:52.852704760
W091,final_test,pct,97.0291,2026-06-01 09:52:55.486331292
W137,litho,dose_mj,29.9437,2026-06-01 08:00:00.000000000
W002,deposition,temp_c,398.7722,2026-06-01 08:55:58.949327450
W179,deposition,uniformity_pct,95.9505,2026-06-01 09:01:39.436028950
W047,etch,rate_nm_min,53.421,2026-06-01 08:09:33.369345997
W028,implant,energy_kev,48.768,2026-06-01 09:44:59.861595300
W252,litho,cd_nm,79.1077,2026-06-01 08:00:00.000000000
W020,final_test,leakage_na,0.8328,2026-06-01 10:06:07.681507305
W266,litho,dose_mj,30.2256,2026-06-01 08:00:00.000000000
W254,deposition,uniformity_pct,94.6426,2026-06-01 09:05:48.821264187
W132,litho,dose_mj,30.4416,2026-06-01 08:00:00.000000000
W054,final_test,pct,93.3755,2026-06-01 10:48:49.971280467
W173,etch,rate_nm_min,48.5004,2026-06-01 08:12:29.961508896
W052,implant,tilt_deg,7.1968,2026-06-01 09:47:52.798395983
W219,litho,cd_nm,81.4509,2026-06-01 08:00:00.000000000
W029,implant,dose_e14,4.8029,2026-06-01 10:05:27.017633118
W178,litho,cd_nm,81.0868,2026-06-01 08:00:00.000000000
W219,etch,pressure_torr,5.0319,2026-06-01 08:08:11.672293104
W176,deposition,temp_c,401.4005,2026-06-01 08:46:07.737700029
W022,deposition,uniformity_pct,94.1097,2026-06-01 08:47:58.573652347
W126,etch,rate_nm_min,50.8216,2026-06-01 08:08:53.551758446
W108,etch,time_sec,58.9131,2026-06-01 08:05:32.021460101
W115,deposition,temp_c,401.9774,2026-06-01 08:43:09.690181949
W051,final_test,speed_mhz,760.3655,2026-06-01 09:53:44.342058405
W129,etch,time_sec,61.556,2026-06-01 08:10:13.626699044
W150,deposition,uniformity_pct,98.3818,2026-06-01 09:19:38.196482279
W098,deposition,thickness_nm,98.2432,2026-06-01 09:19:03.312309374
W259,implant,dose_e14,5.0235,2026-06-01 09:44:50.471553728
W090,implant,dose_e14,5.0427,2026-06-01 09:14:36.673615542
W204,etch,time_sec,61.4062,2026-06-01 08:11:58.077690714
W289,etch,time_sec,58.5766,2026-06-01 08:05:11.998093673
W092,implant,energy_kev,51.4184,2026-06-01 10:05:36.599525692
W105,etch,rate_nm_min,48.5758,2026-06-01 08:09:26.063928552
W045,deposition,temp_c,399.741,2026-06-01 08:25:35.259076917
W293,final_test,speed_mhz,760.1873,2026-06-01 09:51:32.282813735
W152,etch,time_sec,60.0789,2026-06-01 08:05:18.898433709
W179,final_test,leakage_na,1.1193,2026-06-01 10:38:52.865847481
W168,litho,cd_nm,91.1201,2026-06-01 08:00:00.000000000
W135,final_test,pct,69.7746,2026-06-01 10:18:20.710438059
W176,etch,pressure_torr,4.9024,2026-06-01 08:10:30.685225384
W275,implant,energy_kev,49.3758,2026-06-01 08:58:43.935707529
W148,etch,pressure_torr,4.9195,2026-06-01 08:13:41.586421519
W220,litho,cd_nm,87.1717,2026-06-01 08:00:00.000000000
W130,deposition,thickness_nm,98.8503,2026-06-01 08:37:41.905106086
W176,deposition,thickness_nm,100.2974,2026-06-01 08:46:07.737700029
W264,implant,tilt_deg,7.1131,2026-06-01 09:41:44.625203447
W089,litho,focus_um,-0.1439,2026-06-01 08:00:00.000000000
W208,deposition,temp_c,398.3371,2026-06-01 08:47:17.354406422
W237,etch,time_sec,61.5511,2026-06-01 08:12:55.116184938
W119,final_test,pct,71.5759,2026-06-01 09:58:53.695503138
W073,implant,energy_kev,50.7083,2026-06-01 09:19:18.342005947
W104,deposition,thickness_nm,99.9085,2026-06-01 09:08:52.810969063
W149,final_test,leakage_na,1.4177,2026-06-01 10:31:07.787023303
W295,implant,dose_e14,5.1717,2026-06-01 09:52:38.452828252
W212,implant,dose_e14,4.9194,2026-06-01 10:01:28.110458181
W298,deposition,uniformity_pct,94.6636,2026-06-01 08:46:25.925444834
W206,final_test,speed_mhz,754.9014,2026-06-01 09:54:07.892613765
W140,deposition,thickness_nm,100.0485,2026-06-01 08:43:14.969312236
W032,final_test,leakage_na,0.7881,2026-06-01 09:55:50.726282281
W177,implant,tilt_deg,7.0992,2026-06-01 09:39:32.530015674
W182,deposition,uniformity_pct,94.0786,2026-06-01 09:14:37.868594898
W153,etch,pressure_torr,4.8185,2026-06-01 08:06:29.430462674
W115,implant,energy_kev,49.1507,2026-06-01 09:41:26.934811780
W278,deposition,temp_c,399.1261,2026-06-01 09:03:11.000311123
W286,final_test,speed_mhz,765.0372,2026-06-01 10:29:54.997219312
W182,implant,tilt_deg,6.8009,2026-06-01 10:07:44.173094921
W263,etch,time_sec,61.4335,2026-06-01 08:09:33.416933934
W167,etch,rate_nm_min,46.782,2026-06-01 08:08:34.917416360
W048,litho,cd_nm,91.0713,2026-06-01 08:00:00.000000000
W004,deposition,thickness_nm,100.35,2026-06-01 08:26:45.529250236
W047,litho,focus_um,-0.0998,2026-06-01 08:00:00.000000000
W239,litho,dose_mj,31.0158,2026-06-01 08:00:00.000000000
W131,litho,dose_mj,31.3967,2026-06-01 08:00:00.000000000
W267,final_test,speed_mhz,802.0865,2026-06-01 09:44:06.177993174
W062,litho,cd_nm,91.1212,2026-06-01 08:00:00.000000000
W171,litho,cd_nm,81.5584,2026-06-01 08:00:00.000000000
W002,implant,tilt_deg,6.9554,2026-06-01 10:02:01.400398347
W229,etch,pressure_torr,4.8114,2026-06-01 08:13:27.604151756
W238,etch,rate_nm_min,52.3154,2026-06-01 08:07:38.198123981
W172,final_test,speed_mhz,808.6019,2026-06-01 10:28:10.881760595
W230,deposition,uniformity_pct,98.889,2026-06-01 09:03:32.017263027
W020,final_test,pct,95.1396,2026-06-01 10:06:07.681507305
W020,implant,tilt_deg,7.0393,2026-06-01 09:00:48.366649217
W193,litho,focus_um,0.0448,2026-06-01 08:00:00.000000000
W286,final_test,pct,70.5223,2026-06-01 10:29:54.997219312
W142,deposition,temp_c,400.4113,2026-06-01 09:12:06.956645427
W009,final_test,pct,97.4776,2026-06-01 11:13:20.959727250
W289,litho,cd_nm,90.8249,2026-06-01 08:00:00.000000000
W261,litho,cd_nm,88.4836,2026-06-01 08:00:00.000000000
W071,litho,focus_um,0.0399,2026-06-01 08:00:00.000000000
W060,deposition,temp_c,401.869,2026-06-01 08:58:11.565581484
W233,etch,pressure_torr,5.1033,2026-06-01 08:05:55.904444672
W030,etch,rate_nm_min,48.1666,2026-06-01 08:11:43.555465294
W146,deposition,temp_c,401.8373,2026-06-01 08:43:38.984951871
W173,final_test,pct,96.2147,2026-06-01 10:27:50.637029988
W019,etch,time_sec,60.191,2026-06-01 08:05:32.221088007
W031,final_test,leakage_na,0.5482,2026-06-01 10:25:10.086690475
W141,etch,rate_nm_min,52.5933,2026-06-01 08:05:22.998817763
W091,litho,focus_um,-0.0198,2026-06-01 08:00:00.000000000
W108,implant,dose_e14,5.1982,2026-06-01 09:00:15.073211374
W009,final_test,speed_mhz,819.8626,2026-06-01 11:13:20.959727250
W284,implant,dose_e14,4.8166,2026-06-01 10:11:50.540892971
W105,etch,time_sec,58.2443,2026-06-01 08:09:26.063928552
W227,final_test,leakage_na,1.0329,2026-06-01 10:51:42.066435847
W265,etch,pressure_torr,5.1212,2026-06-01 08:12:52.475941748
W095,implant,dose_e14,4.8415,2026-06-01 08:51:57.243515268
W002,litho,dose_mj,31.9843,2026-06-01 08:00:00.000000000
W251,litho,focus_um,-0.0109,2026-06-01 08:00:00.000000000
W246,etch,time_sec,58.2593,2026-06-01 08:12:28.046867441
W161,implant,dose_e14,5.0271,2026-06-01 09:23:23.816812830
W093,final_test,pct,71.7683,2026-06-01 10:34:32.805608226
W300,deposition,temp_c,398.0115,2026-06-01 08:37:54.768668016
W046,litho,dose_mj,28.0193,2026-06-01 08:00:00.000000000
W067,etch,time_sec,59.6318,2026-06-01 08:07:25.276468731
W276,deposition,temp_c,401.1938,2026-06-01 08:49:45.615784169
W074,deposition,temp_c,398.0293,2026-06-01 08:59:21.892156261
W078,etch,rate_nm_min,45.4184,2026-06-01 08:12:12.565882963
W279,etch,pressure_torr,4.9612,2026-06-01 08:07:09.127367859
W237,litho,dose_mj,30.816,2026-06-01 08:00:00.000000000
W244,deposition,temp_c,401.6763,2026-06-01 08:38:08.151403985
W274,final_test,leakage_na,0.933,2026-06-01 10:47:27.486920878
W092,litho,focus_um,-0.0564,2026-06-01 08:00:00.000000000
W191,etch,pressure_torr,5.0523,2026-06-01 08:12:08.428063770
W163,litho,dose_mj,31.8279,2026-06-01 08:00:00.000000000
W100,deposition,thickness_nm,99.2023,2026-06-01 08:45:09.168064155
W058,litho,focus_um,-0.021,2026-06-01 08:00:00.000000000
W055,litho,focus_um,0.0246,2026-06-01 08:00:00.000000000
W106,etch,pressure_torr,5.0295,2026-06-01 08:05:44.869680568
W016,final_test,leakage_na,1.2363,2026-06-01 10:34:33.309551884
W038,deposition,thickness_nm,99.0437,2026-06-01 08:46:44.796317394
W245,implant,dose_e14,4.9838,2026-06-01 09:32:26.149832624
W083,final_test,pct,96.8695,2026-06-01 09:59:30.929100335
W270,deposition,uniformity_pct,98.9492,2026-06-01 09:00:36.949323323
W232,implant,energy_kev,49.4285,2026-06-01 09:35:44.681851811
W280,etch,pressure_torr,5.0851,2026-06-01 08:07:04.381551217
W154,deposition,thickness_nm,99.1398,2026-06-01 08:53:45.728775666
W280,litho,dose_mj,29.0028,2026-06-01 08:00:00.000000000
W094,deposition,uniformity_pct,98.9807,2026-06-01 08:41:33.949367977
W166,final_test,pct,92.3363,2026-06-01 10:54:32.191689060
W103,litho,dose_mj,29.8604,2026-06-01 08:00:00.000000000
W097,etch,time_sec,60.5646,2026-06-01 08:09:30.035731720
W262,litho,cd_nm,87.434,2026-06-01 08:00:00.000000000
W159,deposition,temp_c,400.42,2026-06-01 08:41:46.044975153
W117,deposition,uniformity_pct,97.4997,2026-06-01 08:56:01.729705283
W256,etch,rate_nm_min,48.3213,2026-06-01 08:07:07.761864437
W243,litho,dose_mj,29.2201,2026-06-01 08:00:00.000000000
W275,litho,dose_mj,28.8122,2026-06-01 08:00:00.000000000
W169,etch,pressure_torr,5.1182,2026-06-01 08:13:05.190715965
W077,implant,dose_e14,5.1465,2026-06-01 10:17:02.186251189
W070,implant,dose_e14,5.1352,2026-06-01 09:37:09.063942906
W281,etch,time_sec,59.0376,2026-06-01 08:11:32.232738677
W007,etch,rate_nm_min,48.6537,2026-06-01 08:10:48.988918273
W152,implant,tilt_deg,6.9858,2026-06-01 09:06:53.251257277
W034,implant,energy_kev,48.4663,2026-06-01 09:13:41.926521834
W120,litho,focus_um,-0.0583,2026-06-01 08:00:00.000000000
W045,implant,energy_kev,49.5463,2026-06-01 09:33:39.714048155
W172,etch,time_sec,59.1353,2026-06-01 08:06:34.043910136
W104,etch,pressure_torr,5.1551,2026-06-01 08:08:56.649543722
W299,deposition,uniformity_pct,98.7635,2026-06-01 09:15:00.277463767
W272,litho,cd_nm,88.5921,2026-06-01 08:00:00.000000000
W204,final_test,leakage_na,0.7185,2026-06-01 10:01:24.504608548
W298,litho,dose_mj,31.1084,2026-06-01 08:00:00.000000000
W108,deposition,uniformity_pct,96.02,2026-06-01 08:27:09.207100670
W003,etch,rate_nm_min,45.7715,2026-06-01 08:13:20.368650116
W238,etch,time_sec,60.1165,2026-06-01 08:07:38.198123981
W213,litho,dose_mj,28.7106,2026-06-01 08:00:00.000000000
W040,implant,dose_e14,4.8283,2026-06-01 09:36:48.600126430
W008,etch,time_sec,60.3787,2026-06-01 08:06:41.594463746
W217,deposition,uniformity_pct,95.995,2026-06-01 08:51:52.587804358
W286,etch,rate_nm_min,48.3325,2026-06-01 08:11:47.458789066
W157,deposition,uniformity_pct,95.4629,2026-06-01 09:24:41.755339160
W012,final_test,speed_mhz,814.8725,2026-06-01 10:01:43.880039974
W257,etch,time_sec,60.0982,2026-06-01 08:11:05.998167632
W215,litho,focus_um,0.1322,2026-06-01 08:00:00.000000000
W263,final_test,speed_mhz,761.3407,2026-06-01 10:01:41.238289948
W231,implant,energy_kev,48.786,2026-06-01 09:36:48.108677461
W160,deposition,uniformity_pct,97.4521,2026-06-01 09:01:46.490207630
W039,final_test,speed_mhz,807.2397,2026-06-01 10:06:29.071080110
W193,final_test,speed_mhz,761.831,2026-06-01 09:35:03.915426704
W172,deposition,uniformity_pct,94.5346,2026-06-01 08:37:27.777214329
W223,deposition,uniformity_pct,94.0896,2026-06-01 09:08:39.676044768
W211,etch,pressure_torr,5.1958,2026-06-01 08:09:22.559387487
W289,litho,dose_mj,31.9536,2026-06-01 08:00:00.000000000
W009,litho,cd_nm,87.4596,2026-06-01 08:00:00.000000000
W275,final_test,pct,94.1826,2026-06-01 09:42:18.698056141
W222,etch,rate_nm_min,53.3454,2026-06-01 08:10:39.342529188
W146,etch,rate_nm_min,51.7229,2026-06-01 08:08:19.605849079
W146,litho,dose_mj,29.4061,2026-06-01 08:00:00.000000000
W075,deposition,uniformity_pct,97.3627,2026-06-01 08:54:50.001786198
W184,deposition,temp_c,401.9587,2026-06-01 09:17:27.230385851
W266,deposition,thickness_nm,100.8342,2026-06-01 09:06:11.516513956
W103,implant,dose_e14,5.0318,2026-06-01 10:20:32.584456298
W075,deposition,thickness_nm,101.8994,2026-06-01 08:54:50.001786198
W245,litho,cd_nm,87.1957,2026-06-01 08:00:00.000000000
W257,etch,pressure_torr,5.1351,2026-06-01 08:11:05.998167632
W217,deposition,temp_c,400.2015,2026-06-01 08:51:52.587804358
W266,litho,cd_nm,91.9323,2026-06-01 08:00:00.000000000
W067,deposition,thickness_nm,99.8476,2026-06-01 08:48:44.485133227
W165,final_test,speed_mhz,752.0013,2026-06-01 10:37:21.177636276
W010,implant,dose_e14,4.8361,2026-06-01 09:07:15.873300109
W021,deposition,temp_c,400.429,2026-06-01 08:42:53.592589038
W012,implant,energy_kev,48.9386,2026-06-01 09:31:06.111193963
W122,final_test,speed_mhz,809.2336,2026-06-01 09:52:14.889853806
W167,etch,time_sec,60.3724,2026-06-01 08:08:34.917416360
W004,litho,cd_nm,87.3831,2026-06-01 08:00:00.000000000
W223,etch,time_sec,58.975,2026-06-01 08:05:30.185698196
W300,implant,tilt_deg,7.0743,2026-06-01 09:12:48.627108713
W188,final_test,pct,93.6639,2026-06-01 10:23:28.717198897
W184,final_test,leakage_na,1.0616,2026-06-01 10:54:40.437983404
W037,etch,time_sec,60.787,2026-06-01 08:14:37.264026198
W042,deposition,thickness_nm,101.9474,2026-06-01 08:35:04.649990424
W296,etch,rate_nm_min,52.8947,2026-06-01 08:12:12.824216952
W271,deposition,thickness_nm,99.569,2026-06-01 08:53:01.266926025
W058,deposition,uniformity_pct,96.7949,2026-06-01 08:40:34.493222302
W022,litho,cd_nm,92.9997,2026-06-01 08:00:00.000000000
W252,etch,rate_nm_min,54.4042,2026-06-01 08:13:00.098463211
W126,litho,dose_mj,30.5226,2026-06-01 08:00:00.000000000
W230,etch,time_sec,61.6152,2026-06-01 08:05:31.956182989
W010,final_test,speed_mhz,809.461,2026-06-01 09:57:39.691954842
W223,implant,dose_e14,4.8557,2026-06-01 10:06:55.416608970
W060,final_test,pct,96.6248,2026-06-01 10:30:17.589872125
W249,deposition,uniformity_pct,97.9467,2026-06-01 08:52:38.974642223
W138,deposition,temp_c,401.1319,2026-06-01 08:43:24.053544717
W217,final_test,leakage_na,0.7268,2026-06-01 10:06:03.186597171
W102,deposition,uniformity_pct,98.0248,2026-06-01 08:46:31.568485165
W185,etch,rate_nm_min,49.3616,2026-06-01 08:11:51.619822508
W064,litho,cd_nm,88.505,2026-06-01 08:00:00.000000000
W173,final_test,speed_mhz,811.5367,2026-06-01 10:27:50.637029988
W080,litho,focus_um,-0.1429,2026-06-01 08:00:00.000000000
W253,litho,dose_mj,31.8199,2026-06-01 08:00:00.000000000
W069,litho,cd_nm,92.5567,2026-06-01 08:00:00.000000000
W109,deposition,thickness_nm,101.4831,2026-06-01 09:10:03.229665030
W294,deposition,uniformity_pct,96.697,2026-06-01 08:51:48.353291396
W264,final_test,leakage_na,0.6638,2026-06-01 10:48:02.080830038
W163,implant,tilt_deg,6.8985,2026-06-01 09:59:55.660194433
W225,litho,focus_um,0.0857,2026-06-01 08:00:00.000000000
W177,etch,rate_nm_min,51.0382,2026-06-01 08:11:17.134686306
W197,implant,dose_e14,4.8102,2026-06-01 09:55:12.771222423
W053,deposition,uniformity_pct,98.4536,2026-06-01 08:37:47.702009422
W002,etch,time_sec,58.5448,2026-06-01 08:07:52.079012141
W055,litho,cd_nm,92.5175,2026-06-01 08:00:00.000000000
W203,implant,dose_e14,5.1182,2026-06-01 08:57:52.166051816
W036,final_test,leakage_na,0.8913,2026-06-01 11:01:32.932730781
W184,deposition,thickness_nm,100.9678,2026-06-01 09:17:27.230385851
W244,final_test,pct,92.5768,2026-06-01 10:02:46.515031635
W064,etch,time_sec,61.9221,2026-06-01 08:14:23.582589493
W059,litho,focus_um,0.0516,2026-06-01 08:00:00.000000000
W092,etch,pressure_torr,4.9951,2026-06-01 08:08:26.708286576
W229,implant,tilt_deg,7.0649,2026-06-01 10:03:30.621743210
W033,deposition,thickness_nm,100.6377,2026-06-01 09:06:26.064758216
W105,final_test,pct,96.8567,2026-06-01 10:11:57.305623526
W210,etch,rate_nm_min,52.2425,2026-06-01 08:12:28.068509539
W020,etch,pressure_torr,4.8653,2026-06-01 08:06:04.391778085
W222,final_test,leakage_na,0.7083,2026-06-01 10:04:56.503318103
W175,implant,dose_e14,4.9424,2026-06-01 10:01:46.657490813
W005,implant,energy_kev,51.3319,2026-06-01 09:03:40.415338325
W227,final_test,speed_mhz,807.2574,2026-06-01 10:51:42.066435847
W283,implant,energy_kev,49.5837,2026-06-01 09:31:16.365629116
W157,implant,tilt_deg,7.0115,2026-06-01 10:17:44.202265617
W054,etch,rate_nm_min,51.1535,2026-06-01 08:14:12.153187971
W108,etch,pressure_torr,4.8943,2026-06-01 08:05:32.021460101
W060,etch,time_sec,60.0866,2026-06-01 08:09:46.645371759
W127,deposition,uniformity_pct,97.0981,2026-06-01 08:57:43.144756036
W237,final_test,speed_mhz,761.4206,2026-06-01 10:07:48.672796472
W192,litho,cd_nm,88.4841,2026-06-01 08:00:00.000000000
W238,litho,dose_mj,28.7555,2026-06-01 08:00:00.000000000
W048,final_test,leakage_na,0.7917,2026-06-01 10:31:07.183233301
W206,etch,rate_nm_min,51.9667,2026-06-01 08:07:48.196433757
W005,litho,focus_um,-0.0561,2026-06-01 08:00:00.000000000
W246,deposition,temp_c,400.5879,2026-06-01 08:57:57.710208978
W107,etch,pressure_torr,5.1829,2026-06-01 08:07:50.613419067
W087,etch,rate_nm_min,50.513,2026-06-01 08:08:00.728419822
W022,etch,rate_nm_min,54.7134,2026-06-01 08:06:09.993892112
W173,etch,time_sec,58.8041,2026-06-01 08:12:29.961508896
W184,etch,pressure_torr,5.0377,2026-06-01 08:14:40.433259570
W146,deposition,uniformity_pct,95.694,2026-06-01 08:43:38.984951871
W054,etch,pressure_torr,4.8062,2026-06-01 08:14:12.153187971
W258,litho,cd_nm,92.5888,2026-06-01 08:00:00.000000000
W061,deposition,uniformity_pct,97.3312,2026-06-01 08:30:24.434827343
W155,deposition,temp_c,399.3941,2026-06-01 09:09:45.345027561
W015,etch,time_sec,58.0367,2026-06-01 08:07:08.863014069
W089,etch,rate_nm_min,50.8001,2026-06-01 08:07:05.027397556
W094,implant,tilt_deg,6.8012,2026-06-01 09:31:06.435629119
W293,final_test,pct,71.4517,2026-06-01 09:51:32.282813735
W202,litho,cd_nm,80.2621,2026-06-01 08:00:00.000000000
W028,implant,dose_e14,5.0675,2026-06-01 09:44:59.861595300
W219,etch,rate_nm_min,45.5725,2026-06-01 08:08:11.672293104
W160,etch,pressure_torr,4.9024,2026-06-01 08:14:55.306155726
W014,litho,focus_um,-0.1398,2026-06-01 08:00:00.000000000
W202,implant,tilt_deg,6.8203,2026-06-01 09:03:45.150665208
W240,litho,focus_um,-0.0218,2026-06-01 08:00:00.000000000
W193,final_test,leakage_na,0.8117,2026-06-01 09:35:03.915426704
W160,litho,dose_mj,31.1187,2026-06-01 08:00:00.000000000
W146,implant,dose_e14,4.8827,2026-06-01 09:50:31.592440095
W134,implant,energy_kev,49.314,2026-06-01 09:22:57.414709938
W115,final_test,leakage_na,0.8371,2026-06-01 10:54:53.710749157
W249,implant,dose_e14,4.8008,2026-06-01 09:32:38.592340629
W093,final_test,leakage_na,1.0781,2026-06-01 10:34:32.805608226
W231,litho,dose_mj,28.9898,2026-06-01 08:00:00.000000000
W236,etch,rate_nm_min,50.6658,2026-06-01 08:14:31.430564468
W007,deposition,thickness_nm,99.9167,2026-06-01 09:19:10.131365596
W010,etch,time_sec,58.1291,2026-06-01 08:09:40.002767145
W079,etch,rate_nm_min,49.9731,2026-06-01 08:12:31.968670708
W278,litho,dose_mj,30.2521,2026-06-01 08:00:00.000000000
W149,etch,pressure_torr,5.0855,2026-06-01 08:08:12.075382192
W087,litho,dose_mj,31.7935,2026-06-01 08:00:00.000000000
W258,implant,dose_e14,4.8742,2026-06-01 10:03:05.063998800
W071,implant,tilt_deg,7.075,2026-06-01 10:00:38.835875715
W051,litho,focus_um,-0.1463,2026-06-01 08:00:00.000000000
W169,implant,energy_kev,50.8058,2026-06-01 09:36:15.195895454
W155,implant,energy_kev,50.8192,2026-06-01 10:09:37.618740727
W190,deposition,temp_c,399.5823,2026-06-01 09:19:27.621297375
W142,final_test,pct,93.4562,2026-06-01 11:06:33.248020547
W034,litho,dose_mj,29.2959,2026-06-01 08:00:00.000000000
W101,etch,pressure_torr,5.0326,2026-06-01 08:11:48.351465400
W272,deposition,uniformity_pct,96.1838,2026-06-01 09:02:05.853754799
W125,litho,cd_nm,77.2605,2026-06-01 08:00:00.000000000
W081,deposition,uniformity_pct,96.6632,2026-06-01 08:43:39.634153401
W215,etch,time_sec,58.8819,2026-06-01 08:06:18.122590293
W165,litho,cd_nm,76.3432,2026-06-01 08:00:00.000000000
W281,etch,pressure_torr,4.9282,2026-06-01 08:11:32.232738677
W292,final_test,pct,94.8215,2026-06-01 10:23:27.399569384
W109,etch,rate_nm_min,53.9352,2026-06-01 08:07:42.360648416
W225,litho,cd_nm,87.1548,2026-06-01 08:00:00.000000000
W011,litho,cd_nm,92.6977,2026-06-01 08:00:00.000000000
W147,litho,focus_um,0.0241,2026-06-01 08:00:00.000000000
W218,litho,focus_um,0.0614,2026-06-01 08:00:00.000000000
W094,litho,dose_mj,28.1771,2026-06-01 08:00:00.000000000
W269,etch,time_sec,60.5784,2026-06-01 08:14:13.642194507
W031,deposition,uniformity_pct,94.6965,2026-06-01 08:42:16.380799004
W263,litho,focus_um,0.0238,2026-06-01 08:00:00.000000000
W014,deposition,temp_c,399.1107,2026-06-01 09:07:16.492108711
W080,litho,dose_mj,29.8162,2026-06-01 08:00:00.000000000
W229,litho,dose_mj,30.7661,2026-06-01 08:00:00.000000000
W016,final_test,speed_mhz,814.1774,2026-06-01 10:34:33.309551884
W073,etch,time_sec,58.343,2026-06-01 08:11:00.465576361
W095,deposition,uniformity_pct,95.8733,2026-06-01 08:33:29.293832539
W267,litho,dose_mj,31.4633,2026-06-01 08:00:00.000000000
W043,final_test,pct,70.4345,2026-06-01 10:29:43.080418428
W220,etch,pressure_torr,4.8749,2026-06-01 08:07:14.599513771
W146,implant,tilt_deg,7.0416,2026-06-01 09:50:31.592440095
W208,implant,energy_kev,50.8567,2026-06-01 09:21:15.976675247
