wafer_id,station,param_name,value,timestamp
W264,implant,tilt_deg,7.0252,2026-06-01 11:38:00
W089,litho,focus_um,0.8604,2026-06-01 09:22:00
W208,deposition,temp_c,399.9063,2026-06-01 09:46:00
W237,etch,etch_time_sec,58.6059,2026-06-01 10:35:00
W119,final_test,yield_pct,96.3881,2026-06-01 13:31:00
W073,implant,energy_kev,49.8002,2026-06-01 12:48:00
W104,deposition,thickness_nm,100.7676,2026-06-01 10:51:00
W149,final_test,leakage_na,1.0665,2026-06-01 12:24:00
W295,implant,dose_e14,4.962,2026-06-01 12:18:00
W212,implant,dose_e14,4.9402,2026-06-01 11:29:00
W298,deposition,uniformity_pct,94.3154,2026-06-01 10:56:00
W206,final_test,speed_mhz,817.1181,2026-06-01 12:49:00
W140,deposition,thickness_nm,99.441,2026-06-01 10:41:00
W032,final_test,leakage_na,0.7677,2026-06-01 13:00:00
W177,implant,tilt_deg,6.9219,2026-06-01 11:31:00
W182,deposition,uniformity_pct,94.8496,2026-06-01 10:29:00
W153,etch,pressure_torr,4.9014,2026-06-01 09:49:00
W115,implant,energy_kev,51.6892,2026-06-01 11:58:00
W278,deposition,temp_c,401.4343,2026-06-01 11:11:00
W286,final_test,speed_mhz,758.0456,2026-06-01 12:14:00
W182,implant,tilt_deg,7.093,2026-06-01 11:04:00
W263,etch,etch_time_sec,58.1493,2026-06-01 10:10:00
W167,etch,etch_rate_nm_min,53.3818,2026-06-01 09:55:00
W048,litho,cd_nm,89.9934,2026-06-01 09:11:00
W004,deposition,thickness_nm,100.0769,2026-06-01 10:37:00
W047,litho,focus_um,0.8051,2026-06-01 08:53:00
W239,litho,dose_mj,28.633,2026-06-01 09:13:00
W131,litho,dose_mj,29.9144,2026-06-01 09:08:00
W267,final_test,speed_mhz,807.6132,2026-06-01 12:02:00
W062,litho,cd_nm,90.1256,2026-06-01 08:55:00
W171,litho,cd_nm,89.4835,2026-06-01 09:00:00
W002,implant,tilt_deg,7.1968,2026-06-01 12:34:00
W229,etch,pressure_torr,5.128,2026-06-01 10:51:00
W238,etch,etch_rate_nm_min,50.9366,2026-06-01 09:37:00
W172,final_test,speed_mhz,800.0423,2026-06-01 13:32:00
W230,deposition,uniformity_pct,96.8397,2026-06-01 10:30:00
W020,final_test,yield_pct,95.7711,2026-06-01 13:13:00
W020,implant,tilt_deg,6.8593,2026-06-01 12:06:00
W193,litho,focus_um,0.9924,2026-06-01 08:44:00
W286,final_test,yield_pct,68.6249,2026-06-01 12:14:00
W142,deposition,temp_c,398.4947,2026-06-01 11:24:00
W009,final_test,yield_pct,96.9692,2026-06-01 12:09:00
W289,litho,cd_nm,90.1931,2026-06-01 08:54:00
W261,litho,cd_nm,87.8299,2026-06-01 09:24:00
W071,litho,focus_um,1.0417,2026-06-01 08:32:00
W060,deposition,temp_c,401.8796,2026-06-01 10:41:00
W233,etch,pressure_torr,4.8979,2026-06-01 09:52:00
W030,etch,etch_rate_nm_min,53.1792,2026-06-01 09:50:00
W146,deposition,temp_c,399.4721,2026-06-01 11:17:00
W173,final_test,yield_pct,95.2122,2026-06-01 13:56:00
W019,etch,etch_time_sec,58.5613,2026-06-01 10:11:00
W031,final_test,leakage_na,1.2391,2026-06-01 12:53:00
W141,etch,etch_rate_nm_min,49.7469,2026-06-01 10:17:00
W091,litho,focus_um,1.126,2026-06-01 08:50:00
W108,implant,dose_e14,4.8487,2026-06-01 10:57:00
W009,final_test,speed_mhz,810.3492,2026-06-01 12:09:00
W284,implant,dose_e14,4.9527,2026-06-01 12:51:00
W105,etch,etch_time_sec,58.6138,2026-06-01 10:24:00
W227,final_test,leakage_na,1.3629,2026-06-01 12:08:00
W265,etch,pressure_torr,5.1311,2026-06-01 10:16:00
W095,implant,dose_e14,5.1927,2026-06-01 12:05:00
W002,litho,dose_mj,28.4979,2026-06-01 09:22:00
W251,litho,focus_um,1.0666,2026-06-01 08:52:00
W246,etch,etch_time_sec,58.9492,2026-06-01 10:02:00
W161,implant,dose_e14,4.9849,2026-06-01 12:03:00
W093,final_test,yield_pct,93.8365,2026-06-01 14:01:00
W300,deposition,temp_c,401.7155,2026-06-01 10:16:00
W046,litho,dose_mj,31.2889,2026-06-01 09:23:00
W067,etch,etch_time_sec,61.6182,2026-06-01 09:57:00
W276,deposition,temp_c,400.6755,2026-06-01 10:43:00
W074,deposition,temp_c,400.2561,2026-06-01 11:12:00
W078,etch,etch_rate_nm_min,47.5657,2026-06-01 09:32:00
W279,etch,pressure_torr,5.0362,2026-06-01 10:15:00
W237,litho,dose_mj,28.7151,2026-06-01 09:25:00
W244,deposition,temp_c,398.62,2026-06-01 10:45:00
W274,final_test,leakage_na,0.8135,2026-06-01 12:15:00
W092,litho,focus_um,0.8953,2026-06-01 08:49:00
W191,etch,pressure_torr,4.9541,2026-06-01 09:54:00
W163,litho,dose_mj,31.1029,2026-06-01 08:42:00
W100,deposition,thickness_nm,99.5606,2026-06-01 10:30:00
W058,litho,focus_um,1.0589,2026-06-01 09:13:00
W055,litho,focus_um,0.825,2026-06-01 09:05:00
W106,etch,pressure_torr,4.8395,2026-06-01 09:56:00
W016,final_test,leakage_na,1.2095,2026-06-01 12:31:00
W038,deposition,thickness_nm,98.2158,2026-06-01 11:05:00
W245,implant,dose_e14,4.8422,2026-06-01 12:11:00
W083,final_test,yield_pct,93.2068,2026-06-01 13:59:00
W270,deposition,uniformity_pct,95.7515,2026-06-01 10:56:00
W232,implant,energy_kev,51.3696,2026-06-01 11:30:00
W280,etch,pressure_torr,5.001,2026-06-01 09:52:00
W154,deposition,thickness_nm,100.7872,2026-06-01 10:26:00
W280,litho,dose_mj,31.7361,2026-06-01 08:47:00
W094,deposition,uniformity_pct,95.6817,2026-06-01 11:15:00
W166,final_test,yield_pct,93.1361,2026-06-01 13:19:00
W103,litho,dose_mj,28.2059,2026-06-01 08:57:00
W097,etch,etch_time_sec,58.9017,2026-06-01 10:36:00
W262,litho,cd_nm,88.6019,2026-06-01 09:07:00
W159,deposition,temp_c,400.7393,2026-06-01 10:36:00
W117,deposition,uniformity_pct,96.8508,2026-06-01 10:55:00
W256,etch,etch_rate_nm_min,45.5817,2026-06-01 09:57:00
W243,litho,dose_mj,30.0993,2026-06-01 09:09:00
W275,litho,dose_mj,29.9168,2026-06-01 09:26:00
W169,etch,pressure_torr,4.893,2026-06-01 09:38:00
W077,implant,dose_e14,4.8757,2026-06-01 12:18:00
W070,implant,dose_e14,4.8877,2026-06-01 12:22:00
W281,etch,etch_time_sec,61.4566,2026-06-01 10:14:00
W007,etch,etch_rate_nm_min,45.8194,2026-06-01 09:54:00
W152,implant,tilt_deg,6.8356,2026-06-01 11:40:00
W034,implant,energy_kev,49.8746,2026-06-01 12:33:00
W120,litho,focus_um,1.0785,2026-06-01 09:02:00
W045,implant,energy_kev,48.3236,2026-06-01 12:14:00
W172,etch,etch_time_sec,61.5624,2026-06-01 10:17:00
W104,etch,pressure_torr,4.928,2026-06-01 09:43:00
W299,deposition,uniformity_pct,94.0986,2026-06-01 11:10:00
W272,litho,cd_nm,88.6401,2026-06-01 08:38:00
W204,final_test,leakage_na,1.0182,2026-06-01 13:03:00
W298,litho,dose_mj,28.4616,2026-06-01 09:29:00
W108,deposition,uniformity_pct,97.3883,2026-06-01 10:26:00
W003,etch,etch_rate_nm_min,45.8368,2026-06-01 10:10:00
W238,etch,etch_time_sec,61.1117,2026-06-01 09:37:00
W213,litho,dose_mj,30.4962,2026-06-01 09:04:00
W040,implant,dose_e14,4.8891,2026-06-01 12:56:00
W008,etch,etch_time_sec,58.2646,2026-06-01 09:16:00
W217,deposition,uniformity_pct,97.0215,2026-06-01 10:41:00
W286,etch,etch_rate_nm_min,51.7542,2026-06-01 09:53:00
W157,deposition,uniformity_pct,94.1248,2026-06-01 10:57:00
W012,final_test,speed_mhz,758.0842,2026-06-01 13:37:00
W257,etch,etch_time_sec,60.9799,2026-06-01 09:39:00
W215,litho,focus_um,0.8528,2026-06-01 08:38:00
W263,final_test,speed_mhz,810.5861,2026-06-01 13:11:00
W231,implant,energy_kev,48.5028,2026-06-01 11:56:00
W160,deposition,uniformity_pct,96.2621,2026-06-01 09:50:00
W039,final_test,speed_mhz,810.9721,2026-06-01 12:45:00
W193,final_test,speed_mhz,802.4629,2026-06-01 13:15:00
W172,deposition,uniformity_pct,98.4059,2026-06-01 11:39:00
W223,deposition,uniformity_pct,96.635,2026-06-01 11:45:00
W211,etch,pressure_torr,5.0256,2026-06-01 10:08:00
W289,litho,dose_mj,28.6385,2026-06-01 08:54:00
W009,litho,cd_nm,90.2041,2026-06-01 09:24:00
W275,final_test,yield_pct,97.5625,2026-06-01 13:34:00
W222,etch,etch_rate_nm_min,48.0289,2026-06-01 10:16:00
W146,etch,etch_rate_nm_min,54.4229,2026-06-01 09:56:00
W146,litho,dose_mj,30.5791,2026-06-01 09:22:00
W075,deposition,uniformity_pct,94.4331,2026-06-01 11:07:00
W184,deposition,temp_c,398.3284,2026-06-01 12:13:00
W266,deposition,thickness_nm,101.3064,2026-06-01 10:13:00
W103,implant,dose_e14,5.037,2026-06-01 11:01:00
W075,deposition,thickness_nm,99.7998,2026-06-01 11:07:00
W245,litho,cd_nm,87.2781,2026-06-01 09:12:00
W257,etch,pressure_torr,4.9176,2026-06-01 09:39:00
W217,deposition,temp_c,401.4625,2026-06-01 10:41:00
W266,litho,cd_nm,87.2369,2026-06-01 08:36:00
W067,deposition,thickness_nm,98.1812,2026-06-01 10:41:00
W165,final_test,speed_mhz,811.5319,2026-06-01 13:01:00
W010,implant,dose_e14,4.9637,2026-06-01 12:08:00
W021,deposition,temp_c,400.3591,2026-06-01 11:45:00
W012,implant,energy_kev,49.8842,2026-06-01 12:10:00
W122,final_test,speed_mhz,805.6278,2026-06-01 11:58:00
W167,etch,etch_time_sec,59.5285,2026-06-01 09:55:00
W004,litho,cd_nm,92.0612,2026-06-01 09:03:00
W223,etch,etch_time_sec,60.7851,2026-06-01 10:38:00
W300,implant,tilt_deg,6.9874,2026-06-01 11:14:00
W188,final_test,yield_pct,92.5219,2026-06-01 12:31:00
W184,final_test,leakage_na,1.2934,2026-06-01 13:29:00
W037,etch,etch_time_sec,59.1351,2026-06-01 09:55:00
W042,deposition,thickness_nm,101.6408,2026-06-01 10:32:00
W296,etch,etch_rate_nm_min,50.9874,2026-06-01 10:24:00
W271,deposition,thickness_nm,100.2148,2026-06-01 11:20:00
W058,deposition,uniformity_pct,98.7371,2026-06-01 10:27:00
W022,litho,cd_nm,91.8009,2026-06-01 09:19:00
W252,etch,etch_rate_nm_min,49.7021,2026-06-01 10:38:00
W126,litho,dose_mj,30.6507,2026-06-01 08:37:00
W230,etch,etch_time_sec,61.1125,2026-06-01 09:52:00
W010,final_test,speed_mhz,818.7419,2026-06-01 12:58:00
W223,implant,dose_e14,4.9485,2026-06-01 12:57:00
W060,final_test,yield_pct,93.5711,2026-06-01 13:22:00
W249,deposition,uniformity_pct,95.2934,2026-06-01 10:11:00
W138,deposition,temp_c,400.13,2026-06-01 10:37:00
W217,final_test,leakage_na,0.7976,2026-06-01 12:03:00
W102,deposition,uniformity_pct,94.1433,2026-06-01 09:55:00
W185,etch,etch_rate_nm_min,48.4703,2026-06-01 10:40:00
W064,litho,cd_nm,85.7109,2026-06-01 09:23:00
W173,final_test,speed_mhz,805.957,2026-06-01 13:56:00
W080,litho,focus_um,1.1066,2026-06-01 08:41:00
W253,litho,dose_mj,30.5451,2026-06-01 09:09:00
W069,litho,cd_nm,92.7833,2026-06-01 09:21:00
W109,deposition,thickness_nm,101.3681,2026-06-01 10:39:00
W294,deposition,uniformity_pct,94.0355,2026-06-01 10:33:00
W264,final_test,leakage_na,0.9507,2026-06-01 12:48:00
W163,implant,tilt_deg,7.0002,2026-06-01 11:31:00
W225,litho,focus_um,0.9764,2026-06-01 09:05:00
W177,etch,etch_rate_nm_min,48.4383,2026-06-01 09:44:00
W197,implant,dose_e14,4.8533,2026-06-01 12:12:00
W053,deposition,uniformity_pct,98.5562,2026-06-01 10:53:00
W002,etch,etch_time_sec,58.4035,2026-06-01 10:28:00
W055,litho,cd_nm,92.7379,2026-06-01 09:05:00
W203,implant,dose_e14,5.0674,2026-06-01 11:51:00
W036,final_test,leakage_na,0.6756,2026-06-01 13:18:00
W184,deposition,thickness_nm,98.2913,2026-06-01 12:13:00
W244,final_test,yield_pct,95.8447,2026-06-01 12:51:00
W064,etch,etch_time_sec,60.406,2026-06-01 10:06:00
W059,litho,focus_um,1.1391,2026-06-01 08:42:00
W092,etch,pressure_torr,4.9588,2026-06-01 10:03:00
W229,implant,tilt_deg,6.9267,2026-06-01 12:09:00
W033,deposition,thickness_nm,98.671,2026-06-01 10:40:00
W105,final_test,yield_pct,93.8206,2026-06-01 12:37:00
W210,etch,etch_rate_nm_min,49.7549,2026-06-01 09:32:00
W020,etch,pressure_torr,5.1031,2026-06-01 10:23:00
W222,final_test,leakage_na,0.8551,2026-06-01 12:56:00
W175,implant,dose_e14,5.0105,2026-06-01 12:31:00
W005,implant,energy_kev,50.3266,2026-06-01 12:13:00
W227,final_test,speed_mhz,814.2828,2026-06-01 12:08:00
W283,implant,energy_kev,50.7548,2026-06-01 12:12:00
W157,implant,tilt_deg,7.0999,2026-06-01 11:58:00
W054,etch,etch_rate_nm_min,53.5594,2026-06-01 10:24:00
W108,etch,pressure_torr,4.8741,2026-06-01 09:46:00
W060,etch,etch_time_sec,59.8374,2026-06-01 09:15:00
W127,deposition,uniformity_pct,98.2277,2026-06-01 11:11:00
W237,final_test,speed_mhz,800.9993,2026-06-01 13:38:00
W192,litho,cd_nm,94.958,2026-06-01 08:30:00
W238,litho,dose_mj,28.7746,2026-06-01 08:36:00
W048,final_test,leakage_na,1.1521,2026-06-01 13:24:00
W206,etch,etch_rate_nm_min,46.2183,2026-06-01 10:16:00
W005,litho,focus_um,1.1298,2026-06-01 09:16:00
W246,deposition,temp_c,398.6133,2026-06-01 10:42:00
W107,etch,pressure_torr,5.0616,2026-06-01 09:23:00
W087,etch,etch_rate_nm_min,45.7334,2026-06-01 09:21:00
W022,etch,etch_rate_nm_min,54.451,2026-06-01 10:06:00
W173,etch,etch_time_sec,60.0956,2026-06-01 10:36:00
W184,etch,pressure_torr,4.805,2026-06-01 10:52:00
W146,deposition,uniformity_pct,94.0338,2026-06-01 11:17:00
W054,etch,pressure_torr,5.0431,2026-06-01 10:24:00
W258,litho,cd_nm,91.7887,2026-06-01 08:40:00
W061,deposition,uniformity_pct,97.3592,2026-06-01 10:57:00
W155,deposition,temp_c,398.6835,2026-06-01 10:55:00
W015,etch,etch_time_sec,61.4851,2026-06-01 10:02:00
W089,etch,etch_rate_nm_min,45.4471,2026-06-01 10:14:00
W094,implant,tilt_deg,6.8354,2026-06-01 11:58:00
W293,final_test,yield_pct,97.8298,2026-06-01 12:28:00
W202,litho,cd_nm,81.257,2026-06-01 08:45:00
W028,implant,dose_e14,5.1511,2026-06-01 11:32:00
W219,etch,etch_rate_nm_min,48.4399,2026-06-01 10:27:00
W160,etch,pressure_torr,4.8052,2026-06-01 09:07:00
W014,litho,focus_um,0.8731,2026-06-01 09:28:00
W202,implant,tilt_deg,6.9533,2026-06-01 12:30:00
W240,litho,focus_um,0.9157,2026-06-01 08:52:00
W193,final_test,leakage_na,0.6882,2026-06-01 13:15:00
W160,litho,dose_mj,28.7912,2026-06-01 08:35:00
W146,implant,dose_e14,4.9117,2026-06-01 12:44:00
W134,implant,energy_kev,48.3342,2026-06-01 11:43:00
W115,final_test,leakage_na,1.4108,2026-06-01 13:17:00
W249,implant,dose_e14,5.0383,2026-06-01 11:37:00
W093,final_test,leakage_na,0.6157,2026-06-01 14:01:00
W231,litho,dose_mj,28.1816,2026-06-01 08:50:00
W236,etch,etch_rate_nm_min,46.9054,2026-06-01 09:29:00
W007,deposition,thickness_nm,99.8359,2026-06-01 10:58:00
W010,etch,etch_time_sec,61.6169,2026-06-01 10:10:00
W079,etch,etch_rate_nm_min,47.8391,2026-06-01 10:06:00
W278,litho,dose_mj,31.4984,2026-06-01 08:44:00
W149,etch,pressure_torr,4.9386,2026-06-01 09:27:00
W087,litho,dose_mj,29.7462,2026-06-01 08:42:00
W258,implant,dose_e14,4.8935,2026-06-01 12:17:00
W071,implant,tilt_deg,7.1047,2026-06-01 12:16:00
W051,litho,focus_um,0.9172,2026-06-01 08:56:00
W169,implant,energy_kev,48.7456,2026-06-01 11:27:00
W155,implant,energy_kev,49.7928,2026-06-01 11:40:00
W190,deposition,temp_c,398.9906,2026-06-01 11:34:00
W142,final_test,yield_pct,94.8261,2026-06-01 13:56:00
W034,litho,dose_mj,30.4737,2026-06-01 09:26:00
W101,etch,pressure_torr,4.992,2026-06-01 10:04:00
W272,deposition,uniformity_pct,96.1966,2026-06-01 11:00:00
W125,litho,cd_nm,87.1724,2026-06-01 08:39:00
W081,deposition,uniformity_pct,98.9116,2026-06-01 11:17:00
W215,etch,etch_time_sec,58.0891,2026-06-01 09:10:00
W165,litho,cd_nm,85.7613,2026-06-01 08:57:00
W281,etch,pressure_torr,4.9019,2026-06-01 10:14:00
W292,final_test,yield_pct,95.3825,2026-06-01 12:33:00
W109,etch,etch_rate_nm_min,45.0249,2026-06-01 10:03:00
W225,litho,cd_nm,90.8153,2026-06-01 09:05:00
W011,litho,cd_nm,90.7767,2026-06-01 08:59:00
W147,litho,focus_um,1.1251,2026-06-01 09:02:00
W218,litho,focus_um,0.9841,2026-06-01 09:13:00
W094,litho,dose_mj,30.2216,2026-06-01 08:58:00
W269,etch,etch_time_sec,60.7352,2026-06-01 09:36:00
W031,deposition,uniformity_pct,94.1632,2026-06-01 11:07:00
W263,litho,focus_um,0.9919,2026-06-01 09:07:00
W014,deposition,temp_c,400.6783,2026-06-01 11:54:00
W080,litho,dose_mj,31.6779,2026-06-01 08:41:00
W229,litho,dose_mj,30.1356,2026-06-01 09:29:00
W016,final_test,speed_mhz,801.8806,2026-06-01 12:31:00
W073,etch,etch_time_sec,58.5226,2026-06-01 10:20:00
W095,deposition,uniformity_pct,94.4381,2026-06-01 10:48:00
W267,litho,dose_mj,28.1904,2026-06-01 08:47:00
W043,final_test,yield_pct,94.2276,2026-06-01 12:01:00
W220,etch,pressure_torr,4.8532,2026-06-01 09:54:00
W146,implant,tilt_deg,6.8348,2026-06-01 12:44:00
W208,implant,energy_kev,51.4717,2026-06-01 10:24:00
W026,litho,focus_um,0.8529,2026-06-01 09:12:00
W056,final_test,leakage_na,1.3822,2026-06-01 14:15:00
W156,etch,etch_rate_nm_min,50.5944,2026-06-01 10:04:00
W192,final_test,yield_pct,93.3085,2026-06-01 13:13:00
W277,etch,pressure_torr,5.1223,2026-06-01 09:40:00
W026,final_test,yield_pct,92.463,2026-06-01 12:38:00
W180,deposition,thickness_nm,98.1972,2026-06-01 11:02:00
W042,implant,energy_kev,48.241,2026-06-01 11:07:00
W228,etch,etch_rate_nm_min,46.5788,2026-06-01 10:11:00
W193,litho,dose_mj,28.5884,2026-06-01 08:44:00
W099,implant,energy_kev,49.5648,2026-06-01 12:03:00
W113,final_test,speed_mhz,817.779,2026-06-01 12:23:00
W157,final_test,speed_mhz,808.3682,2026-06-01 12:40:00
W025,implant,tilt_deg,7.1103,2026-06-01 12:25:00
W112,litho,cd_nm,85.0214,2026-06-01 09:28:00
W099,implant,dose_e14,4.9555,2026-06-01 12:03:00
W255,litho,cd_nm,92.5832,2026-06-01 08:42:00
W291,deposition,uniformity_pct,97.4995,2026-06-01 10:40:00
W146,etch,etch_time_sec,61.3631,2026-06-01 09:56:00
W269,deposition,uniformity_pct,95.6773,2026-06-01 10:28:00
W157,etch,pressure_torr,5.1622,2026-06-01 10:00:00
W182,final_test,leakage_na,1.2753,2026-06-01 12:19:00
W049,litho,focus_um,0.9429,2026-06-01 09:03:00
W233,deposition,temp_c,399.4737,2026-06-01 10:29:00
W070,etch,etch_rate_nm_min,50.9224,2026-06-01 10:16:00
W013,implant,tilt_deg,7.1565,2026-06-01 11:16:00
W068,etch,pressure_torr,5.088,2026-06-01 09:21:00
W065,implant,dose_e14,5.1847,2026-06-01 12:25:00
W110,implant,dose_e14,5.1381,2026-06-01 11:04:00
W261,etch,etch_rate_nm_min,47.1757,2026-06-01 10:52:00
W175,etch,pressure_torr,5.1632,2026-06-01 10:16:00
W284,litho,cd_nm,88.4747,2026-06-01 09:14:00
W241,implant,dose_e14,5.0668,2026-06-01 12:41:00
W212,deposition,uniformity_pct,94.8332,2026-06-01 10:52:00
W081,implant,energy_kev,50.1357,2026-06-01 11:52:00
W273,implant,dose_e14,5.1959,2026-06-01 11:20:00
W282,etch,etch_time_sec,60.2411,2026-06-01 10:47:00
W282,litho,dose_mj,31.7493,2026-06-01 09:18:00
W079,final_test,leakage_na,1.1074,2026-06-01 13:09:00
W005,implant,dose_e14,4.8449,2026-06-01 12:13:00
W136,implant,dose_e14,4.8984,2026-06-01 11:19:00
W082,implant,energy_kev,50.4746,2026-06-01 11:43:00
W066,etch,etch_rate_nm_min,46.6671,2026-06-01 09:17:00
