order_id,region,product_type,price,promotion,noise_index,sales_amount
176,C,X,33.84,0,45.76,45.39
177,C,X,31.41,0,42.13,54.45
178,C,X,31.53,0,42.2,51.25
179,B,X,28.98,0,39.67,61.26
180,C,X,22.46,1,52.83,65.99
181,C,X,31.5,0,70.2,46.55
182,C,X,36.11,1,42.74,41.2
183,A,Y,95.48,0,50.68,107.45
184,C,X,32.71,0,53.45,44.0
185,C,X,37.59,0,42.33,55.14
186,A,Y,97.54,0,51.06,103.24
187,A,X,34.39,0,46.51,36.6
188,A,Y,95.38,1,38.43,123.78
189,B,X,26.7,0,54.69,66.36
190,C,X,32.41,0,53.65,48.85
191,B,X,39.79,0,45.26,58.49
192,C,X,36.05,0,43.16,42.71
193,A,Y,97.29,1,41.12,122.3
194,B,X,32.77,0,68.44,50.52
195,C,X,37.7,0,53.02,42.07
196,C,X,35.76,0,49.52,36.67
197,B,Y,79.37,1,57.96,165.08
198,B,X,26.18,1,51.03,78.49
199,A,Y,103.8,0,49.44,101.26
200,C,X,33.36,0,62.75,44.79
201,B,X,27.86,1,39.66,72.72
202,C,X,28.2,0,38.92,46.87
203,A,X,23.05,0,46.52,35.36
204,A,Y,99.13,0,44.06,111.68
205,C,X,37.24,1,72.1,35.36
206,C,X,32.12,0,46.34,44.74
207,B,X,39.12,0,50.02,65.05
208,A,Y,87.51,0,25.84,119.56
209,B,X,38.37,0,46.5,43.3
210,B,X,36.42,0,46.85,51.32
211,B,X,29.54,1,38.19,69.72
212,C,X,35.13,0,41.97,40.68
213,C,Y,99.09,1,53.17,102.49
214,A,Y,83.56,0,57.38,115.35
215,B,X,21.23,0,67.72,58.98
216,C,X,16.9,1,43.83,83.31
217,C,X,28.84,0,57.38,39.96
218,C,X,24.88,0,67.64,52.94
219,C,X,30.5,0,49.95,37.19
220,B,Y,103.13,0,42.72,127.8
221,A,X,36.36,1,62.84,41.77
222,C,X,26.23,0,59.88,47.93
223,C,X,17.62,1,64.89,82.12
224,A,Y,75.3,0,52.29,102.89
225,A,Y,100.09,0,40.34,106.05
226,C,X,20.06,0,58.53,56.37
227,A,Y,103.09,0,49.5,105.07
228,A,Y,94.12,0,57.85,118.99
229,A,X,40.63,0,42.72,44.66
230,A,Y,101.1,1,50.13,101.86
231,C,X,28.06,0,40.37,37.53
232,C,X,43.28,1,61.19,31.25
233,A,Y,94.84,0,38.62,112.78
234,A,X,30.69,0,42.69,43.18
235,C,X,40.18,1,36.09,34.02
236,B,Y,78.6,0,54.02,138.08
237,C,X,33.75,0,33.4,48.16
238,B,X,26.0,0,53.43,52.19
239,A,Y,83.3,0,58.02,109.11
240,C,X,31.11,0,46.77,49.03
241,B,X,32.99,0,23.31,60.22
242,B,X,35.36,0,46.96,54.44
243,B,X,37.15,1,47.39,48.17
244,B,Y,92.81,0,29.81,125.91
245,B,Y,99.75,1,67.02,120.6
246,B,X,28.41,1,50.12,66.19
247,C,X,29.44,0,41.84,56.61
248,C,X,27.38,1,50.63,69.6
249,C,X,41.74,0,53.74,47.5
250,A,Y,100.39,0,37.62,108.25
251,A,X,31.96,0,49.06,43.88
252,A,Y,101.02,0,39.54,109.05
253,C,Y,77.77,0,62.09,120.3
254,B,X,41.9,1,46.58,47.56
255,B,X,30.01,0,53.56,52.77
256,B,X,27.85,0,56.87,65.54
257,A,X,18.49,0,53.58,40.99
258,B,X,31.04,1,56.92,67.33
259,A,Y,91.42,0,50.78,112.49
260,B,X,39.19,0,63.65,43.01
261,A,Y,101.36,0,45.25,113.79
262,C,X,33.47,1,49.71,49.38
263,A,Y,94.23,1,28.65,130.69
264,B,X,31.55,0,71.71,44.74
265,B,X,35.76,0,48.67,55.61
266,A,Y,84.17,1,67.95,142.19
267,C,X,32.39,0,53.97,45.84
268,B,X,20.95,0,62.84,65.17
269,C,X,27.12,1,51.6,63.24
270,B,Y,110.88,0,64.29,112.66
271,A,X,27.34,0,48.67,42.71
272,A,Y,104.7,0,51.97,111.22
273,B,Y,100.32,0,62.76,114.27
274,A,Y,80.26,0,58.23,121.64
275,A,Y,99.5,0,45.99,109.64
276,A,X,31.82,0,60.33,37.69
277,A,Y,84.28,0,44.32,119.14
278,A,Y,90.87,0,38.62,112.57
279,A,Y,95.47,0,53.08,109.5
280,C,X,32.01,0,41.68,47.11
281,A,Y,105.01,0,54.46,106.09
282,B,X,33.34,1,54.98,53.48
283,A,Y,85.03,0,67.14,128.63
284,A,Y,76.98,0,31.41,101.65
285,B,X,35.16,1,57.69,34.9
286,A,Y,90.49,0,56.36,124.27
287,C,X,32.27,1,45.32,45.67
288,A,Y,101.17,0,40.58,107.83
289,B,Y,95.41,1,43.51,128.23
290,C,Y,86.63,0,42.62,123.87
291,B,Y,100.05,1,63.91,134.04
292,A,Y,92.14,0,42.74,109.95
293,B,X,33.87,0,34.88,49.95
294,A,Y,103.89,1,49.69,112.18
295,B,X,34.83,0,38.43,54.88
296,C,X,31.48,0,50.57,40.24
297,A,Y,97.69,1,52.78,109.2
298,C,X,39.71,0,35.32,45.88
299,C,X,41.04,0,53.72,43.94
300,C,X,31.95,0,62.1,41.21
301,A,X,34.6,1,59.35,51.39
302,A,Y,104.3,1,59.09,83.93
303,A,Y,98.39,0,49.72,102.61
304,B,X,26.9,0,54.73,45.74
305,C,Y,82.19,0,45.88,136.09
306,B,X,39.75,1,42.76,47.7
307,A,X,39.43,0,54.74,29.92
308,C,X,38.75,0,57.65,40.54
309,B,X,36.99,0,57.22,52.05
310,A,Y,100.38,1,42.22,109.6
311,B,X,24.88,0,45.93,62.52
312,B,X,23.85,0,50.66,62.11
313,B,X,25.12,1,37.67,73.85
314,B,X,32.97,0,39.89,50.42
315,A,X,34.56,0,49.07,25.43
316,A,Y,90.79,0,33.15,118.4
317,B,X,31.77,0,42.94,51.38
318,C,Y,94.35,0,51.83,111.07
319,A,Y,89.35,0,58.16,107.78
320,C,X,29.87,0,56.37,39.78
321,A,X,26.45,1,39.47,50.09
322,B,X,34.04,0,67.6,56.64
323,A,Y,97.59,0,67.59,109.59
324,C,X,23.51,0,39.01,59.15
325,C,Y,95.02,0,51.64,127.71
326,C,X,24.82,0,40.26,46.31
327,A,Y,83.03,0,39.12,118.81
328,A,X,23.38,0,53.04,49.46
329,B,X,28.8,1,39.25,75.43
330,C,X,37.44,0,53.38,36.22
331,C,X,25.02,0,46.9,54.2
332,A,Y,92.29,1,49.69,111.8
333,C,Y,90.91,1,54.48,122.06
334,A,Y,102.44,1,40.46,104.48
335,A,Y,126.09,1,57.17,55.79
336,A,Y,85.7,1,55.95,122.62
337,B,X,34.85,0,71.1,43.05
338,A,Y,101.59,1,74.43,101.08
339,B,X,31.06,1,55.48,57.0
340,B,X,33.09,0,26.25,50.23
341,C,Y,89.94,1,41.22,138.16
342,A,Y,103.86,0,46.12,98.0
343,B,X,32.97,1,56.23,64.05
344,A,Y,93.91,1,38.61,119.87
345,A,Y,94.91,0,51.1,113.3
346,B,Y,98.61,1,59.23,118.82
347,A,Y,87.05,1,52.16,136.62
348,A,Y,99.08,0,29.27,103.22
349,A,Y,98.99,1,48.0,110.9
350,B,X,43.85,1,39.53,43.2
351,A,Y,90.15,0,53.5,99.35
352,C,X,21.83,0,43.64,54.61
353,A,Y,94.38,1,54.98,121.48
354,C,Y,94.61,1,53.5,132.78
355,A,Y,93.98,0,29.31,112.27
356,B,X,23.17,0,60.86,66.26
357,B,X,32.69,0,43.29,61.23
358,C,X,26.06,0,49.54,47.59
359,A,Y,105.04,0,45.84,111.62
360,A,X,38.74,0,46.73,35.95
361,B,X,38.17,1,47.41,49.04
362,C,X,32.15,0,55.35,39.51
363,C,X,34.99,0,55.55,38.24
364,A,Y,96.63,0,38.95,111.9
365,B,X,26.5,0,60.03,56.45
366,B,X,31.32,1,40.58,71.05
367,C,X,23.48,1,58.57,64.67
368,A,X,29.15,0,56.82,46.13
369,C,X,32.11,0,53.08,55.36
370,B,X,30.04,0,67.26,49.52
371,B,X,31.24,0,71.07,49.46
372,B,X,36.65,0,44.24,52.26
373,A,Y,90.87,0,37.93,109.52
374,B,X,27.82,0,44.77,46.85
375,C,X,29.55,0,61.85,59.65
376,C,X,31.46,1,45.15,48.11
377,A,Y,104.45,0,49.42,106.59
378,B,X,28.49,0,66.1,58.48
379,C,X,36.34,0,22.17,58.08
380,B,X,29.1,1,57.63,74.86
381,A,Y,104.55,0,58.14,96.58
382,C,X,33.94,1,59.08,41.3
383,A,Y,77.24,0,49.07,112.02
384,B,X,23.15,0,57.44,63.84
385,B,X,34.49,1,48.27,58.71
386,B,Y,102.75,0,55.68,114.31
387,C,X,29.0,0,57.38,50.39
388,C,X,38.74,0,58.96,41.71
389,A,Y,89.23,0,54.73,117.3
390,A,Y,93.11,0,41.08,115.32
391,A,Y,101.16,0,55.38,104.46
392,B,X,34.3,1,39.64,60.2
393,B,X,33.19,0,66.97,46.08
394,C,X,21.76,0,63.71,45.34
395,B,X,30.78,0,35.09,56.66
396,A,Y,97.41,0,38.33,113.01
397,A,Y,94.53,0,49.03,115.12
398,C,X,39.21,1,42.96,47.47
399,B,X,27.52,0,63.45,56.24
400,C,Y,92.98,0,67.21,131.0
401,B,X,30.92,0,69.47,56.35
402,A,Y,106.07,0,47.67,103.47
403,C,X,39.6,0,48.21,39.72
404,A,Y,95.01,0,38.99,115.29
405,C,Y,93.71,1,51.15,141.18
406,B,X,29.52,0,66.23,52.22
407,A,X,23.54,0,50.89,43.19
408,B,X,28.84,1,63.52,68.39
409,A,Y,90.14,0,52.38,106.12
410,C,X,39.59,0,41.94,45.66
411,B,X,36.52,0,52.24,62.02
412,A,Y,103.76,0,49.13,111.68
413,B,Y,86.16,1,60.35,146.04
414,B,X,26.75,0,45.08,55.31
415,B,X,32.58,0,51.03,49.67
416,C,X,40.57,0,46.71,40.62
417,B,X,28.31,1,59.29,71.73
418,B,Y,108.15,1,65.11,107.77
419,C,Y,90.12,0,58.56,118.34
420,C,X,32.55,0,58.22,53.17
421,A,Y,84.7,1,41.15,144.04
422,B,X,23.84,1,57.53,77.28
423,A,X,27.63,1,59.88,61.67
424,A,Y,97.5,0,35.62,100.61
425,C,X,24.66,1,56.38,75.75
426,C,X,31.0,0,58.95,39.1
427,C,X,36.42,0,44.58,45.83
428,B,X,25.66,1,65.52,80.33
429,C,X,36.91,0,47.79,42.13
430,A,Y,102.58,1,45.67,101.8
431,B,Y,94.71,1,61.28,130.92
432,C,X,32.8,1,36.49,46.93
433,A,Y,105.08,0,42.97,100.33
434,C,X,22.68,0,43.34,55.27
435,A,Y,79.92,0,40.19,110.71
436,B,X,29.3,0,53.07,56.47
437,C,X,35.4,0,30.36,51.11
438,B,X,19.02,0,59.8,60.68
439,A,Y,97.58,0,79.46,111.29
440,B,X,31.44,0,50.62,46.68
441,B,Y,109.92,0,46.9,120.61
442,A,Y,108.1,0,34.99,98.56
443,A,Y,94.02,1,54.47,119.94
444,B,X,38.22,1,55.9,50.59
445,C,X,25.92,1,51.07,59.72
446,B,X,33.6,0,48.67,47.21
447,B,X,23.52,0,54.06,62.02
448,C,X,34.0,0,54.32,44.2
449,A,X,20.35,0,57.67,49.68
450,B,X,21.95,1,66.22,71.94
451,B,X,29.23,0,44.09,58.3
452,B,Y,98.78,0,47.05,115.09
453,C,X,35.61,1,52.52,56.44
454,B,X,28.47,0,39.28,60.97
455,C,X,42.53,0,48.14,42.21
456,C,X,21.9,0,48.91,51.33
457,B,X,35.4,0,38.37,51.63
458,A,Y,100.66,0,62.83,101.21
459,B,X,28.73,0,56.15,61.49
460,B,Y,90.07,0,36.15,131.28
461,C,X,31.26,0,53.91,46.62
462,B,X,37.26,0,43.53,58.68
463,C,X,27.56,0,62.09,38.88
464,B,X,27.75,1,50.04,68.13
465,A,Y,98.57,0,43.25,96.11
466,B,Y,84.85,0,37.31,126.92
467,B,X,36.43,0,55.84,48.01
468,B,Y,90.23,1,47.04,140.08
469,A,Y,78.34,0,41.99,112.9
470,C,X,23.82,1,47.47,74.5
471,C,X,25.28,0,56.1,45.23
472,C,X,33.31,1,56.75,44.86
473,B,X,34.43,1,33.06,61.11
474,B,X,26.36,0,35.53,42.58
475,B,X,36.39,0,44.9,46.22
476,C,X,30.12,1,68.81,54.36
477,A,Y,107.58,0,54.2,103.19
478,C,X,28.19,0,46.73,43.07
479,B,X,27.36,1,49.96,79.88
480,B,X,31.08,1,32.53,68.71
481,A,Y,90.37,0,64.83,123.18
482,B,X,29.89,1,57.95,54.65
483,C,X,41.06,0,65.37,39.85
484,B,X,27.16,0,53.59,60.57
485,A,Y,108.13,0,70.8,97.85
486,A,Y,83.58,1,44.86,150.33
487,B,X,42.44,0,48.26,50.84
488,A,Y,80.75,0,56.72,95.9
489,B,X,38.83,0,61.08,44.52
490,C,X,35.85,1,42.86,50.01
491,B,Y,87.71,0,59.5,137.95
492,B,X,30.76,1,44.94,65.2
493,A,Y,105.89,0,39.23,106.23
494,C,X,40.87,0,34.93,46.56
495,A,Y,94.85,0,47.44,105.69
496,C,X,35.23,0,36.7,39.06
497,A,Y,93.2,0,58.58,95.85
498,C,X,30.26,0,44.33,42.39
499,C,X,32.91,0,47.44,45.57
500,C,Y,97.58,0,73.83,115.32
501,B,X,32.45,0,37.28,59.96
502,A,Y,92.6,0,42.7,109.79
503,B,X,38.25,0,61.53,56.04
504,A,Y,85.78,0,45.48,124.55
505,C,X,25.03,0,76.24,46.22
506,B,X,30.67,0,56.9,60.66
507,C,X,31.46,0,43.25,48.11
508,C,X,30.49,0,50.81,47.69
509,C,X,29.77,0,45.11,47.96
510,C,X,23.34,1,53.07,73.89
511,B,Y,100.71,0,45.32,123.14
512,B,X,30.84,1,50.26,65.85
513,A,Y,95.22,1,61.99,120.07
514,B,X,26.87,1,33.33,64.97
515,B,X,42.76,0,30.34,52.52
516,B,X,28.55,0,55.34,52.22
517,A,Y,96.91,0,61.93,105.76
518,B,X,33.98,1,57.57,60.48
519,B,X,34.6,0,54.8,48.69
520,A,Y,97.71,0,54.51,102.46
521,A,Y,99.13,0,52.94,118.86
522,A,Y,79.95,0,50.5,106.94
523,B,X,23.87,0,51.76,62.42
524,B,X,37.2,0,53.77,58.4
525,B,Y,95.91,0,47.84,121.15
526,C,X,39.28,0,40.4,46.27
527,A,Y,87.88,0,55.61,110.81
528,A,Y,80.1,0,42.67,109.42
529,A,Y,96.15,0,43.56,114.81
530,C,X,32.51,0,49.8,40.22
531,A,Y,79.93,1,61.04,144.68
532,C,X,31.45,0,40.25,42.08
533,C,X,32.1,0,41.1,50.55
534,C,X,36.61,1,44.16,41.51
535,B,X,37.03,0,41.57,42.57
536,B,X,32.98,0,45.48,60.76
537,C,Y,90.76,1,28.24,121.6
538,C,X,35.82,1,39.47,51.88
539,B,X,33.43,0,56.63,61.76
540,C,X,40.83,0,57.91,46.16
541,C,Y,90.5,0,40.73,113.69
542,B,X,23.98,0,47.05,46.6
543,A,Y,93.38,1,44.91,124.19
544,A,X,33.61,1,71.12,42.4
545,C,X,33.62,0,67.19,56.46
546,B,X,35.16,0,46.77,45.77
547,C,X,26.4,0,63.9,41.78
548,B,X,30.16,0,51.42,56.04
549,A,X,28.03,0,50.44,34.84
550,C,X,35.56,0,53.24,35.83
551,B,X,25.77,0,63.61,46.85
552,C,X,31.51,1,57.43,45.67
553,A,Y,91.68,0,42.6,111.19
554,B,X,32.67,1,41.3,70.22
555,B,X,35.72,0,55.85,40.71
556,A,Y,100.83,0,57.7,104.88
557,C,X,32.91,1,67.71,56.81
558,B,X,27.34,0,38.67,60.55
559,A,Y,83.98,1,50.25,140.32
560,B,X,31.11,1,58.27,63.76
561,C,X,34.45,0,57.11,46.46
562,A,Y,99.96,1,41.7,111.2
563,A,Y,92.39,0,70.09,92.01
564,A,X,38.85,0,39.09,31.52
565,A,Y,103.68,0,26.02,103.3
566,C,X,28.09,0,41.18,38.61
567,B,X,35.2,0,46.29,51.21
568,A,Y,94.24,0,58.21,101.75
569,B,X,33.23,0,51.51,46.65
570,C,X,25.3,1,42.42,62.5
571,C,X,35.86,0,62.21,43.03
572,C,X,27.82,0,41.1,39.3
573,A,Y,93.67,0,25.33,112.94
574,C,X,37.94,0,39.84,39.84
575,B,X,40.74,0,55.65,57.52
576,A,Y,98.26,0,40.12,104.41
577,B,X,33.17,0,43.01,53.93
578,C,X,38.7,0,51.64,45.39
579,A,Y,115.5,1,44.43,69.47
580,B,X,41.52,0,33.16,61.53
581,C,Y,88.4,1,44.16,130.93
582,B,Y,102.72,0,52.87,121.33
583,A,Y,87.99,0,60.42,100.62
584,A,Y,94.65,0,42.09,108.86
585,A,Y,110.73,0,70.85,97.16
586,B,X,34.7,0,47.06,57.76
587,C,Y,82.07,0,52.37,124.28
588,A,Y,115.01,0,43.15,105.59
589,C,X,28.03,0,69.62,44.94
590,C,Y,100.26,0,44.28,104.24
591,A,Y,88.93,0,50.37,110.7
592,A,Y,86.44,0,72.08,107.86
593,B,X,29.15,1,48.88,68.01
594,B,X,42.14,0,51.14,54.89
595,C,X,31.76,0,63.54,51.97
596,A,X,44.69,0,45.51,34.51
597,B,X,26.92,1,41.96,82.62
598,B,X,38.29,1,43.6,52.46
599,B,X,40.44,0,49.4,46.26
600,C,X,24.28,0,53.95,52.48
601,C,X,34.85,1,48.85,50.48
602,B,X,34.79,1,56.57,39.61
603,A,Y,89.98,0,63.62,107.68
604,B,X,38.05,0,44.87,51.66
605,A,Y,97.93,1,40.76,111.36
606,B,X,33.03,1,44.48,66.27
607,B,X,35.61,0,59.97,61.37
608,B,X,35.44,0,43.83,41.44
609,A,Y,92.19,0,65.15,115.4
610,B,X,38.86,0,57.39,43.93
611,A,Y,105.46,0,47.84,97.04
612,B,Y,91.48,0,42.11,130.66
613,B,X,39.43,1,52.67,47.23
614,B,X,41.81,0,48.24,50.06
615,C,X,34.13,0,47.44,41.49
616,C,Y,85.48,1,50.55,134.38
617,B,X,25.08,0,43.51,62.44
618,C,X,32.81,0,70.42,56.45
619,B,X,31.42,1,49.8,59.23
620,A,Y,86.45,1,56.22,129.26
621,C,X,24.27,0,37.6,47.83
622,B,Y,97.93,0,38.09,122.85
623,A,X,29.91,0,59.88,37.39
624,A,Y,98.85,0,42.31,105.73
625,B,Y,108.75,1,49.8,101.13
626,C,X,36.56,1,43.93,51.89
627,B,X,31.65,0,24.93,50.0
628,B,X,30.29,0,60.46,35.92
629,C,X,30.67,0,49.93,46.53
630,B,Y,99.28,0,40.36,122.41
631,B,X,30.46,0,53.14,43.96
632,C,X,36.62,0,60.76,49.23
633,B,X,29.11,0,58.17,61.83
634,A,Y,84.67,1,67.13,134.22
635,B,X,34.42,0,63.52,55.56
636,B,X,33.11,0,70.21,52.55
637,C,Y,111.54,0,51.55,106.94
638,C,X,26.64,0,28.97,55.24
639,A,Y,103.21,0,73.84,112.62
640,C,X,30.15,0,69.73,45.69
641,A,X,39.5,0,36.08,34.95
642,A,Y,90.43,0,53.88,108.09
643,A,Y,98.59,1,37.85,109.22
644,A,Y,90.63,0,40.13,114.61
645,B,X,32.7,0,37.14,61.26
646,A,Y,100.79,0,53.22,101.78
647,B,X,38.94,1,36.79,50.84
648,C,Y,101.36,1,63.47,111.71
649,A,Y,89.36,0,54.64,109.87
650,B,X,23.09,0,54.13,62.35
651,B,X,27.62,0,36.35,53.7
652,A,Y,96.22,0,50.07,106.71
653,C,X,22.08,0,41.65,42.98
654,C,Y,97.18,0,57.01,109.77
655,A,Y,86.21,0,42.63,111.84
656,A,X,32.42,0,50.68,41.63
657,C,X,31.58,1,42.65,61.46
658,A,Y,83.06,1,46.68,147.81
659,A,X,28.48,1,48.19,48.45
660,C,X,28.95,0,70.04,41.76
661,B,X,34.68,0,70.08,51.37
662,B,X,30.67,0,54.17,46.68
663,C,X,26.96,0,61.35,47.6
664,C,Y,104.93,1,42.0,102.41
665,B,X,26.41,0,50.65,55.35
666,A,Y,89.37,0,54.07,121.96
667,A,Y,92.08,0,67.65,105.5
668,A,Y,101.0,0,51.55,112.35
669,B,X,20.87,1,41.82,82.13
670,C,X,25.26,0,51.79,55.83
671,B,X,27.99,0,55.58,58.9
672,B,X,33.35,0,44.83,53.66
673,B,X,31.14,0,45.66,51.1
674,C,X,31.45,0,37.79,49.6
675,B,Y,89.75,0,33.22,133.43
676,C,X,36.75,0,58.13,43.58
677,A,Y,100.56,0,33.23,103.24
678,C,X,41.58,0,39.42,48.1
679,B,X,33.98,1,31.35,53.35
680,B,Y,81.53,1,61.89,153.87
681,C,X,36.44,0,54.94,39.2
682,B,X,28.01,0,37.74,60.09
683,A,X,29.79,1,27.02,47.38
684,A,Y,96.87,0,40.21,122.97
