timestamp,sensor_value,equipment_id,location
2025-01-04 09:00:00,105.43,SENSOR_001,Production Line A
2025-01-04 10:00:00,101.91,SENSOR_001,Production Line A
2025-01-04 11:00:00,98.88,SENSOR_001,Production Line A
2025-01-04 12:00:00,95.26,SENSOR_001,Production Line A
2025-01-04 13:00:00,92.51,SENSOR_001,Production Line A
2025-01-04 14:00:00,94.11,SENSOR_001,Production Line A
2025-01-04 15:00:00,88.21,SENSOR_001,Production Line A
2025-01-04 16:00:00,89.33,SENSOR_001,Production Line A
2025-01-04 17:00:00,86.67,SENSOR_001,Production Line A
2025-01-04 18:00:00,85.39,SENSOR_001,Production Line A
2025-01-04 19:00:00,89.47,SENSOR_001,Production Line A
2025-01-04 20:00:00,91.51,SENSOR_001,Production Line A
2025-01-04 21:00:00,86.09,SENSOR_001,Production Line A
2025-01-04 22:00:00,92.26,SENSOR_001,Production Line A
2025-01-04 23:00:00,95.69,SENSOR_001,Production Line A
2025-01-05 00:00:00,98.18,SENSOR_001,Production Line A
2025-01-05 01:00:00,105.26,SENSOR_001,Production Line A
2025-01-05 02:00:00,107.62,SENSOR_001,Production Line A
2025-01-05 03:00:00,105.94,SENSOR_001,Production Line A
2025-01-05 04:00:00,105.27,SENSOR_001,Production Line A
2025-01-05 05:00:00,106.06,SENSOR_001,Production Line A
2025-01-05 06:00:00,104.05,SENSOR_001,Production Line A
2025-01-05 07:00:00,110.16,SENSOR_001,Production Line A
2025-01-05 08:00:00,104.93,SENSOR_001,Production Line A
2025-01-05 09:00:00,106.64,SENSOR_001,Production Line A
2025-01-05 10:00:00,104.74,SENSOR_001,Production Line A
2025-01-05 11:00:00,99.87,SENSOR_001,Production Line A
2025-01-05 12:00:00,96.67,SENSOR_001,Production Line A
2025-01-05 13:00:00,95.54,SENSOR_001,Production Line A
2025-01-05 14:00:00,92.81,SENSOR_001,Production Line A
2025-01-05 15:00:00,93.39,SENSOR_001,Production Line A
2025-01-05 16:00:00,93.96,SENSOR_001,Production Line A
2025-01-05 17:00:00,89.4,SENSOR_001,Production Line A
2025-01-05 18:00:00,,SENSOR_001,Production Line A
2025-01-05 19:00:00,86.42,SENSOR_001,Production Line A
2025-01-05 20:00:00,92.84,SENSOR_001,Production Line A
2025-01-05 21:00:00,96.5,SENSOR_001,Production Line A
2025-01-05 22:00:00,94.75,SENSOR_001,Production Line A
2025-01-05 23:00:00,94.28,SENSOR_001,Production Line A
2025-01-06 00:00:00,102.12,SENSOR_001,Production Line A
2025-01-06 01:00:00,103.02,SENSOR_001,Production Line A
2025-01-06 02:00:00,105.65,SENSOR_001,Production Line A
2025-01-06 03:00:00,108.17,SENSOR_001,Production Line A
2025-01-06 04:00:00,113.53,SENSOR_001,Production Line A
2025-01-06 05:00:00,111.07,SENSOR_001,Production Line A
2025-01-06 06:00:00,113.04,SENSOR_001,Production Line A
2025-01-06 07:00:00,110.88,SENSOR_001,Production Line A
2025-01-06 08:00:00,110.79,SENSOR_001,Production Line A
2025-01-06 09:00:00,106.63,SENSOR_001,Production Line A
2025-01-06 10:00:00,105.45,SENSOR_001,Production Line A
2025-01-06 11:00:00,105.97,SENSOR_001,Production Line A
2025-01-06 12:00:00,103.05,SENSOR_001,Production Line A
2025-01-06 13:00:00,101.24,SENSOR_001,Production Line A
2025-01-06 14:00:00,100.45,SENSOR_001,Production Line A
2025-01-06 15:00:00,100.45,SENSOR_001,Production Line A
2025-01-06 16:00:00,,SENSOR_001,Production Line A
2025-01-06 17:00:00,90.49,SENSOR_001,Production Line A
2025-01-06 18:00:00,93.05,SENSOR_001,Production Line A
2025-01-06 19:00:00,96.81,SENSOR_001,Production Line A
2025-01-06 20:00:00,92.71,SENSOR_001,Production Line A
2025-01-06 21:00:00,94.29,SENSOR_001,Production Line A
2025-01-06 22:00:00,97.59,SENSOR_001,Production Line A
2025-01-06 23:00:00,100.98,SENSOR_001,Production Line A
2025-01-07 00:00:00,109.09,SENSOR_001,Production Line A
2025-01-07 01:00:00,111.17,SENSOR_001,Production Line A
2025-01-07 02:00:00,113.04,SENSOR_001,Production Line A
2025-01-07 03:00:00,109.28,SENSOR_001,Production Line A
2025-01-07 04:00:00,115.29,SENSOR_001,Production Line A
2025-01-07 05:00:00,114.56,SENSOR_001,Production Line A
2025-01-07 06:00:00,116.65,SENSOR_001,Production Line A
2025-01-07 07:00:00,115.46,SENSOR_001,Production Line A
2025-01-07 08:00:00,115.41,SENSOR_001,Production Line A
2025-01-07 09:00:00,115.75,SENSOR_001,Production Line A
2025-01-07 10:00:00,111.67,SENSOR_001,Production Line A
2025-01-07 11:00:00,106.12,SENSOR_001,Production Line A
2025-01-07 12:00:00,108.32,SENSOR_001,Production Line A
2025-01-07 13:00:00,102.83,SENSOR_001,Production Line A
2025-01-07 14:00:00,101.4,SENSOR_001,Production Line A
2025-01-07 15:00:00,99.4,SENSOR_001,Production Line A
2025-01-07 16:00:00,96.15,SENSOR_001,Production Line A
2025-01-07 17:00:00,94.12,SENSOR_001,Production Line A
2025-01-07 18:00:00,97.3,SENSOR_001,Production Line A
2025-01-07 19:00:00,99.01,SENSOR_001,Production Line A
2025-01-07 20:00:00,100.31,SENSOR_001,Production Line A
2025-01-07 21:00:00,94.28,SENSOR_001,Production Line A
2025-01-07 22:00:00,101.44,SENSOR_001,Production Line A
2025-01-07 23:00:00,106.13,SENSOR_001,Production Line A
2025-01-08 00:00:00,112.28,SENSOR_001,Production Line A
2025-01-08 01:00:00,113.13,SENSOR_001,Production Line A
2025-01-08 02:00:00,110.78,SENSOR_001,Production Line A
2025-01-08 03:00:00,114.42,SENSOR_001,Production Line A
2025-01-08 04:00:00,119.32,SENSOR_001,Production Line A
2025-01-08 05:00:00,116.4,SENSOR_001,Production Line A
2025-01-08 06:00:00,113.93,SENSOR_001,Production Line A
2025-01-08 07:00:00,117.1,SENSOR_001,Production Line A
2025-01-08 08:00:00,117.04,SENSOR_001,Production Line A
2025-01-08 09:00:00,116.34,SENSOR_001,Production Line A
2025-01-08 10:00:00,112.35,SENSOR_001,Production Line A
2025-01-08 11:00:00,112.61,SENSOR_001,Production Line A
2025-01-08 12:00:00,107.82,SENSOR_001,Production Line A
2025-01-08 13:00:00,107.06,SENSOR_001,Production Line A
2025-01-08 14:00:00,103.6,SENSOR_001,Production Line A
2025-01-08 15:00:00,97.83,SENSOR_001,Production Line A
2025-01-08 16:00:00,96.18,SENSOR_001,Production Line A
2025-01-08 17:00:00,95.12,SENSOR_001,Production Line A
2025-01-08 18:00:00,99.32,SENSOR_001,Production Line A
2025-01-08 19:00:00,99.03,SENSOR_001,Production Line A
2025-01-08 20:00:00,97.89,SENSOR_001,Production Line A
2025-01-08 21:00:00,102.75,SENSOR_001,Production Line A
2025-01-08 22:00:00,101.56,SENSOR_001,Production Line A
2025-01-08 23:00:00,102.48,SENSOR_001,Production Line A
2025-01-09 00:00:00,106.23,SENSOR_001,Production Line A
2025-01-09 01:00:00,,SENSOR_001,Production Line A
2025-01-09 02:00:00,112.42,SENSOR_001,Production Line A
2025-01-09 03:00:00,111.45,SENSOR_001,Production Line A
2025-01-09 04:00:00,111.27,SENSOR_001,Production Line A
2025-01-09 05:00:00,115.64,SENSOR_001,Production Line A
2025-01-09 06:00:00,119.08,SENSOR_001,Production Line A
2025-01-09 07:00:00,117.79,SENSOR_001,Production Line A
2025-01-09 08:00:00,115.85,SENSOR_001,Production Line A
2025-01-09 09:00:00,111.47,SENSOR_001,Production Line A
2025-01-09 10:00:00,108.88,SENSOR_001,Production Line A
2025-01-09 11:00:00,110.2,SENSOR_001,Production Line A
2025-01-09 12:00:00,103.37,SENSOR_001,Production Line A
2025-01-09 13:00:00,107.61,SENSOR_001,Production Line A
2025-01-09 14:00:00,103.12,SENSOR_001,Production Line A
2025-01-09 15:00:00,97.42,SENSOR_001,Production Line A
2025-01-09 16:00:00,97.45,SENSOR_001,Production Line A
2025-01-09 17:00:00,93.5,SENSOR_001,Production Line A
2025-01-09 18:00:00,,SENSOR_001,Production Line A
2025-01-09 19:00:00,99.24,SENSOR_001,Production Line A
2025-01-09 20:00:00,101.44,SENSOR_001,Production Line A
2025-01-09 21:00:00,100.73,SENSOR_001,Production Line A
2025-01-09 22:00:00,96.72,SENSOR_001,Production Line A
2025-01-09 23:00:00,104.85,SENSOR_001,Production Line A
2025-01-10 00:00:00,103.13,SENSOR_001,Production Line A
2025-01-10 01:00:00,103.92,SENSOR_001,Production Line A
2025-01-10 02:00:00,109.01,SENSOR_001,Production Line A
2025-01-10 03:00:00,106.92,SENSOR_001,Production Line A
2025-01-10 04:00:00,112.23,SENSOR_001,Production Line A
2025-01-10 05:00:00,111.68,SENSOR_001,Production Line A
2025-01-10 06:00:00,113.3,SENSOR_001,Production Line A
2025-01-10 07:00:00,116.63,SENSOR_001,Production Line A
2025-01-10 08:00:00,111.66,SENSOR_001,Production Line A
2025-01-10 09:00:00,108.45,SENSOR_001,Production Line A
2025-01-10 10:00:00,105.51,SENSOR_001,Production Line A
2025-01-10 11:00:00,104.41,SENSOR_001,Production Line A
2025-01-10 12:00:00,102.43,SENSOR_001,Production Line A
2025-01-10 13:00:00,98.71,SENSOR_001,Production Line A
2025-01-10 14:00:00,101.31,SENSOR_001,Production Line A
2025-01-10 15:00:00,96.53,SENSOR_001,Production Line A
2025-01-10 16:00:00,93.02,SENSOR_001,Production Line A
2025-01-10 17:00:00,95.65,SENSOR_001,Production Line A
2025-01-10 18:00:00,89.18,SENSOR_001,Production Line A
2025-01-10 19:00:00,95.51,SENSOR_001,Production Line A
2025-01-10 20:00:00,96.41,SENSOR_001,Production Line A
2025-01-10 21:00:00,99.61,SENSOR_001,Production Line A
2025-01-10 22:00:00,97.98,SENSOR_001,Production Line A
2025-01-10 23:00:00,102.28,SENSOR_001,Production Line A
2025-01-11 00:00:00,100.87,SENSOR_001,Production Line A
2025-01-11 01:00:00,103.77,SENSOR_001,Production Line A
2025-01-11 02:00:00,102.97,SENSOR_001,Production Line A
2025-01-11 03:00:00,110.07,SENSOR_001,Production Line A
2025-01-11 04:00:00,109.35,SENSOR_001,Production Line A
2025-01-11 05:00:00,107.17,SENSOR_001,Production Line A
2025-01-11 06:00:00,109.84,SENSOR_001,Production Line A
2025-01-11 07:00:00,105.95,SENSOR_001,Production Line A
2025-01-11 08:00:00,105.23,SENSOR_001,Production Line A
2025-01-11 09:00:00,105.28,SENSOR_001,Production Line A
2025-01-11 10:00:00,106.57,SENSOR_001,Production Line A
2025-01-11 11:00:00,105.33,SENSOR_001,Production Line A
2025-01-11 12:00:00,98.42,SENSOR_001,Production Line A
2025-01-11 13:00:00,96.87,SENSOR_001,Production Line A
2025-01-11 14:00:00,95.59,SENSOR_001,Production Line A
2025-01-11 15:00:00,93.02,SENSOR_001,Production Line A
2025-01-11 16:00:00,91.98,SENSOR_001,Production Line A
2025-01-11 17:00:00,88.18,SENSOR_001,Production Line A
2025-01-11 18:00:00,91.38,SENSOR_001,Production Line A
2025-01-11 19:00:00,90.23,SENSOR_001,Production Line A
2025-01-11 20:00:00,90.75,SENSOR_001,Production Line A
2025-01-11 21:00:00,94.54,SENSOR_001,Production Line A
2025-01-11 22:00:00,95.88,SENSOR_001,Production Line A
2025-01-11 23:00:00,98.72,SENSOR_001,Production Line A
2025-01-12 00:00:00,101.01,SENSOR_001,Production Line A
2025-01-12 01:00:00,106.93,SENSOR_001,Production Line A
2025-01-12 02:00:00,105.75,SENSOR_001,Production Line A
2025-01-12 03:00:00,111.26,SENSOR_001,Production Line A
2025-01-12 04:00:00,109.5,SENSOR_001,Production Line A
2025-01-12 05:00:00,112.49,SENSOR_001,Production Line A
2025-01-12 06:00:00,109.45,SENSOR_001,Production Line A
2025-01-12 07:00:00,107.43,SENSOR_001,Production Line A
2025-01-12 08:00:00,112.12,SENSOR_001,Production Line A
2025-01-12 09:00:00,107.78,SENSOR_001,Production Line A
2025-01-12 10:00:00,108.18,SENSOR_001,Production Line A
2025-01-12 11:00:00,106.94,SENSOR_001,Production Line A
2025-01-12 12:00:00,100.11,SENSOR_001,Production Line A
2025-01-12 13:00:00,97.83,SENSOR_001,Production Line A
2025-01-12 14:00:00,96.93,SENSOR_001,Production Line A
2025-01-12 15:00:00,94.11,SENSOR_001,Production Line A
2025-01-12 16:00:00,93.25,SENSOR_001,Production Line A
2025-01-12 17:00:00,93.9,SENSOR_001,Production Line A
2025-01-12 18:00:00,89.81,SENSOR_001,Production Line A
2025-01-12 19:00:00,91.89,SENSOR_001,Production Line A
2025-01-12 20:00:00,95.6,SENSOR_001,Production Line A
2025-01-12 21:00:00,96.57,SENSOR_001,Production Line A
2025-01-12 22:00:00,98.72,SENSOR_001,Production Line A
2025-01-12 23:00:00,97.96,SENSOR_001,Production Line A
2025-01-13 00:00:00,106.07,SENSOR_001,Production Line A
2025-01-13 01:00:00,109.48,SENSOR_001,Production Line A
2025-01-13 02:00:00,111.75,SENSOR_001,Production Line A
2025-01-13 03:00:00,111.69,SENSOR_001,Production Line A
2025-01-13 04:00:00,116.77,SENSOR_001,Production Line A
2025-01-13 05:00:00,117.02,SENSOR_001,Production Line A
2025-01-13 06:00:00,113.7,SENSOR_001,Production Line A
2025-01-13 07:00:00,117.06,SENSOR_001,Production Line A
2025-01-13 08:00:00,117.4,SENSOR_001,Production Line A
2025-01-13 09:00:00,112.29,SENSOR_001,Production Line A
2025-01-13 10:00:00,110.79,SENSOR_001,Production Line A
2025-01-13 11:00:00,111.39,SENSOR_001,Production Line A
2025-01-13 12:00:00,103.08,SENSOR_001,Production Line A
2025-01-13 13:00:00,100.55,SENSOR_001,Production Line A
2025-01-13 14:00:00,102.54,SENSOR_001,Production Line A
2025-01-13 15:00:00,98.29,SENSOR_001,Production Line A
2025-01-13 16:00:00,94.11,SENSOR_001,Production Line A
2025-01-13 17:00:00,92.85,SENSOR_001,Production Line A
2025-01-13 18:00:00,97.09,SENSOR_001,Production Line A
2025-01-13 19:00:00,99.83,SENSOR_001,Production Line A
2025-01-13 20:00:00,96.24,SENSOR_001,Production Line A
2025-01-13 21:00:00,97.73,SENSOR_001,Production Line A
2025-01-13 22:00:00,100.23,SENSOR_001,Production Line A
2025-01-13 23:00:00,102.64,SENSOR_001,Production Line A
2025-01-14 00:00:00,111.99,SENSOR_001,Production Line A
2025-01-14 01:00:00,108.48,SENSOR_001,Production Line A
2025-01-14 02:00:00,115.72,SENSOR_001,Production Line A
2025-01-14 03:00:00,120.93,SENSOR_001,Production Line A
2025-01-14 04:00:00,120.31,SENSOR_001,Production Line A
2025-01-14 05:00:00,119.69,SENSOR_001,Production Line A
2025-01-14 06:00:00,121.08,SENSOR_001,Production Line A
2025-01-14 07:00:00,122.1,SENSOR_001,Production Line A
2025-01-14 08:00:00,117.67,SENSOR_001,Production Line A
2025-01-14 09:00:00,114.32,SENSOR_001,Production Line A
2025-01-14 10:00:00,116.29,SENSOR_001,Production Line A
2025-01-14 11:00:00,114.13,SENSOR_001,Production Line A
2025-01-14 12:00:00,108.81,SENSOR_001,Production Line A
2025-01-14 13:00:00,108.36,SENSOR_001,Production Line A
2025-01-14 14:00:00,103.66,SENSOR_001,Production Line A
2025-01-14 15:00:00,107.23,SENSOR_001,Production Line A
2025-01-14 16:00:00,99.39,SENSOR_001,Production Line A
2025-01-14 17:00:00,100.92,SENSOR_001,Production Line A
2025-01-14 18:00:00,101.67,SENSOR_001,Production Line A
2025-01-14 19:00:00,100.7,SENSOR_001,Production Line A
2025-01-14 20:00:00,101.39,SENSOR_001,Production Line A
2025-01-14 21:00:00,109.12,SENSOR_001,Production Line A
2025-01-14 22:00:00,107.48,SENSOR_001,Production Line A
2025-01-14 23:00:00,102.91,SENSOR_001,Production Line A
2025-01-15 00:00:00,113.89,SENSOR_001,Production Line A
2025-01-15 01:00:00,115.08,SENSOR_001,Production Line A
2025-01-15 02:00:00,115.05,SENSOR_001,Production Line A
2025-01-15 03:00:00,113.72,SENSOR_001,Production Line A
2025-01-15 04:00:00,122.26,SENSOR_001,Production Line A
2025-01-15 05:00:00,124.64,SENSOR_001,Production Line A
2025-01-15 06:00:00,119.25,SENSOR_001,Production Line A
2025-01-15 07:00:00,120.05,SENSOR_001,Production Line A
2025-01-15 08:00:00,120.72,SENSOR_001,Production Line A
2025-01-15 09:00:00,119.24,SENSOR_001,Production Line A
2025-01-15 10:00:00,117.19,SENSOR_001,Production Line A
2025-01-15 11:00:00,114.85,SENSOR_001,Production Line A
2025-01-15 12:00:00,110.03,SENSOR_001,Production Line A
2025-01-15 13:00:00,108.78,SENSOR_001,Production Line A
2025-01-15 14:00:00,105.14,SENSOR_001,Production Line A
2025-01-15 15:00:00,105.96,SENSOR_001,Production Line A
2025-01-15 16:00:00,103.59,SENSOR_001,Production Line A
2025-01-15 17:00:00,104.07,SENSOR_001,Production Line A
2025-01-15 18:00:00,100.82,SENSOR_001,Production Line A
2025-01-15 19:00:00,99.39,SENSOR_001,Production Line A
2025-01-15 20:00:00,101.07,SENSOR_001,Production Line A
2025-01-15 21:00:00,104.4,SENSOR_001,Production Line A
2025-01-15 22:00:00,105.9,SENSOR_001,Production Line A
2025-01-15 23:00:00,112.94,SENSOR_001,Production Line A
2025-01-16 00:00:00,109.06,SENSOR_001,Production Line A
2025-01-16 01:00:00,111.5,SENSOR_001,Production Line A
2025-01-16 02:00:00,114.28,SENSOR_001,Production Line A
2025-01-16 03:00:00,113.91,SENSOR_001,Production Line A
2025-01-16 04:00:00,116.98,SENSOR_001,Production Line A
2025-01-16 05:00:00,119.66,SENSOR_001,Production Line A
2025-01-16 06:00:00,122.41,SENSOR_001,Production Line A
2025-01-16 07:00:00,118.34,SENSOR_001,Production Line A
2025-01-16 08:00:00,116.43,SENSOR_001,Production Line A
2025-01-16 09:00:00,114.85,SENSOR_001,Production Line A
2025-01-16 10:00:00,112.37,SENSOR_001,Production Line A
2025-01-16 11:00:00,112.8,SENSOR_001,Production Line A
2025-01-16 12:00:00,105.94,SENSOR_001,Production Line A
2025-01-16 13:00:00,109.93,SENSOR_001,Production Line A
2025-01-16 14:00:00,100.91,SENSOR_001,Production Line A
2025-01-16 15:00:00,103.04,SENSOR_001,Production Line A
2025-01-16 16:00:00,103.82,SENSOR_001,Production Line A
2025-01-16 17:00:00,100.54,SENSOR_001,Production Line A
2025-01-16 18:00:00,99.98,SENSOR_001,Production Line A
2025-01-16 19:00:00,101.27,SENSOR_001,Production Line A
2025-01-16 20:00:00,99.92,SENSOR_001,Production Line A
2025-01-16 21:00:00,100.32,SENSOR_001,Production Line A
2025-01-16 22:00:00,104.86,SENSOR_001,Production Line A
2025-01-16 23:00:00,106.78,SENSOR_001,Production Line A
2025-01-17 00:00:00,102.69,SENSOR_001,Production Line A
2025-01-17 01:00:00,109.77,SENSOR_001,Production Line A
2025-01-17 02:00:00,111.84,SENSOR_001,Production Line A
2025-01-17 03:00:00,110.47,SENSOR_001,Production Line A
2025-01-17 04:00:00,109.66,SENSOR_001,Production Line A
2025-01-17 05:00:00,114.78,SENSOR_001,Production Line A
2025-01-17 06:00:00,117.27,SENSOR_001,Production Line A
2025-01-17 07:00:00,115.46,SENSOR_001,Production Line A
2025-01-17 08:00:00,114.26,SENSOR_001,Production Line A
2025-01-17 09:00:00,111.77,SENSOR_001,Production Line A
2025-01-17 10:00:00,111.03,SENSOR_001,Production Line A
2025-01-17 11:00:00,110.51,SENSOR_001,Production Line A
2025-01-17 12:00:00,104.44,SENSOR_001,Production Line A
2025-01-17 13:00:00,100.26,SENSOR_001,Production Line A
2025-01-17 14:00:00,101.79,SENSOR_001,Production Line A
2025-01-17 15:00:00,96.69,SENSOR_001,Production Line A
2025-01-17 16:00:00,94.22,SENSOR_001,Production Line A
2025-01-17 17:00:00,97.77,SENSOR_001,Production Line A
2025-01-17 18:00:00,96.66,SENSOR_001,Production Line A
2025-01-17 19:00:00,94.25,SENSOR_001,Production Line A
2025-01-17 20:00:00,98.96,SENSOR_001,Production Line A
2025-01-17 21:00:00,98.32,SENSOR_001,Production Line A
2025-01-17 22:00:00,103.6,SENSOR_001,Production Line A
2025-01-17 23:00:00,101.46,SENSOR_001,Production Line A
2025-01-18 00:00:00,102.24,SENSOR_001,Production Line A
2025-01-18 01:00:00,105.59,SENSOR_001,Production Line A
2025-01-18 02:00:00,107.9,SENSOR_001,Production Line A
2025-01-18 03:00:00,110.59,SENSOR_001,Production Line A
2025-01-18 04:00:00,113.14,SENSOR_001,Production Line A
2025-01-18 05:00:00,112.61,SENSOR_001,Production Line A
2025-01-18 06:00:00,117.46,SENSOR_001,Production Line A
2025-01-18 07:00:00,113.39,SENSOR_001,Production Line A
2025-01-18 08:00:00,112.0,SENSOR_001,Production Line A
2025-01-18 09:00:00,109.71,SENSOR_001,Production Line A
2025-01-18 10:00:00,112.29,SENSOR_001,Production Line A
2025-01-18 11:00:00,106.18,SENSOR_001,Production Line A
2025-01-18 12:00:00,102.58,SENSOR_001,Production Line A
2025-01-18 13:00:00,99.73,SENSOR_001,Production Line A
2025-01-18 14:00:00,98.15,SENSOR_001,Production Line A
2025-01-18 15:00:00,95.82,SENSOR_001,Production Line A
2025-01-18 16:00:00,90.69,SENSOR_001,Production Line A
2025-01-18 17:00:00,93.85,SENSOR_001,Production Line A
2025-01-18 18:00:00,94.35,SENSOR_001,Production Line A
2025-01-18 19:00:00,95.26,SENSOR_001,Production Line A
2025-01-18 20:00:00,97.75,SENSOR_001,Production Line A
2025-01-18 21:00:00,100.27,SENSOR_001,Production Line A
2025-01-18 22:00:00,102.65,SENSOR_001,Production Line A
2025-01-18 23:00:00,102.11,SENSOR_001,Production Line A
2025-01-19 00:00:00,,SENSOR_001,Production Line A
2025-01-19 01:00:00,109.06,SENSOR_001,Production Line A
2025-01-19 02:00:00,110.52,SENSOR_001,Production Line A
2025-01-19 03:00:00,112.56,SENSOR_001,Production Line A
2025-01-19 04:00:00,111.55,SENSOR_001,Production Line A
2025-01-19 05:00:00,112.36,SENSOR_001,Production Line A
2025-01-19 06:00:00,114.98,SENSOR_001,Production Line A
2025-01-19 07:00:00,,SENSOR_001,Production Line A
2025-01-19 08:00:00,114.78,SENSOR_001,Production Line A
2025-01-19 09:00:00,111.05,SENSOR_001,Production Line A
2025-01-19 10:00:00,111.97,SENSOR_001,Production Line A
2025-01-19 11:00:00,107.97,SENSOR_001,Production Line A
2025-01-19 12:00:00,104.76,SENSOR_001,Production Line A
2025-01-19 13:00:00,100.26,SENSOR_001,Production Line A
2025-01-19 14:00:00,101.42,SENSOR_001,Production Line A
2025-01-19 15:00:00,96.98,SENSOR_001,Production Line A
2025-01-19 16:00:00,95.47,SENSOR_001,Production Line A
2025-01-19 17:00:00,94.85,SENSOR_001,Production Line A
2025-01-19 18:00:00,100.42,SENSOR_001,Production Line A
