batch_id,line,shift,operator,temperature_c,pressure_bar,humidity_pct,line_speed_mpm,equipment_age_years,yield_pct
B0051,L1,night,Carol,200.89192022994234,2.975932382944952,46.27065750159496,9.277681924229736,8.885860780200861,85.93306595056919
B0052,L1,night,Dave,185.04628608916582,3.065511141656095,42.348164486238545,8.84189328185993,6.358926159331373,86.92823662049598
B0053,L1,night,Eve,177.3579360823287,2.817246845581782,59.61735344788033,8.636581598542195,8.064963383229697,85.53438681013427
B0054,L2,day,Dave,217.7089145917326,3.077718612065527,43.07974498318551,10.922403499810294,6.826483921151396,82.2187335279488
B0055,L1,night,Bob,199.1811919488281,2.81566251068321,43.54440539859986,9.854343280925667,7.443112014624688,84.76484361569962
B0056,L3,night,Bob,162.72960101750178,3.114945926499574,49.43673054971929,11.273645083950226,10.735039140026517,80.83617010592458
B0057,L1,day,Bob,215.11165844347062,2.914195897201933,45.769483020976324,10.987123396931752,2.8206782728623785,83.94600058262657
B0058,L2,night,Carol,216.40571458927292,3.004867756460585,46.52497412646456,11.785669257719968,5.572571808994189,82.45792156466973
B0059,L2,night,Eve,162.45500577149204,3.087683615533015,48.42204998340226,11.344494320905602,11.063583056516531,80.01199020741949
B0060,L1,night,Carol,172.06396448304423,2.9546613529209353,56.1730238655231,9.865159583232709,10.798737543893695,82.08399020645841
B0061,L3,night,Eve,178.0728419822967,3.1897912172014524,42.94383486037075,8.682772525598196,3.242501279187267,86.7263495690347
B0062,L3,day,Alice,178.58191643500368,2.871562412013516,53.900562038722306,8.381754696746839,9.549630389215782,83.95520176652886
B0063,L3,night,Eve,195.29082893581196,2.8406928675064034,59.373941429423894,9.662275424942992,4.603836246567955,86.19709824943314
B0064,L1,day,Bob,170.002796520953,2.890172548203421,57.25100007090919,8.67518355610115,9.390566068137762,84.25847059944783
B0065,L2,night,Eve,207.02462032306192,3.08859647958643,50.09319634842917,10.031839920543876,8.255017599137824,82.31276548421462
B0066,L3,night,Bob,207.902475611812,3.118612493528492,40.48980096696558,9.83375707552343,9.800557822001286,83.63761039214597
B0067,L3,day,Carol,215.41321176792738,2.956328228534969,44.385197504491714,10.739336315020129,4.476530756592487,82.22436230387459
B0068,L1,day,Bob,210.96150616134028,3.0579112370471258,41.59936062589683,10.082886369401258,11.67231498253269,82.3605800017908
B0069,L3,day,Bob,191.47460815495998,3.1840792216834135,41.19990566228064,9.750395916581004,10.96153508606856,85.62912263706899
B0070,L1,night,Carol,202.74554793185956,2.89052651584867,43.24394278148752,8.445021653061204,7.414121075982314,84.0349861985137
B0071,L1,night,Eve,199.69412976679763,3.0463816685303,49.014623035914646,8.428698334788459,2.0011414594171963,86.52286194608645
B0072,L3,day,Carol,210.12472305805943,2.817953267959514,42.051805926354774,9.385759143300584,10.616097384205215,82.72352290007979
B0073,L3,night,Dave,177.46459488663797,3.0090844660299894,53.947703254801844,11.298395684195475,5.220595233512686,85.5937552153387
B0074,L2,day,Dave,183.76053589207885,3.1686086042705117,52.406870494939504,10.414704106768308,9.524389497670622,85.66097208848612
B0075,L2,day,Eve,210.3531623497831,3.1626105624371488,55.41920783624901,10.122854251681535,10.504411415586217,84.0713929980736
B0076,L1,day,Carol,204.39923383530842,2.905882260246458,57.072048595506466,9.994172275637194,8.358371869812,85.2961682552875
B0077,L1,day,Carol,194.46055220398551,3.1667944586196053,42.626438148548765,8.79118652710655,10.379568044818788,84.85909751208332
B0078,L1,night,Carol,198.6996794176871,2.915171392446416,46.77990072979816,9.972649503052786,4.309266257511138,86.23261313730129
B0079,L1,night,Bob,167.81481319914332,2.9500478991211265,48.70115724819462,11.704752827369377,9.98236035003851,81.29678252061207
B0080,L3,day,Alice,163.68958764498555,2.9804592492046993,58.088523086708584,8.051597794702953,5.8514455300755825,82.67740284644876
B0081,L3,night,Eve,214.27244262379193,3.012359866335077,43.460487087447994,10.753409997771406,4.812989121005154,85.7504518472274
B0082,L2,day,Alice,178.75003943928076,3.0389786308164903,48.61282222793374,9.80969122658065,3.0682266029409657,85.6719489729522
B0083,L2,day,Dave,162.71837453057094,3.0676857005608715,43.05884757584611,9.619951097683286,6.563313912366298,83.08942568229149
B0084,L1,night,Carol,165.6931905738129,3.057277894352762,43.541489581281446,11.97028808488894,9.025073624667499,82.42171875766557
B0085,L2,day,Dave,172.50273975560083,2.884940012518535,41.84688743993072,10.642310062979927,3.666855420518746,85.16603687530213
B0086,L1,night,Eve,183.46005338702153,3.088978631273785,41.71913509656018,8.11708481622785,8.509460349377889,84.38902561293835
B0087,L3,day,Bob,165.95705952989312,3.1829111345006225,50.25597942934497,10.169112689012046,2.836664515604407,84.76446705267088
B0088,L1,day,Bob,186.29218583852935,3.156188865301861,45.856016341992515,8.045671698539946,3.218380952860115,86.6156465109938
B0089,L1,day,Dave,175.99126922328944,3.118118836112157,58.04046096808336,11.846074429475575,2.005780066105957,84.1199384888497
B0090,L1,day,Dave,165.07645139309832,3.033564867746908,51.632145003748334,8.28400601699067,7.513575966478688,82.22421948075475
B0091,L3,night,Alice,178.97428290226202,3.1259453421707413,47.273445851522226,8.258488122961936,11.958011120965159,85.60318212392865
B0092,L1,night,Eve,177.13854665659514,3.1634027514321885,59.60270390284095,8.558860551178817,8.004359661131147,83.50712906545382
B0093,L1,night,Dave,174.1255837260272,2.852199493625018,52.32583871716467,8.22165852864739,3.9092971593794283,85.04762250894322
B0094,L1,day,Carol,185.66351562416085,3.1469022277014265,40.55967667651571,10.506486203291033,9.865605359927299,84.9138591191672
B0095,L1,night,Alice,162.863209001507,3.1359196199328006,41.986222075149854,10.778335034357196,5.414848068459023,85.25584381557907
B0096,L3,day,Alice,209.32281641927813,2.8018796526863468,43.13479700453616,10.614449735185637,4.169260585923504,85.08587024398861
B0097,L3,day,Eve,185.22674548191887,3.1074105563920167,42.63315085462973,9.1361996719022,2.4048866507099436,85.89680903417813
B0098,L3,day,Alice,203.2051424540996,2.9044800501446733,59.20723203808285,10.300320163574906,11.051963276652845,84.89594470637286
B0099,L2,night,Carol,168.0196582689689,2.9447822570750817,54.87071110628407,9.26532594335749,10.933552706606132,81.72943028116427
B0100,L3,day,Alice,175.023181945025,3.016716185384752,50.27960767942193,10.25407164963675,8.00284984463657,85.37077860293464
B0101,L2,night,Eve,212.225591750661,2.9555366554601195,43.650913379945884,9.848954338364692,3.4508620758424784,83.56811397588389
B0102,L3,night,Eve,204.4312986054836,2.956478949433574,55.58294430022541,10.284271964306575,3.054768919833239,86.54840058032809
B0103,L2,night,Carol,177.3366159816217,3.0097022066003243,48.73756847896774,11.184025354659166,4.180905622820653,83.52634519279407
B0104,L3,night,Dave,199.06022567689172,3.0663502900769575,50.06604013516277,11.349792130536986,7.129670080186632,85.83855308981249
B0105,L1,day,Bob,191.2542134727967,3.096738144021195,53.12045791061779,9.725345936206525,11.427348579207436,84.14453152924143
B0106,L3,night,Eve,212.39987748930372,3.081857837261673,57.45345944742252,9.404720935903004,10.958158199000096,79.8533466571046
B0107,L3,night,Eve,210.798194233924,2.9969278371698165,42.17477705632632,9.53558186601899,4.730856243423807,84.41529543648264
B0108,L2,day,Carol,210.9902763602455,3.060785251756464,54.99871696320808,9.516317366681795,6.808883966295036,84.04729068609727
B0109,L1,night,Dave,206.69990454696614,2.8231354468280956,49.57183744419309,8.800899906575616,3.470946112536986,84.02052218319784
B0110,L1,night,Alice,165.7102905472852,3.0240826494218465,58.39449013200216,11.027263693863352,6.782021977361344,84.3325334603347
B0111,L2,day,Dave,160.6255999570061,2.946110960102534,42.11550931242134,9.990505795809112,4.1776297068538755,82.45062919638801
B0112,L3,night,Dave,166.6357113714995,2.8957784769797987,45.08888245121592,11.777769209330385,3.1420341938289145,82.86051015126688
B0113,L3,day,Bob,211.36431589651903,3.0088331241409048,50.07454734599216,11.66282309602024,6.433682121138231,84.95840929510516
B0114,L2,night,Carol,201.47470276298594,2.956064464859211,48.164328665568554,10.254557466585254,7.10784848023026,83.3011148333806
B0115,L1,day,Eve,188.70224274993026,3.157095242910268,48.54619376355651,11.653682517458135,4.129364407285406,86.9249528645386
B0116,L3,night,Carol,162.5134692637393,3.1821604193782993,42.74410999668851,11.428516549897514,9.443550325181253,81.00108470511239
B0117,L2,day,Carol,184.3064137194456,2.840321042381989,47.20597826318042,8.33549914152039,11.268380117415141,83.78872750186721
B0118,L1,day,Eve,203.3219350199252,3.156858050646316,40.921939713166296,10.497766031937816,4.144008170441638,86.54845234828855
B0119,L1,night,Alice,203.27005272476003,3.0954598116976126,50.76709190949641,9.454306754065065,2.0791909156318726,84.07743797405605
B0120,L3,day,Carol,196.6367511667678,2.9366939680296804,44.208831387203574,9.417542437219483,3.8821206317662096,83.61884812316843
B0121,L3,day,Eve,212.15188250423094,3.1052419353790475,53.37460584818574,11.366470222074259,5.367881383281214,85.21981737465464
B0122,L1,night,Dave,188.10208738349996,2.958025335190239,49.99785100483923,9.220359341442991,7.192596714898082,84.84247103264866
B0123,L3,day,Eve,218.30886805974345,2.8085866309117096,57.81855006671595,11.394391874383375,11.644128220609117,80.46612276149885
B0124,L1,night,Eve,214.67496647394174,3.0157784261478335,42.494487699139796,11.81086453104976,11.797954498656981,80.61679713028491
B0125,L2,night,Bob,212.35914134466546,2.9037770196208617,53.04326773683803,11.796861904818995,9.929371873186945,81.83726622650592
B0126,L1,day,Bob,171.4923766933977,2.819685172339444,55.317283589596116,11.102888545901381,3.4923416087449723,84.31000035808022
B0127,L3,day,Alice,188.84511489396374,2.9174832105366053,55.42916611972858,11.772002840064038,8.099969460534837,84.14540143124914
B0128,L1,day,Dave,195.5346671641016,2.9592364151375135,54.590908731472126,11.741893176813171,3.0380150344116212,86.04770038040952
B0129,L1,night,Carol,185.83314086808576,2.9840648444420417,40.81115225742151,10.078190540886359,5.038273881909821,86.44702559789968
B0130,L3,day,Dave,215.74567718125635,2.9919741961244783,46.97871837765744,11.082829114843584,4.99964484701405,83.0823460019059
B0131,L3,night,Dave,195.3638663351078,2.831020756638112,54.43062551854317,10.835066975830355,8.047347418770034,84.08093203071408
B0132,L3,day,Bob,160.43429677102293,2.9225765319283448,44.01250004432198,8.3971641483284,11.42451755335049,79.08159965120869
B0133,L3,day,Eve,160.7038178397971,2.842860885942139,48.378456145497765,11.808041490138013,7.937235696216766,83.54474446720353
B0134,L1,night,Alice,173.15034178833608,3.1836319717145116,42.22900346455998,11.961482160689792,10.232562616306142,82.98007155881339
B0135,L3,day,Dave,181.7910197929058,2.8784249018709267,42.4261522989662,10.002217407620659,9.257179714365966,85.42148302633876
B0136,L3,night,Alice,201.51369432494252,2.962595616005725,55.04017620523323,8.961768262996188,3.064549119975556,85.87278564232419
B0137,L1,night,Eve,215.53593336721647,3.049273495239515,54.65403929222811,9.118746192985451,9.801235096604971,83.22399146300901
B0138,L1,day,Bob,165.0641475318052,2.8647546364715297,41.40100060407338,10.247921198121011,7.695314838696357,84.56052859023848
B0139,L1,night,Dave,218.14539165249337,3.086764088937948,57.30617372969531,8.090454544089877,2.087505237267431,83.89043580758904
B0140,L3,night,Bob,161.75308211448612,2.8175431072050983,53.2996519711535,8.668711624437162,11.250626555865708,80.94196773052643
B0141,L2,night,Alice,210.55481032032793,3.160822018885532,52.99894075504889,11.583566203418801,3.930408731517832,82.98260172936604
B0142,L2,day,Bob,168.16088584550783,3.1509616399785942,47.77582505472554,11.19825426850892,10.962483712882541,83.04800773280975
B0143,L2,day,Bob,196.25048308546798,3.185587660291002,49.43549607219612,8.618601176802974,9.940385259574542,83.01000899557671
B0144,L1,night,Bob,162.96040292262856,2.862753497279696,57.460239624962945,8.908168488756953,6.261975213630381,82.21576608374505
B0145,L1,day,Dave,217.96926321904527,2.8518507672642746,45.53549223410219,10.071369514152279,10.48448925341386,79.4865730106976
B0146,L2,night,Dave,207.681386479765,2.8056873766541313,54.47408047683592,11.58144769427015,6.846159296894063,84.55093749946704
B0147,L2,day,Dave,179.5722443978832,3.1181021987611284,57.49698503385197,11.174946016484075,7.610017335853298,83.6970755621087
B0148,L1,day,Alice,178.36874163450165,3.06521045493775,44.74761949086842,10.405967142757042,5.275665537537949,83.726103902813
B0149,L2,night,Bob,181.96444368919802,2.811463782056194,43.75575610900648,10.392606089317926,4.316780520233256,85.33458805235796
B0150,L1,day,Dave,201.00545631675362,2.924037830854097,51.28846246803913,11.233072401819616,7.886256668644737,86.21396236172846
B0151,L1,day,Eve,179.51131083548364,2.8891721647949944,52.96191560189864,9.25350591254873,2.1478403936699832,83.27697400936822
B0152,L2,day,Carol,197.54746305576305,3.0526567264528865,50.272441389697,8.072966454030228,8.483413797895688,84.32961366956717
B0153,L1,night,Carol,205.70896358111924,3.1800599158840614,43.05821784659713,9.277705521004542,8.681748613897009,82.60100367522708
B0154,L3,day,Carol,195.8774398987552,2.8398333286145263,44.298631815081464,8.285974533041845,3.7082859368511514,84.51886736292751
B0155,L3,day,Dave,206.26502329438503,2.827118488435285,53.427672237055965,8.096658377417409,10.008621606043052,82.78200153570396
B0156,L1,night,Alice,174.41089724365372,2.947077863285312,54.456132970867856,9.416722486498795,2.3141331129656777,85.39744901254272
B0157,L3,day,Bob,187.74892572847395,2.9776085840704467,48.478792403423455,8.304535586439924,3.8441343375840513,85.48883761005845
B0158,L1,night,Eve,168.0062866413487,2.9348895327776816,44.86720829240588,11.43331406880374,2.5850148623853513,85.5790450495857
B0159,L1,day,Carol,218.8712587750098,3.077782343023946,47.03541399003712,10.083524004241982,2.8319997169940363,82.74193690967428
B0160,L2,night,Eve,168.60933824278575,2.8205925268313856,48.9662966481106,11.151380616406563,2.924709823560802,85.71283567395027
B0161,L2,day,Carol,173.92029376535277,2.842136370162356,58.808875282304925,11.691990288912562,3.4399259263783213,84.9395475722714
B0162,L1,day,Dave,196.43208003167072,2.8018312138297055,54.80338798253973,8.028410101511309,10.688681227068376,85.4395953873167
B0163,L3,night,Dave,170.84705476103986,3.0982814979648077,49.968578486504356,10.549914907341623,4.1303955492634055,83.15238547187894
B0164,L2,night,Dave,161.98958270238606,2.827310812182172,47.24952011824569,11.1627395383388,4.758544660451299,84.65878996764346
B0165,L1,night,Alice,208.00108576159568,2.854638974212517,42.66618285353498,10.78124084679255,7.512219775544123,82.44911571428428
B0166,L1,night,Bob,174.32725536706587,3.024729417642246,41.67119315018789,8.365365037901814,2.0173909714273304,82.88210601651228
B0167,L3,day,Alice,174.59054293226217,3.037024561129515,55.29342287667523,8.67359689547926,3.890398948713629,83.93735890685288
B0168,L2,day,Alice,160.04123081700263,2.877668822219656,47.81612261835075,8.300054000941834,11.007197771807984,80.07352184886304
B0169,L2,day,Dave,181.06031256201237,3.014162207398745,40.676789941064605,9.310130390794551,6.385185596193672,86.45146740957438
B0170,L2,night,Carol,216.02708347568807,2.956972649644662,55.720342128835576,8.125925127477304,3.9220339289750776,84.58920765834402
B0171,L2,day,Alice,165.04259086184666,2.93496080996222,49.37337275346911,11.440585473277537,4.890811888762571,84.1859081027405
B0172,L1,day,Alice,171.10814665670966,3.184246076641949,42.9023930596183,10.510100175481707,11.555659318622958,80.87265975693525
B0173,L2,night,Carol,191.87735591697026,2.9692923689598456,47.23622158461868,8.44869222464259,6.109090856787899,86.05218951723802
B0174,L3,night,Alice,213.3739419121014,2.8963527707035173,43.04364029421531,9.966377475441462,8.251072226538056,82.10774488849931
B0175,L3,night,Bob,190.6377806576195,2.9991591008055103,40.336225580549986,10.20856513274487,8.717934643251727,83.63153499512387
B0176,L1,day,Dave,179.34612160548502,3.052578417798951,42.71596745790811,9.315428976100392,6.042423238479129,83.96504994323433
B0177,L3,night,Bob,199.08048137888903,2.8320366214514205,46.24350014132303,9.09424962501962,11.891348024777638,84.11009171593386
B0178,L1,day,Dave,167.83848876395666,2.826929077437475,55.315108489572935,11.03779262972869,6.581790121854782,83.5740428401364
B0179,L2,night,Alice,201.47505879368353,2.92798664018138,50.12500481112036,10.189175616763045,3.445241722846183,86.31089786103492
B0180,L3,day,Carol,208.80981694471956,3.076756483906329,56.90504201058922,10.314588468707683,3.332721683173209,82.8374972813809
B0181,L2,night,Dave,192.4742776292636,3.1707262637509808,48.769844106011554,8.078128868411653,10.769742190414913,86.34857903683292
B0182,L3,night,Alice,180.1331999778465,3.1173754672060046,51.27326485211589,8.053343861747164,6.176496902011678,86.90887160007345
B0183,L1,night,Alice,172.68796133260844,3.164202232490942,47.0346504857736,11.339565484403327,10.822165651124322,83.67426033340328
B0184,L2,day,Bob,187.00357317204032,3.0673984945112833,40.78166375542676,10.554431575103537,9.818910185241581,86.63798287908479
B0185,L2,day,Dave,188.61725528068027,2.9074617584647098,49.305553180295426,8.757393577004768,5.6860025917484425,84.41397107744577
B0186,L2,day,Eve,211.48772886042258,2.9901602369435887,48.99620518040311,11.350819313637963,2.216635798236342,82.76880538828428
B0187,L2,night,Alice,201.60008084563006,2.9370099482684915,48.35370253969908,10.842952456631032,8.572225734058401,84.12134591114396
B0188,L2,day,Eve,202.89799559093953,2.848382438803718,51.58506608436459,8.274737206315834,11.66867213197398,83.43176870299362
B0189,L1,day,Bob,207.43935951299162,3.0657687704235466,44.34508295557801,9.637546138839845,3.253607910304313,84.19212719429099
B0190,L3,night,Alice,205.9485797587124,3.0960774841672833,46.76716839444468,8.301623995775353,6.230802372791208,84.68941074148898
B0191,L3,night,Dave,172.67968799000255,2.877966715404278,51.237063937887285,9.254219812284639,3.936357306800005,84.27040056000315
B0192,L2,night,Dave,172.3287508963167,2.8730412765587765,45.43760438302678,10.053411184027695,5.529531303374447,84.88051792382922
B0193,L3,night,Carol,176.48137933132506,2.8695682219772416,42.62839148018904,11.352700423711644,10.565151329347882,85.34585634034134
B0194,L2,night,Dave,181.7539698124329,2.8613816578826365,54.94823206913539,9.528532445787715,3.018020740507235,85.75139517110021
B0195,L2,day,Bob,195.27374721753566,3.027618150223121,41.617519997715696,9.463879926587364,8.136078085055296,85.94831660545782
B0196,L2,night,Alice,210.31918090233975,2.992817218425977,58.15564138797479,10.065593328123686,4.637098176863545,85.72667052910228
B0197,L3,night,Carol,212.86893482487866,3.1032200259181075,44.92236494683449,9.34748708515556,6.433930026872823,85.55006505238902
B0198,L1,day,Eve,193.84113027160876,3.036329203498378,52.31636168412865,8.413444241721297,4.339950821505461,83.86952864243808
B0199,L1,day,Carol,189.2993531381982,3.187248036408968,47.82513834227612,8.202131458092605,7.219605879659026,84.26675036809252
B0200,L1,day,Eve,180.39028662977836,2.844380417111466,59.52186190035093,11.224647528674492,6.556948898909018,84.17115326001063
B0201,L2,day,Dave,166.1327102327862,3.1200024938581845,57.40615469701501,8.30309420436273,4.239925357412448,83.88109796947722
B0202,L3,night,Bob,209.52773802058616,2.921376654930903,42.52164521773411,9.763582127260294,8.902757857281713,82.81929662846724
B0203,L1,day,Eve,164.0658112575145,2.959897817514415,40.198864343664056,11.210057498562788,6.456069207816507,84.35718208742293
B0204,L2,day,Eve,202.35214908252965,2.9672408707344493,42.7930944076692,8.14777159391224,7.869244338613077,85.17708697776628
B0205,L3,night,Carol,197.88023942576805,2.8545827968826623,42.11679412272713,8.764802480759597,7.10402325000789,86.0350652952148
B0206,L1,night,Eve,199.61663310826242,2.970586767188065,56.77813365916054,8.594035563789674,8.884610605823397,84.02326653362378
B0207,L1,day,Alice,170.80378057459052,2.9572552512066275,59.81283644046328,11.23231424172028,5.839320257667545,83.86892665593211
B0208,L2,day,Eve,192.18605425034113,3.0512482603039617,45.76995860920772,8.241722326390043,3.3310728557074913,86.11250999467012
B0209,L1,day,Eve,215.90311583286692,3.129512874053082,55.379844346412504,9.020868490266743,2.9102291859728395,83.32212534201305
B0210,L3,night,Alice,197.22855669288717,3.096586174572924,51.40593084268655,11.463495728300963,4.094396726187555,84.24556159771899
B0211,L1,night,Dave,179.4178913782657,2.8394888385497428,46.62098366565917,8.414101160305847,3.453785933181855,85.2281329117765
B0212,L2,night,Bob,186.99730842938555,2.9017558706284903,51.80933952434215,10.094895631962316,4.991436018588316,83.70970708246858
B0213,L1,day,Carol,165.19677257441793,2.9797062708171396,49.78888740380351,11.785569506280535,2.8748545883262873,85.28263305505426
B0214,L1,night,Alice,175.93706599025742,3.1656863143278704,56.02317366164434,11.508459986755534,8.624411189275685,83.92460183671459
B0215,L2,day,Dave,191.87681912525073,3.1745644472613113,53.672577982223316,9.533163241598732,5.527799587488284,85.5222811276907
B0216,L1,day,Eve,174.96363485994462,2.9902342075430246,43.76338420713862,10.93103357770674,3.6930137686689903,83.41624466515583
B0217,L2,night,Eve,169.7495060305158,3.0387839449532215,40.70573444732611,11.266447079888696,9.27560499498474,84.1757855746245
B0218,L1,day,Bob,205.43072635597352,2.9223402036578223,41.37796375920143,10.122377129913207,8.179272062690693,85.91305798454307
B0219,L2,day,Dave,202.2455739010415,2.8153325451755054,57.36683689947712,11.520369491959183,9.060858682014237,82.87994908930483
B0220,L1,night,Eve,165.4429434187929,3.065766051926068,48.27650898315088,10.756913520544664,10.846013685570083,79.07455213019445
B0221,L1,night,Eve,204.1556417809742,3.1163275561857624,59.19188445926374,10.003791954130264,3.9470383882789166,84.2861085041275
B0222,L1,day,Eve,208.38851885087732,2.8580549179919124,40.62378881538299,8.364415722403113,7.886486711400416,83.69167291404779
B0223,L1,night,Carol,161.28631614405154,2.935477371547027,59.07936124926304,10.628842147034826,3.5569434955035986,81.77805755366124
B0224,L1,day,Dave,174.07565143287016,2.8977606738604798,51.42615775030612,9.073976410281183,9.874599029142686,84.42866221249342
B0225,L1,day,Bob,192.26640103102085,3.123684475938364,53.976139317065275,11.317194790320736,5.873030882166178,85.19941282165613
